"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Zero Trust Architecture (ZTA): A Comprehensive Survey","N. F. Syed; S. W. Shah; A. Shaghaghi; A. Anwar; Z. Baig; R. Doss","Centre for Cyber Security Research and Innovation (CSRI), Deakin University, Geelong, VIC, Australia; Centre for Cyber Security Research and Innovation (CSRI), Deakin University, Geelong, VIC, Australia; Centre for Cyber Security Research and Innovation (CSRI), Deakin University, Geelong, VIC, Australia; Centre for Cyber Security Research and Innovation (CSRI), Deakin University, Geelong, VIC, Australia; Centre for Cyber Security Research and Innovation (CSRI), Deakin University, Geelong, VIC, Australia; Centre for Cyber Security Research and Innovation (CSRI), Deakin University, Geelong, VIC, Australia",IEEE Access,"7 Jun 2022","2022","10","","57143","57179","We present a detailed survey of the Zero Trust (ZT) security paradigm which has a growing number of advocates in the critical infrastructure risk management space. The article employs a descriptive approach to present the fundamental tenets of ZT and provides a review of numerous potential options available for successful realization of this paradigm. We describe the role of authentication and access control in Zero Trust Architectures (ZTA) and present an in-depth discussion of state-of-the-art techniques for authentication and access control in different scenarios. Furthermore, we comprehensively discuss the conventional approaches to encryption, micro-segmentation, and security automation available for instantiating a ZTA. The article also details various challenges associated with contemporary authentication mechanisms, access control schemes, trust and risk computation techniques, micro-segmentation approaches, and Software-Defined Perimeter, that can impact the implementation of ZT in its true sense. Based upon our analysis, we finally pinpoint the potential future research directions for successful realization of ZT in critical infrastructures.","2169-3536","","10.1109/ACCESS.2022.3174679","Australian Department of Defence; Defence Science and Technology Group’s Operations Research Network; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9773102","Zero trust architecture (ZTA);access control;authentication;micro-segmentation;software-defined parameter (SDP)","Access control;Authentication;Computer architecture;NIST;Encryption;Critical infrastructure;Automation","","91","","190","CCBY","12 May 2022","","","IEEE","IEEE Journals"
"A Roadmap Toward the Resilient Internet of Things for Cyber-Physical Systems","D. Ratasich; F. Khalid; F. Geissler; R. Grosu; M. Shafique; E. Bartocci","Institute of Computer Engineering, TU Wien, Vienna, Austria; Institute of Computer Engineering, TU Wien, Vienna, Austria; CPS Dependability Research Lab, Intel Deutschland GmbH, Neubiberg, Germany; Institute of Computer Engineering, TU Wien, Vienna, Austria; Institute of Computer Engineering, TU Wien, Vienna, Austria; Institute of Computer Engineering, TU Wien, Vienna, Austria",IEEE Access,"5 Feb 2019","2019","7","","13260","13283","The Internet of Things (IoT) is a ubiquitous system connecting many different devices - the things - which can be accessed from the distance. The cyber-physical systems (CPSs) monitor and control the things from the distance. As a result, the concepts of dependability and security get deeply intertwined. The increasing level of dynamicity, heterogeneity, and complexity adds to the system's vulnerability, and challenges its ability to react to faults. This paper summarizes the state of the art of existing work on anomaly detection, fault-tolerance, and self-healing, and adds a number of other methods applicable to achieve resilience in an IoT. We particularly focus on non-intrusive methods ensuring data integrity in the network. Furthermore, this paper presents the main challenges in building a resilient IoT for the CPS, which is crucial in the era of smart CPS with enhanced connectivity (an excellent example of such a system is connected autonomous vehicles). It further summarizes our solutions, work-in-progress and future work to this topic to enable “Trustworthy IoT for CPS”. Finally, this framework is illustrated on a selected use case: a smart sensor infrastructure in the transport domain.","2169-3536","","10.1109/ACCESS.2019.2891969","IoT4CPS; Österreichische Forschungsförderungsgesellschaft; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8606923","Anomaly detection;cyber-physical systems (CPS);Internet of Things (IoT);monitoring;resilience;long-term dependability and security;self-adaptation;self-healing","Resilience;Security;Internet of Things;Cyber-physical systems;Robustness;Safety;Monitoring","","89","","203","CCBY","10 Jan 2019","","","IEEE","IEEE Journals"
"Multi-Access Edge Computing Architecture, Data Security and Privacy: A Review","B. Ali; M. A. Gregory; S. Li","School of Engineering, RMIT University, Melbourne, VIC, Australia; School of Engineering, RMIT University, Melbourne, VIC, Australia; School of Engineering, RMIT University, Melbourne, VIC, Australia",IEEE Access,"17 Feb 2021","2021","9","","18706","18721","Multi-Access Edge Computing (MEC) is an extension of cloud computing that aims to provide computation, storage, and networking capabilities at the edge of the network in close proximity to end-users. The MEC architecture supports applications and services that bridge between cloud computing and end-users. The architecture includes devices and systems that are interconnected, layered, and flexibly deployed. As a result of the technological advancements, MEC is facing a myriad of highly sophisticated threats. This paper provides a review of MEC Architecture, use cases, conceptual guidelines for MEC security architecture, security and privacy techniques, and identifies current and future challenges, their implications, and approaches to overcome the challenges. This research examined significant threats, described the MEC architecture, identified the susceptible functional layers, the different categories of threats, and the potential security safeguards. The research recommends that MEC providers should implement multiple layers of security controls to mitigate targeted attacks.","2169-3536","","10.1109/ACCESS.2021.3053233","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9330515","Multi-access edge computing;MEC;security;privacy;SDN;5G","Security;Computer architecture;Data security;Cloud computing;Servers;Data privacy;Edge computing","","85","","105","CCBY","21 Jan 2021","","","IEEE","IEEE Journals"
"Green Mobile Networks for 5G and Beyond","M. Masoudi; M. G. Khafagy; A. Conte; A. El-Amine; B. Françoise; C. Nadjahi; F. E. Salem; W. Labidi; A. Süral; A. Gati; D. Bodéré; E. Arikan; F. Aklamanu; H. Louahlia-Gualous; J. Lallet; K. Pareek; L. Nuaymi; L. Meunier; P. Silva; N. T. Almeida; T. Chahed; T. Sjölund; C. Cavdar","KTH Royal Institute of Technology, Kista, Sweden; KTH Royal Institute of Technology, Kista, Sweden; Nokia Bell Labs, Nozay, France; Departement Système Réseaux, Cybersécurité et Droit du numérique (SRCD), IMT Atlantique, CS 17607 35576, Cesson-Sévigné, France; Orange Gardens, Chátillon, France; LUSAC, UNICAEN, Normandie University, Caen, France; Orange Gardens, Chátillon, France; Institut Polytechnique Paris, Telecom SudParis, UMR CNRS Samovar, Evry, France; Polaran Ltd, Ankara, Turkey; Orange Gardens, Chátillon, France; Orange Gardens, Chátillon, France; Polaran Ltd, Ankara, Turkey; Nokia Bell Labs, Nozay, France; LUSAC, UNICAEN, Normandie University, Caen, France; Nokia Bell Labs, Nozay, France; MIC Nordic AB, Kista, Sweden; Departement Système Réseaux, Cybersécurité et Droit du numérique (SRCD), IMT Atlantique, CS 17607 35576, Cesson-Sévigné, France; Tele2, Sverige AB, Kista, Sweden; INESC TEC and Faculty of Engineering, University of Porto, Porto, Portugal; INESC TEC and Faculty of Engineering, University of Porto, Porto, Portugal; Institut Polytechnique Paris, Telecom SudParis, UMR CNRS Samovar, Evry, France; MIC Nordic AB, Kista, Sweden; KTH Royal Institute of Technology, Kista, Sweden",IEEE Access,"14 Aug 2019","2019","7","","107270","107299","The heated 5G network deployment race has already begun with the rapid progress in standardization efforts, backed by the current market availability of 5G-enabled network equipment, ongoing 5G spectrum auctions, early launching of non-standalone 5G network services in a few countries, among others. In this paper, we study current and future wireless networks from the viewpoint of energy efficiency (EE) and sustainability to meet the planned network and service evolution toward, along, and beyond 5G, as also inspired by the findings of the EU Celtic-Plus SooGREEN Project. We highlight the opportunities seized by the project efforts to enable and enrich this green nature of the network as compared to existing technologies. In specific, we present innovative means proposed in SooGREEN to monitor and evaluate EE in 5G networks and beyond. Further solutions are presented to reduce energy consumption and carbon footprint in the different network segments. The latter spans proposed virtualized/cloud architectures, efficient polar coding for fronthauling, mobile network powering via renewable energy and smart grid integration, passive cooling, smart sleeping modes in indoor systems, among others. Finally, we shed light on the open opportunities yet to be investigated and leveraged in future developments.","2169-3536","","10.1109/ACCESS.2019.2932777","EU Celtic Plus Projects, mainly by SooGREEN: Service-Oriented Optimization of Green Mobile Networks and in part by AI4Green: Artificial Intelligence for Green Mobile Networks; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8786138","CRAN;DAS;energy efficiency;monitoring;storage;green mobile networks;passive cooling;renewable energy;sleep modes;smart grid;virtualization;Wi-Fi","Energy consumption;5G mobile communication;Green products;Optimization;Sustainable development;Cooling;Quality of service","","84","","73","CCBY","5 Aug 2019","","","IEEE","IEEE Journals"
"Cloud-Native Network Slicing Using Software Defined Networking Based Multi-Access Edge Computing: A Survey","S. D. A. Shah; M. A. Gregory; S. Li","School of Engineering, RMIT University, Melbourne, VIC, Australia; School of Engineering, RMIT University, Melbourne, VIC, Australia; School of Engineering, RMIT University, Melbourne, VIC, Australia",IEEE Access,"20 Jan 2021","2021","9","","10903","10924","Fifth-Generation (5G) mobile cellular networks provide a promising platform for new, innovative and diverse IoT applications, such as ultra-reliable and low latency communication, real-time and dynamic data processing, intensive computation, and massive device connectivity. End-to-End (E2E) network slicing candidates present a promising approach to resource allocation and distribution that permit operators to flexibly provide scalable virtualized and dedicated logical networks over common physical infrastructure. Though network slicing promises the provision of services on demand, many of its use cases, such as self-driving cars and Google's Stadia, would require the integration of a Multi-Access Edge Computing (MEC) platform in 5G networks. Edge Computing is envisioned as one of the key drivers for 5G and Sixth-Generation (6G) mobile cellular networks, but its role in network slicing remains to be fully explored. We investigate MEC and network slicing for the provision of 5G service focused use cases. Recently, changes to the cloud-native 5G core are a focus with MEC use cases providing network scalability, elasticity, flexibility, and automation. A cloud-native microservices architecture, along with its potential use cases for 5G network slicing, is envisioned. This paper also elaborates on the recent advances made in enabling E2E network slicing, its enabling technologies, solutions, and current standardization efforts. Finally, this paper identifies open research issues and challenges and provides possible solutions and recommendations.","2169-3536","","10.1109/ACCESS.2021.3050155","Royal Melbourne Institute of Technology (RMIT) University Research Stipend Scholarship (RRSS); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9317860","Network slicing;software defined networking;multi-access edge computing;cloud native;ultra-reliable;low latency communication","5G mobile communication;Network slicing;Cloud computing;Computer architecture;Edge computing;Software;Servers","","83","","102","CCBY","8 Jan 2021","","","IEEE","IEEE Journals"
"Towards 6G-Enabled Internet of Vehicles: Security and Privacy","D. P. Moya Osorio; I. Ahmad; J. D. V. Sánchez; A. Gurtov; J. Scholliers; M. Kutila; P. Porambage","Centre for Wireless Communications, University of Oulu, Oulu, Finland; VTT Technical Research Centre of Finland Ltd., Espoo, Finland; Departamento de Electrónica, Telecomunicaciones y Redes de Información, Escuela Politécnica Nacional, Quito, Ecuador; Department of Computer and Information Science (IDA), Linköping University, Linköping, Sweden; VTT Technical Research Centre of Finland Ltd., Espoo, Finland; VTT Technical Research Centre of Finland Ltd., Espoo, Finland; Centre for Wireless Communications, University of Oulu, Oulu, Finland",IEEE Open Journal of the Communications Society,"3 Feb 2022","2022","3","","82","105","The conceptualisation of the sixth generation of mobile wireless networks (6G) has already started with some potential disruptive technologies resonating as enablers for driving the emergence of a number of innovative applications. Particularly, 6G will be a prominent supporter for the evolution towards a truly Intelligent Transportation System and the realization of the Smart City concept by fulfilling the limitations of 5G, once vehicular networks are becoming highly dynamic and complex with stringent requirements on ultra-low latency, high reliability, and massive connections. More importantly, providing security and privacy to such critical systems should be a top priority as vulnerabilities can be catastrophic, thus there are huge concerns regarding data collected from sensors, people and their habits. In this paper, we provide a timely deliberation of the role that promissory 6G enabling technologies such as artificial intelligence, network softwarisation, network slicing, blockchain, edge computing, intelligent reflecting surfaces, backscatter communications, terahertz links, visible light communications, physical layer authentication, and cell-free massive multiple-input multiple-output (MIMO) will play on providing the expected level of security and privacy for the Internet of Vehicles.","2644-125X","","10.1109/OJCOMS.2022.3143098","Academy of Finland 6G Flagship(grant numbers:318927,334280); 5G-SAFEplus Celtic+ Project; Business Finland; EU Project AirMOUR (Enabling Sustainable Airmobility in Urrban Contexts via Emergency and Medical Services)(grant numbers:101006601); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9681822","6G networks;Internet of Vehicles;privacy;security;vehicle-to-everything communications","Security;6G mobile communication;5G mobile communication;Privacy;Vehicle-to-everything;Long Term Evolution;Data privacy","","82","","153","CCBY","14 Jan 2022","","","IEEE","IEEE Journals"
"Utilizing Blockchain to Overcome Cyber Security Concerns in the Internet of Things: A Review","B. Alotaibi","Department of Information Technology, University of Tabuk, Tabuk, Saudi Arabia",IEEE Sensors Journal,"14 Nov 2019","2019","19","23","10953","10971","The Internet of Things (IoT) is a wide network consisting of Internet-connected objects using installed software, such as home appliances, vehicles, and other entities embedded with sensors, actuators, radio-frequency identification (RFID), and electronics to exchange data. In the last two decades, numerous IoT solutions have been developed by small, medium-sized, and large enterprises to make our lives easier. Furthermore, private and academic researchers have extensively investigated some practical IoT solutions. The rapid expansion of IoT solutions accompanies numerous security concerns because the underlying IoT protocols and communication technologies have not considered security. Recently, blockchain has emerged to become one of the promising technologies that might overcome some of the IoT limitations (security limitations, in particular). Blockchain technology is a database ledger that uses a peer-to-peer (P2P) network and stores transactions and asset registries. Blockchain can be described as a mounting list of records (i.e., blocks) with the following properties: distributed, decentralized, immutable, and shared. This paper surveyed recent security advances to overcome IoT limitations using blockchain. In this article, the blockchain attempts to overcome IoT limitations that are related to cyber security have been classified into four categories: end-to-end traceability; data privacy and anonymity; identity verification and authentication; and confidentiality, data integrity, and availability (CIA). Intended as a guideline for future research, this paper also explores systematic processes.","1558-1748","","10.1109/JSEN.2019.2935035","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8795541","Internet of Things;blockchain;cyber security;end-to-end traceability;data privacy;anonymity;identity verification;data integrity;big data;cloud computing","Internet of Things;Blockchain;Protocols;Radiofrequency identification;Computer crime","","79","","141","IEEE","13 Aug 2019","","","IEEE","IEEE Journals"
"Blockchain for Industry 5.0: Vision, Opportunities, Key Enablers, and Future Directions","A. Verma; P. Bhattacharya; N. Madhani; C. Trivedi; B. Bhushan; S. Tanwar; G. Sharma; P. N. Bokoro; R. Sharma","Department of Computer Science and Engineering, Institute of Technology, Nirma University, Gujarat, Ahmedabad, India; Department of Computer Science and Engineering, Institute of Technology, Nirma University, Gujarat, Ahmedabad, India; Department of Computer Science and Engineering, Institute of Technology, Nirma University, Gujarat, Ahmedabad, India; Department of Computer Science and Engineering, Institute of Technology, Nirma University, Gujarat, Ahmedabad, India; School of Engineering and Technology, Sharda University, Greater Noida, India; Department of Computer Science and Engineering, Institute of Technology, Nirma University, Gujarat, Ahmedabad, India; Department of Electrical Engineering Technology, University of Johannesburg, Johannesburg, South Africa; Department of Electrical Engineering Technology, University of Johannesburg, Johannesburg, South Africa; Centre for Inter-Disciplinary Research and Innovation, University of Petroleum and Energy Studies, Dehradun, India",IEEE Access,"13 Jul 2022","2022","10","","69160","69199","Industry 4.0 have witnessed a paradigm shift from cyber-physical systems (CPS) that aims at massive automation, to a more customer-driven approach. The shift has been attributed to the design of hyper-cognitive systems, integration of virtual and extended reality, digital machinery prototyping and twin designs, trusted machine boundaries, collaborative robots, and artificial intelligence (AI)-based supply chains. This new wave, termed Industry 5.0, is expected to leverage massive production with user-centric customization outside the scope of Industry 4.0 ecosystems. Industry 5.0 is expected to assist diverse industrial verticals like healthcare, smart farming, drones, smart grids, and supply chain production ecosystems. However, data is shared among multiple heterogeneous networks, spanning different authoritative domains. Thus, trusted and secured data transfer is crucial to synergize and secure the industrial perimeters. Blockchain (BC) is a preferred choice as a security enabler to Industry 5.0 ecosystems owing to its inherent property of immutability, chronology, and auditability in industrial systems. Limited works are proposed that present the vision and holistic view of BC-assisted Industry 5.0 applications. The article presents a first-of-its-kind survey on BC as a security enabler in Industry 5.0. Based on a descriptive survey methodology and research questions, we presented the key drivers, and potential applications, and propose an architectural vision of BC-based Industry 5.0 in diverse applicative verticals. The survey intends to present solutions that would assist industry practitioners, academicians, and researchers to drive novel BC-assisted solutions in Industry 5.0 verticals.","2169-3536","","10.1109/ACCESS.2022.3186892","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9809962","Blockchain;Industry 5.0;Internet-of-Things;security;privacy","Industries;Production;Fourth Industrial Revolution;Security;Service robots;Artificial intelligence;Blockchains","","77","","168","CCBY","28 Jun 2022","","","IEEE","IEEE Journals"
"Distributed Redundant Placement for Microservice-based Applications at the Edge","H. Zhao; S. Deng; Z. Liu; J. Yin; S. Dustdar","College of Computer Science and Technology, Zhejiang University, Hangzhou, China; College of Computer Science and Technology, Zhejiang University, Hangzhou, China; College of Computer Science and Technology, Zhejiang University, Hangzhou, China; College of Computer Science and Technology, Zhejiang University, Hangzhou, China; Distributed Systems Group, Technische Universität Wien, Vienna, Austria",IEEE Transactions on Services Computing,"17 Jun 2022","2022","15","3","1732","1745","Multi-access edge computing (MEC) is booming as a promising paradigm to push the computation and communication resources from cloud to the network edge to provide services and to perform computations. With container technologies, mobile devices with small memory footprint can run composite microservice-based applications without time-consuming backbone. Service placement at the edge is of importance to put MEC from theory into practice. However, current state-of-the-art research does not sufficiently take the composite property of services into consideration. Besides, although Kubernetes has certain abilities to heal container failures, high availability cannot be ensured due to heterogeneity and variability of edge sites. To deal with these problems, we propose a distributed redundant placement framework SAA-RP and a GA-based Server Selection (GASS) algorithm for microservice-based applications with sequential combinatorial structure. We formulate a stochastic optimization problem with the uncertainty of microservice request considered, and then decide for each microservice, how it should be deployed and with how many instances as well as on which edge sites to place them. Benchmark policies are implemented in two scenarios, where redundancy is allowed and not, respectively. Numerical results based on a real-world dataset verify that GASS significantly outperforms all the benchmark policies.","1939-1374","","10.1109/TSC.2020.3013600","National Key Research and Development Program of China(grant numbers:2017YFB1400601); Key Research and Development Project of Zhejiang Province(grant numbers:2017C01015); National Natural Science Foundation of China(grant numbers:61772461); Natural Science Foundation of Zhejiang Province(grant numbers:LR18F020003,LY17F020014); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9154603","Redundancy;service placement;multi-access edge computing;composite service;sample average approximation","Redundancy;Containers;Mobile handsets;Cloud computing;Numerical models;Stochastic processes;Edge computing","","75","","40","IEEE","3 Aug 2020","","","IEEE","IEEE Journals"
"Big Data Driven Edge-Cloud Collaboration Architecture for Cloud Manufacturing: A Software Defined Perspective","C. Yang; S. Lan; L. Wang; W. Shen; G. G. Q. Huang","School of Computer Science and Technology, Beijing Institute of Technology, Beijing, China; School of Economics and Management, University of Chinese Academy of Science, Beijing, China; Department of Production Engineering, KTH Royal Institute of Technology, Stockholm, Sweden; State Key Lab of Digital Manufacturing Equipment and Technology, Huazhong University of Science and Technology, Wuhan, China; Department of Industrial and Manufacturing Systems Engineering, The University of Hong Kong, Hong Kong",IEEE Access,"12 Mar 2020","2020","8","","45938","45950","In the practice of cloud manufacturing, there still exist some major challenges, including: 1) cloud based big data analytics and decision-making cannot meet the requirements of many latency-sensitive applications on shop floors; 2) existing manufacturing systems lack enough reconfigurability, openness and evolvability to deal with shop-floor disturbances and market changes; and 3) big data from shop-floors and the Internet has not been effectively utilized to guide the optimization and upgrade of manufacturing systems. This paper proposes an open evolutionary architecture of the intelligent cloud manufacturing system with collaborative edge and cloud processing. Hierarchical gateways connecting and managing shop-floor things at the “edge” side are introduced to support latency-sensitive applications for real-time responses. Big data processed both at the gateways and in the cloud will be used to guide continuous improvement and evolution of edge-cloud systems for better performance. As software tools are becoming dominant as the “brain” of manufacturing control and decision-making, this paper also proposes a new mode - “AI-Mfg-Ops” (AI enabled Manufacturing Operations) with a supporting software defined framework, which can promote fast operation and upgrading of cloud manufacturing systems with smart monitoring-analysis-planning-execution in a closed loop. This research can contribute to the rapid response and efficient operation of cloud manufacturing systems.","2169-3536","","10.1109/ACCESS.2020.2977846","Beijing Institute of Technology Research Fund Program for Young Scholars; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9020166","Cloud manufacturing;big data;edge-cloud collaboration;software-defined architecture;Internet of Things","Cloud computing;Big Data;Computer architecture;Collaboration;Real-time systems;Manufacturing systems","","73","","36","CCBY","2 Mar 2020","","","IEEE","IEEE Journals"
"Emerging Trends, Techniques and Open Issues of Containerization: A Review","J. Watada; A. Roy; R. Kadikar; H. Pham; B. Xu","Research Institute of Quantitative Economics, Zhejiang Gongshang University, Hangzhou, China; Department of CIS, Universiti Technologi Petronas, Seri Iskandar, Malaysia; InfraCloud Technologies Pvt. Ltd., Pune, India; Department of ISE, State University of New Jersey, Piscataway, NJ, USA; Research Institute of Quantitative Economics, Zhejiang Gongshang University, Hangzhou, China",IEEE Access,"28 Oct 2019","2019","7","","152443","152472","Containerization is revolutionizing the way that many industries operate, provisioning major impact to modern computing technologies because it is extra lightweight, highly portable, energy, resource and storage efficient, cost-effective, performance efficient, and extremely quick during boot up. These often facilitate efficient load balancing, low-level system maintenance, server consolidation (for efficient energy and resource utilization) and replication of instances over geographical locations for better fault tolerance to escalate application reliability. However, some recent literature have addressed various challenges (such as complex networking, persistent storage facilities, cross data centers and multicloud supports, security issues, and lack of available, capable container management APIs, etc.) regarding successful container adoption in industries, which might have resulted in a seemingly meager increase in industrial deployments of containerization over the past few years despite bestowing efficient lightweight virtualization. Moreover, a comprehensive overview of containerizations along with their popularity dynamics has still not been found in contemporary literature, which further extends knowledge gap between developers and available technologies. Hence, current study touches upon different technicalities involved in containerization with potential problems and possible solutions along with various important industrial applications to manifest its existing supports and technical hardships. Finally, we have conducted a comprehensive experimental study to compare the performance of VMs, containers and unikernels in terms of CPU utilization, memory footprints, network bandwidth, execution time and technological maturity using standard benchmarks and observed containers to deliver satisfactory performance in almost all aspects, however, are still not free from issues regarding isolation & security, performance stability, lack of available efficient tools for crossplatform support and persistent storage. Unikernels deliver good performance with VM-like isolation but still need to achieve desired technical maturity (in terms of microprocessor stability, process containment, persistent storage, etc.). VMs, on the other hand, are found to provide stable performance throughout, though bigger memory footprints and slower spin up/down remain their biggest weaknesses.","2169-3536","","10.1109/ACCESS.2019.2945930","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8861307","Virtualization;containerization;management and orchestration;isolation and security","Containers;Virtualization;Security;Cloud computing;Virtual machine monitors;Linux;Tools","","72","","138","CCBY","7 Oct 2019","","","IEEE","IEEE Journals"
"Blockchain Meets Metaverse and Digital Asset Management: A Comprehensive Survey","V. T. Truong; L. Le; D. Niyato","Institut National De La Recherche Scientifique (INRS), University of Québec, Montréal, QC, Canada; Institut National De La Recherche Scientifique (INRS), University of Québec, Montréal, QC, Canada; School of Computer Science and Engineering (SCSE), Nanyang Technological University, Jurong West, Singapore",IEEE Access,"29 Mar 2023","2023","11","","26258","26288","Envisioned to be the next-generation Internet, the metaverse has been attracting enormous attention from both the academia and industry. The metaverse can be viewed as a 3D immersive virtual world, where people use Augmented/Virtual Reality (AR/VR) devices to access and interact with others through digital avatars. While early versions of the metaverse exist in several Massively Multiplayer Online (MMO) games, the full-flesh metaverse is expected to be more complex and enabled by various advanced technologies. Blockchain is one of the crucial technologies that could revolutionize the metaverse to become a decentralized and democratic virtual society with its own economic and governance system. Realizing the importance of blockchain for the metaverse, our goal in this paper is to provide a comprehensive survey that clarifies the role of blockchain in the metaverse including in-depth analysis of digital asset management. To this end, we discuss how blockchain can enable the metaverse from different perspectives, ranging from user applications to virtual services and the blockchain-enabled economic system. Furthermore, we describe how blockchain can shape the metaverse from the system perspective, including various solutions for the decentralized governance system and data management. The potential of blockchain for security and privacy aspects of the metaverse infrastructure is also figured out, while a full flow of blockchain-based digital asset management for the metaverse is investigated. Finally, we discuss a wide range of open challenges of the blockchain-empowered metaverse.","2169-3536","","10.1109/ACCESS.2023.3257029","National Research Foundation (NRF), Singapore, and Infocomm Media Development Authority under the Future Communications Research Development Programme (FCP)(grant numbers:FCP-NTU-RG-2022-010); DSO National Laboratories under the AI Singapore Programme(grant numbers:AISG2-RP-2020-019); Energy Research Test-Bed and Industry Partnership Funding Initiative; Energy Grid (EG) 2.0 programme, and under DesCartes and the Campus for Research Excellence and Technological Enterprise (CREATE) programme; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10068493","Metaverse;blockchain;artificial intelligence;digital asset management;the Internet of Things;digital twin;VR/AR","Metaverse;Blockchains;Asset management;Security;Games;Decentralized applications;Artificial intelligence","","71","","171","CCBYNCND","14 Mar 2023","","","IEEE","IEEE Journals"
"MOERA: Mobility-Agnostic Online Resource Allocation for Edge Computing","L. Wang; L. Jiao; J. Li; J. Gedeon; M. Mühlhäuser","Telecooperation Lab, Technische Universität Darmstadt, Darmstadt, Germany; Department of Computer and Information Science, University of Oregon, Eugene, OR, USA; Department of Computer and Information Science, University of Oregon, Eugene, OR, USA; Telecooperation Lab, Technische Universität Darmstadt, Darmstadt, Germany; Telecooperation Lab, Technische Universität Darmstadt, Darmstadt, Germany",IEEE Transactions on Mobile Computing,"1 Jul 2019","2019","18","8","1843","1856","To better support emerging interactive mobile applications such as those VR-/AR-based, cloud computing is quickly evolving into a new computing paradigm called edge computing. Edge computing has the promise of bringing cloud resources to the network edge to augment the capability of mobile devices in close proximity to the user. One big challenge in edge computing is the efficient allocation and adaptation of edge resources in the presence of high dynamics imposed by user mobility. This paper provides a formal study of this problem. By characterizing a variety of static and dynamic performance measures with a comprehensive cost model, we formulate the online edge resource allocation problem with a mixed nonlinear optimization problem. We propose MOERA, a mobility-agnostic online algorithm based on the “regularization” technique, which can be used to decompose the problem into separate subproblems with regularized objective functions and solve them using convex programming. Through rigorous analysis we are able to prove that MOERA can guarantee a parameterized competitive ratio, without requiring any a priori knowledge on input. We carry out extensive experiments with various real-world data and show that MOERA can achieve an empirical competitive ratio of less than 1.2, reduces the total cost by $4 \times$4× compared to static approaches, and outperforms the online greedy one-shot solution by 70 percent. Moreover, we verify that even being future-agnostic, MOERA can achieve comparable performance to approaches with perfect partial future knowledge. We also discuss practical issues with respect to the implementation of our algorithm in real edge computing systems.","1558-0660","","10.1109/TMC.2018.2867520","Deutsche Forschungsgemeinschaft(grant numbers:392046569); National Natural Science Foundation of China(grant numbers:61761136014); DFG Collaborative Research Center; National Science Foundation(grant numbers:1564348); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8449107","Edge computing;resource allocation;online optimization;competitive analysis","Cloud computing;Resource management;Edge computing;Delays;Mobile computing;Mobile applications;Dynamic scheduling","","71","","45","IEEE","28 Aug 2018","","","IEEE","IEEE Journals"
