"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Container Placement for Resource Utilization in Cyber Physical Cloud Systems","Y. Alahmad; A. Agarwal; M. Zaman; N. Goel","Department of Computer Science and Software Engineering, Concordia University, Montreal, Canada; Department of Electrical and Computer Engineering, Concordia University, Montreal, Canada; Cistel Technology, Ottawa, Canada; Cistech Ltd., Ottawa, Canada",2021 IEEE International Conference on Communications Workshops (ICC Workshops),"9 Jul 2021","2021","","","1","6","Cloud computing is considered a convenient and promising solution to handle the fast and large growth of Cyber Physical Systems (CPSs). Cloud platform can provide networking access to resources such as Virtual Machines and Containers for data storage, communication, processing, and decision making for the services provided by CPSs. Placement of the virtual resources at the cloud platform plays a key role on the quality of the service and utilization of the resources. Data analysis show that many of the requested resources are wasted and not utilized properly due to inappropriate placement of the virtual computing resources. This paper tackles Container placement problem in CPSs from resource requested and utilization perspectives. The present problem is mapped as an optimization Integer Linear Programming (ILP) model. A heuristic approach that uses deep learning Artificial Neural Networks (ANN) is proposed to solve the ILP model. To evaluate the ILP model, we use a large dataset collected from Alibaba group computing cluster. The results of the current study show that a large number of the resources can be saved and utilized using the proposed solution.","2694-2941","978-1-7281-9441-7","10.1109/ICCWorkshops50388.2021.9473688","Mitacs; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9473688","container;placement;cloud computing;cyber physical systems","Deep learning;Cloud computing;Computational modeling;Conferences;Artificial neural networks;Containers;Integer linear programming","","4","","15","IEEE","9 Jul 2021","","","IEEE","IEEE Conferences"
"BigClue: Towards a generic IoT cross-domain data processing platform","D. Huru; C. Leordeanu; E. Apostol; V. Cristea","Faculty of Automatic Control and Computers, University Politehnica of Bucharest, Romania; Faculty of Automatic Control and Computers, University Politehnica of Bucharest, Romania; Faculty of Automatic Control and Computers, University Politehnica of Bucharest, Romania; Faculty of Automatic Control and Computers, University Politehnica of Bucharest, Romania",2018 IEEE 14th International Conference on Intelligent Computer Communication and Processing (ICCP),"1 Nov 2018","2018","","","427","434","Initially IoT systems have been built as isolated solutions for each problem domain. This has implied a lack of standardization and interoperability. The global IoT vision aims to integrate distinct problem domains into a unified network in order to offer enriched context and meaningful correlations. Connecting global platforms with multiple IoT sensor networks will imply increased data processing requirements. In this paper we first present the main technical challenges and non-functional requirements demanded by a cross-domain IoT data processing platform. We then propose a cloud based data processing architecture that integrates a collection of suitable frameworks from existing state of the art work. In the end we validate the proposal with a reference implementation.","","978-1-5386-8445-0","10.1109/ICCP.2018.8516597","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8516597","IoT;data processing;cross-domain platform;big data;cloud computing","Real-time systems;Data processing;Cognition;Computer architecture;Monitoring;Cloud computing;Middleware","","3","","36","IEEE","1 Nov 2018","","","IEEE","IEEE Conferences"
"Intelligent Multi-Domain Edge Orchestration for Highly Distributed Immersive Services: An Immersive Virtual Touring Use Case","T. Z. Benmerar; T. Theodoropoulos; D. Fevereiro; L. Rosa; J. Rodrigues; T. Taleb; P. Barone; K. Tserpes; L. Cordeiro","ICTFICIAL Oy, Finland; Harokopio University of Athens, Greece; OneSource, Portugal; OneSource, Portugal; Cyango, Portugal; University of Oulu, Finland; Hewlett Packard Enterprise, Italy; Harokopio University of Athens, Greece; OneSource, Portugal",2023 IEEE International Conference on Edge Computing and Communications (EDGE),"1 Sep 2023","2023","","","381","392","Edge cloud technologies in tandem with AI-enabled solutions can contribute to overcoming the challenges that pertain the distributed execution of immersive services and contribute towards providing a positive experience for the end-users. Intelligent resource management, orchestration, and prediction systems can optimize the deployment of services, adapt to changing demands, and ensure that the services are running smoothly. This paper introduces a novel architectural paradigm capable of facilitating multi-domain edge orchestration for highly distributed immersive services by incorporating a plethora of AI solutions and technological enablers that can support multi-domain edge deployments. The proposed architecture is designed to operate on the basis of multi-level specification blueprints, which decouple the simple high-level user-intent infrastructure definition from the AI-driven orchestration and the final execution plan. The Application Management Framework (AMF) offers a visual language and tool that can be used as an alternative to a formal method for creating the intent blueprint. In the frame of this work, the latter is validated by an immersive virtual touring use-case scenario.","2767-9918","979-8-3503-0483-1","10.1109/EDGE60047.2023.00061","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10234321","Edge cloud;immersive service;orchestration;cluster;Kubernetes;centralized management;and decentralized management","Visualization;Cloud computing;Computer architecture;Resource management;Artificial intelligence;Edge computing","","3","","44","IEEE","1 Sep 2023","","","IEEE","IEEE Conferences"
"Analysis of CNN Model with Traditional Approach and Cloud AI based Approach","U. Kushwaha; P. Gupta; S. Airen; M. Kuliha","Department of Information Technology, Shri G.S. Institute of Technology and Science, Indore, M.P, India; Department of Information Technology, Shri G.S. Institute of Technology and Science, Indore, M.P, India; Department of Information Technology, Shri G.S. Institute of Technology and Science, Indore, M.P, India; Department of Information Technology, Shri G.S. Institute of Technology and Science, Indore, M.P, India","2022 International Conference on Automation, Computing and Renewable Systems (ICACRS)","7 Feb 2023","2022","","","835","842","A plethora of work has been done in the field of AI, including research and real-time applications; however, cloud computing and its technologies have amended Artificial Intelligence applications; cloud computing has aided a lot in deep learning, which is a subset of AI; with the use of cloud computing, the performance and improvement of data set and model, the time and resource consuming process has become much more facile. Making data sets suitable for model training is a time-consuming operation; hence, a transfer learning idea is proposed for simplification, but it must be concrete to the desired data set. The advancement of cloud AI and the usage of resources such as the GPU made it possible to train and evaluate CNN models in less time. This study compares the performance and feasibility of CPU-based local computers and GPU-based cloud platforms like Google colaboratory in terms of speed, power, and security.","","978-1-6654-6084-2","10.1109/ICACRS55517.2022.10029179","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10029179","Artificial Intelligence (AI);Transfer Learning;Convolution Neural Network (CNN);Data augmentation;Cloud AI","Training;Cloud computing;Renewable energy sources;Computational modeling;Neural networks;Transfer learning;Data models","","3","","15","IEEE","7 Feb 2023","","","IEEE","IEEE Conferences"
"Smart City Concept Using BI/BO Model for the Ticket System in Urban Transport","L. Hasimi; A. Poniszewska-Marańda; T. Krym","Institute of Information Technology, Lodz University of Technology, Lodz, Poland; Institute of Information Technology, Lodz University of Technology, Lodz, Poland; Institute of Information Technology, Lodz University of Technology, Poland, Lodz, Poland","2021 International Conference on Software, Telecommunications and Computer Networks (SoftCOM)","12 Oct 2021","2021","","","1","6","Current ways of paying the fare in public transport systems are slowly getting outdated. They are seen as uneconomical and environmentally unfriendly. There is significant market demand to make them effortless and more convenient for passengers. One of the approaches to solving this problem is Be In/Be Out (BIBO) system that ensures making public transport payment contactless, without the demand of any action from the passenger. This research addresses the approach on making a prototype of the BIBO application working in the environment of the public transport system located in Lodz, Poland. The system is based on wireless connection with the use of the Bluetooth Low Energy modules located on passengers’ mobile devices and beacons installed in public transport vehicles. Entering the vehicle automatically starts a charge of fare from the passenger’s digital wallet while leaving the vehicle stops this process and finishes the transaction.","1847-358X","978-953-290-109-2","10.23919/SoftCOM52868.2021.9559116","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9559116","Beacon technology;Bluetooth Low Energy;mobile ticketing in public transport;Smart City","Wireless communication;Bluetooth;Web services;Smart cities;Prototypes;Hardware;User experience","","3","","15","","12 Oct 2021","","","IEEE","IEEE Conferences"
"How Web Services Can Be Tolerant to Intruders through Diversification","G. Ouffoué; F. Zaïdi; A. R. Cavalli; M. Lallali","LRI, Université Paris-Saclay, Orsav, France; LRI, Université Paris-Saclay, Orsav, France; Montimage, Paris; UMR 6285, Lab-STICC, Brest",2017 IEEE International Conference on Web Services (ICWS),"11 Sep 2017","2017","","","436","443","The efforts and findings of the last decades of research on the formalization and the verification of Web services have given a certain level of assurance on Web services. However new challenges such as high availability and security issues are not fully addressed. In fact, Web services are exposed to attacks that appear continuously. These issues have naturally paved the way to a new research topic that aims at providing new techniques for making Web services attack tolerant. In this paper, we present a state of the art of attack tolerance, especially for Web services. We also present our approach to address such issues through a combination of techniques leveraging in particular diversification. The paper ends with our promising results and a discussion to highlight the perspectives and research direction.","","978-1-5386-0752-7","10.1109/ICWS.2017.50","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8029792","Attack tolerance;Monitoring;Web services;Software diversity;Adaptation;Software Engineering","Computer architecture;Quality of service;Cloud computing;Security;Companies","","3","","30","IEEE","11 Sep 2017","","","IEEE","IEEE Conferences"
"Cloud-based Gait Analysis Using a Single IMU for Parkinson Disease","J. Amin; P. Ruthiraphong","Department of Biomedical Engineering, Faculty of Engineering Mahidol University, Nakhon Pathom, Thailand; Department of Rehabilitation Medicine, Faculty of Medicine Ramathibodi Hospital Mahidol University, Bangkok, Thailand","2021 18th International Conference on Electrical Engineering/Electronics, Computer, Telecommunications and Information Technology (ECTI-CON)","18 Jun 2021","2021","","","1129","1132","Freezing of gait (FOG) is one of the most common disabling symptoms in Parkinson disease (PD), causing a high risk of falling and lost life quality. There is no curative treatment due to a lack of understanding of the pathophysiology. Early detection with a proper customized rehabilitation program can slow the disease’s progression and extend their independent living. Furthermore, the objective and real-time monitoring of gait patterns is also important as it can be used to adjust treatment programs and follow up the clinical progress effectively. However, the assessment nowadays is typically depending on a subjective FOQ questionnaire. This paper proposes a low-cost wearable IMU sensor that integrates cloud computing technology to monitor and assess PD patients’ gait. The device uses a single IMU sensor, which combines a 3-axis gyroscope and a 3-axis accelerometer, to record dynamic acceleration and perform gravity compensation. The preliminary results from 14 patients show that the proposed device can display freezing episodes and variability or decreased acceleration correlated with falling risk. Moreover, the proposed cloud platform can be applied to other telehealth services.","","978-1-6654-0382-5","10.1109/ECTI-CON51831.2021.9454716","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9454716","Gait analysis;freezing of gait;Parkinson disease;IMU sensor;cloud computing;telehealth","Legged locomotion;Cloud computing;Telemedicine;Turning;Real-time systems;Personal digital devices;Wearable devices","","3","","14","IEEE","18 Jun 2021","","","IEEE","IEEE Conferences"
"A Platform-Based Approach to Implementation of Future Smart Distributed Energy Control Systems","S. P. Kovalyov; A. A. Nebera","V. A. Trapeznikov Institute of Control Sciences of Russian Academy of Sciences, Moscow, Russia; JSC RTSoft, Moscow, Russia","2020 2nd International Conference on Control Systems, Mathematical Modeling, Automation and Energy Efficiency (SUMMA)","17 Dec 2020","2020","","","608","613","Smart distributed energy is a combination of advanced power supply and information technologies that enable reliable and efficient management of circuit segments with distributed energy sources, electric energy storage systems, and controlled load. Smooth operation of such segments requires high level of unification and automation for such procedures as information exchange between participants of management cycles, optimal operation planning for equipment included into physical or virtual groups, clearing of financial transactions, etc. In order to meet such requirements with minimal time and labor, it is proposed to compose and operate applied control systems within the framework of a digital platform. The platform architecture is presented based upon reusable functional microservices, viz. small, loosely connected, and easily modifiable components with an open application program interface, that interact in a unified information environment. Applications that automate various business functions of smart distributed energy control are composed from calls to microservices, adapters of interaction with external systems, and graphical user interface. Algorithms are presented as part of the platform's mathematical means, for automatic modeling and analyzing electrical modes, forecasting load/generation and external technical and economic factors, and solving optimization control problems. Procedures for composing and operating digital twins of smart distributed energy objects over the platform's data bases and streams are described.","","978-1-7281-8840-9","10.1109/SUMMA50634.2020.9280709","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9280709","smart distributed energy;digital platform;load and generation forecast;optimal equipment operation planning","Automation;Virtual groups;Predictive models;Control systems;Stability analysis;Planning;Mathematical model","","3","","22","IEEE","17 Dec 2020","","","IEEE","IEEE Conferences"
"Anomalous energy detection for resource-constrained embedded systems using tracing data analysis","A. S. Bushehri; S. Keivanpour; M. Azam; G. Nicolescu","Industrial Engineering, École Polytechnique de Montréal, Montreal, Canada; Industrial Engineering, Ecole Polytechnique de Montréal, Montreal, Canada; CIISE, Concordia University, Montreal, Canada; Computer and Software Engineering, Ecole Polytechnique de Montréal, Montreal, Canada","2021 International Conference on Electrical, Computer and Energy Technologies (ICECET)","11 Feb 2022","2021","","","1","8","Since the multi-sensor embedded systems are spread all over the urban and suburban areas, there should be a real-time performance analysis framework to monitor the energy consumption of sensors and services. To this end, applying artificial intelligence to model the behavior can play a key role in improving operational efficiency and over-consumption detection. Most of the energy over-consumption detection approaches make use of external devices such as smart plugs or designed for smart buildings rather than computing devices. Through this paper, a new architecture is proposed in which we extract real-time execution traces after identifying the suspicious running applications using the dynamic binary instrumentation technique. The output of this step is fed to a data analytic framework to detect any behavioral anomalies such as over-threshold energy consumption. Finally, depending on the decision made by the anomaly detection step, some sensors might be switched to the standby mode in order to meet the essential expectations for other sensors or services. Since we have a resource-constrained embedded system and a real-time decision-making constraint on sensor control, the amount of computation that could be done in real-time varies a lot. Accordingly, the desired performance may dictate how, when, and where the processing operations might occur (on the embedded system or on a remote server). This work is mainly focused on anomaly detection operations using tracing data analysis. The experimental results show that the over-consumption detection model achieves a high level of accuracy metrics for classifying abnormal consumption behavior.","","978-1-6654-4231-2","10.1109/ICECET52533.2021.9698794","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9698794","Anomaly Detection;Dynamic Binary Instrumentation (DBI);Tracing;Power Consumption;Energy Consumption;System Call","Energy consumption;Embedded systems;Data analysis;Smart buildings;Instruments;Computational modeling;Switches;Real-time systems;Sensor systems;Anomaly detection","","3","","41","IEEE","11 Feb 2022","","","IEEE","IEEE Conferences"
"Asynchronous Data Communication Architecture on Real-Time Face Recognition for Hybrid Laboratory System","N. Lestari; T. Purnama; S. Risnanto; B. Fitriadi; A. M. H. Yusuf; A. S. Prihatmanto","Doctoral Program of School of Electrical Engineering and Informatics, Institut Teknologi Bandung, Bandung, Indonesia; Electrical Engineering Department, Faculty of Engineering, Universitas Sangga Buana, Bandung, Indonesia; Faculty of Engineering, Universitas Sangga Buana, Bandung, Indonesia; Universitas Komputer Indonesia, Bandung, Indonesia; School of Electrical Engineering and Informatics, Institut Teknologi Bandung, Bandung, Indonesia; School of Electrical Engineering and Informatics, Institut Teknologi Bandung, Bandung, Indonesia","2023 17th International Conference on Telecommunication Systems, Services, and Applications (TSSA)","25 Dec 2023","2023","","","1","5","The Internet of Things (IoT) and Artificial Intelligence (AI) have reshaped educational technology, increasing the chances of developing more effective and engaging learning environments. This study proposes an architecture for asynchronous data communication with real-time face recognition, a virtual and remote labs confluence. The architecture uses IoT hardware and software to comprise critical components such as IoT cameras, message brokers, FTP servers, and AI processing servers. The aim is to optimize resource usage and maximize response time efficiency. The architecture employs message queuing to manage high volumes of face image data, facilitating immediate verification and rapid access. Our findings demonstrate that the system can achieve face recognition with 91.7% accuracy and an average system communication latency of 2.631 seconds, effectively leveraging asynchronous communication to optimize resource usage and computational efficiency. The research comprehensively measures the data communication metrics and face recognition metrics. It also explains how asynchronous data communication can be strategically deployed in a hybrid lab environment to enhance educational and operational efficacy.","","979-8-3503-0916-4","10.1109/TSSA59948.2023.10366951","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10366951","Asynchronous data communication;real-time face recognition;resource optimization;message queuing;computational efficiency","Measurement;Face recognition;Computer architecture;Learning (artificial intelligence);Real-time systems;Software;Telecommunications","","3","","26","IEEE","25 Dec 2023","","","IEEE","IEEE Conferences"
"Serverless Computing: Architectural Paradigms, Challenges, and Future Directions in Cloud Technology","N. S. Dey; S. P. K. Reddy; L. G","Department of AIDS, B. V. Raju Institute of Technology, Narsapur, TS, India; Department of AIDS, B. V. Raju Institute of Technology, Narsapur, TS, India; Department of AIDS, B. V. Raju Institute of Technology, Narsapur, TS, India","2023 7th International Conference on I-SMAC (IoT in Social, Mobile, Analytics and Cloud) (I-SMAC)","26 Oct 2023","2023","","","406","414","The concept of serverless computing has emerged as a significant paradigm shift in cloud technology, fundamentally transforming the processes involved in application development and deployment. This research paper offers a complete examination of serverless computing, focusing on its architectural principles, identifying the primary issues it poses, and exploring the potential future developments in this fast-progressing domain. The article begins by providing a comprehensive explanation of the basic ideas behind serverless computing. It places particular emphasis on its event-driven nature, scalability, and the paradigm change from infrastructure management to code-centric development. This study examines the architectural paradigms of serverless computing, specifically focusing on Function as a Service (FaaS) and Backend as a Service (BaaS). It does a comparative analysis of these paradigms, considering their respective use cases and benefits. This study not only discusses the existing issues in serverless computing but also presents potential future possibilities in the field. The paper investigates current developments in the field, including the utilization of serverless orchestration, the integration of hybrid cloud systems, and the advancement of tools for serverless development. Moreover, this study explores the possible ramifications of serverless technology on edge computing, Internet of Things (IoT), and machine learning applications. This research paper is a great resource for practitioners, academics, and organizations in the field of cloud technology that are interested in leveraging the advantages of serverless computing. This study amalgamates existing information, discerns areas of research that need further investigation, and provides valuable perspectives on the dynamic development of serverless technology. Consequently, it facilitates a more knowledgeable and inventive approach to the field of cloud computing.","2768-0673","979-8-3503-4148-5","10.1109/I-SMAC58438.2023.10290253","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10290253","Serverless computing;Cloud technology;Architectural paradigms;Challenges;Future directions;FaaS;BaaS","Measurement;Fault tolerance;Scalability;Fault tolerant systems;Serverless computing;Focusing;Organizations","","3","","23","IEEE","26 Oct 2023","","","IEEE","IEEE Conferences"
"Deep Learning Techniques in Mobile Edge Computing for Internet of Medical Things","A. Alawadhi; R. B. Ahmad; A. Almogahed; A. Abrar","Department of Computers and Information Technology, Faculty of Engineering and Computing), Yemen; Faculty of Electronic Engineering and Technology, Universiti Malaysia Perlis, Perlis, Malaysia; Faculty of Computer Science and Information Technology, Universiti Tun Hussein Onn Malaysia, Parit Raja, Johor, Malaysia; InterNetWorks Research Laboratory, School of Computing, Universiti Utara Malaysia, Sintok-Kedah, Malaysia",2023 3rd International Conference on Emerging Smart Technologies and Applications (eSmarTA),"31 Oct 2023","2023","","","1","6","The fast expansion of the Internet of Medical Things (IoMT) has resulted in a ubiquitous home health diagnostic network. High patient demand results in high costs, short latency, and communication overload. As a result, 6G is the next generation of IoT, IoMT, and cellular networks, intending to considerably improve the quality of smart healthcare services through high throughput and decreased latency. So far, adopting cloud computing for time-critical applications and decreasing access delays to resources is difficult. Deep learning has been extensively employed to extract characteristics from complicated networks as artificial intelligence technology has advanced. On the other hand, deep learning models are often run in cloud computing data centres with tremendous processing resources. Conventional cloud computing systems primarily rely on the network, which has significant latency and security and privacy issues. One of the successful solutions is the Mobile Edge Computing (MEC) paradigm, which brings cloud computing services closer to the edge network and uses available resources. Mobile edge computing places computer and storage nodes near mobile devices at the Internet's edge, leading to considerable savings in system operating time, memory cost, and power usage. Deep learning is used in mobile edge computing to forecast changes in demand based on daily patient behaviours. It also prepares the network by scaling up network resources as required. This study aims to discuss IoMT and identfy the problems in deep learning for mobile edge computing technology and its applications.","","979-8-3503-0533-3","10.1109/eSmarTA59349.2023.10293737","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10293737","Deep learning;6G;Internet of Medical Things;Mobile Edge cpomuting","Deep learning;6G mobile communication;Cloud computing;Privacy;Data centers;Multi-access edge computing;Costs","","3","","51","IEEE","31 Oct 2023","","","IEEE","IEEE Conferences"
"Quality Metrics in Software Architecture","S. Silva; A. Tuyishime; T. Santilli; P. Pelliccione; L. Iovino","Gran Sasso Science Institute (GSSI), L'Aquila, Italy; Gran Sasso Science Institute (GSSI), L'Aquila, Italy; Gran Sasso Science Institute (GSSI), L'Aquila, Italy; Gran Sasso Science Institute (GSSI), L'Aquila, Italy; Gran Sasso Science Institute (GSSI), L'Aquila, Italy",2023 IEEE 20th International Conference on Software Architecture (ICSA),"24 Apr 2023","2023","","","58","69","The importance of software architecture is largely recognized also in iterative and agile development settings. However, it is quite complex to provide evidence that an architecture is of good quality and that the architectural decisions are appropriate, correct, or optimal. Architecture evaluation aims at showing and providing confidence that design decisions contribute to fulfilling the stakeholder concerns. Some architecture evaluation methods are scenario-based and aim at balancing many potentially conflicting quality attributes. Other works focus on a specific quality attribute and provide metrics to measure it.In this paper we survey the state of the art in metrics for evaluating quality attributes of architectures. The elicited metrics are organized into a catalog, which associates them with the specific quality attributes they aim to measure. We contribute also an MDE framework that generates web views facilitating the analysis of architectures. In this way, researchers and practitioners can easily retrieve the metrics that are appropriate to their specific needs. The catalog of metrics and quality attributes is released to the research community and open to contributions from experts and practitioners.","","979-8-3503-9749-9","10.1109/ICSA56044.2023.00014","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10092705","Quality Attributes;Quality Metrics;Software Architecture","Measurement;Software architecture;Computer architecture;Service-oriented architecture;Stakeholders;Iterative methods","","3","","58","IEEE","24 Apr 2023","","","IEEE","IEEE Conferences"
"Decentralized Smart Grid System:A Survey On Machine Learning-Based Intrusion Detection Approaches","M. F. Murk; N. Zahid; A. H. Sodhro; B. Zahid","Department of Management Sciences & Technology, The Begum Nusrat Bhutto Women University, Sukkur, Pakistan; Office of Research, Innovation and Commercialization (ORIC), The University of Faisalabad, Faisalabad, Pakistan; Department of Computer Science, National University of Computer and Emerging Sciences, Islamabad, Pakistan; Department of Computer Science, Kristianstad University, Kristianstad",2022 IEEE 96th Vehicular Technology Conference (VTC2022-Fall),"18 Jan 2023","2022","","","1","5","Smart grid is a two-way communication technology power system that sends information between the control server and consumer. It consists of different IoTs connected to a smart meter, creating a network known as the HAN home area network, and collections of these smart meters form a NAN neighbor area network. This data has been transferred to a WAN-wide area network, where the control server will share and analyze the information. The information shared in all layers has been secured in order to maintain this infrastructure. Traditional systems like firewalls’ general cryptographic techniques can detect anomalies for known attacks, but they sometimes fail to provide efficient security for unknown or real-time attacks. There should be a complete framework to detect real-time intruders and attacks. Here, NIDS using machine learning approach has been discussed in this survey report. Most ML techniques are able to detect real-time attacks with less time overhead and higher accuracy. On the basis of accuracy, detection rate, and F1 score, ten different types of datasets were evaluated and analyzed.","2577-2465","978-1-6654-5468-1","10.1109/VTC2022-Fall57202.2022.10012710","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10012710","NIDS;Smart Grids;Smart Meters","Training;Meters;Vehicular and wireless technologies;Machine learning;Real-time systems;Smart meters;Smart grids","","3","","17","IEEE","18 Jan 2023","","","IEEE","IEEE Conferences"
"Detaching the design, development and execution of big data analysis processes: A case study based on energy and behavioral analytics","A. Zafeiropoulos; E. Fotopoulou; A. González-Vidal; A. Skarmeta","Network Softwarization and Internet of Things Group Ubitech, Athens, Greece; Network Softwarization and Internet of Things Group Ubitech, Athens, Greece; Departamento de Ingeniería de la Información y las Comunicaciones, Universidad de Murcia, Murcia, Spain; Departamento de Ingeniería de la Información y las Comunicaciones, Universidad de Murcia, Murcia, Spain",2018 Global Internet of Things Summit (GIoTS),"15 Nov 2018","2018","","","1","6","Numerous tools and approaches are evolving towards the support of data mining and analysis processes, focusing on part or the overall lifecycle of such processes. In parallel, penetration of data analytics tools in the market is continuously increasing, along with their adoption by various stakeholders, including data scientists, decision and policy makers and business analysts. However, given the wide diversity in the needs for realizing an analysis and the level of expertise of the various stakeholders, there is a need for design and implementation of analysis toolkits that can support part or the overall lifecycle of an analysis process, without imposing dependencies on the type of tool or technology to be used. In the current manuscript, an approach for detaching the design, development and execution of big data analysis processes is detailed, focusing on the realization of energy and behavioral analytics, targeted to supporting the increase of energy efficiency in smart buildings through behavioral change of the citizens. The overall architectural approach as well as the set of energy and behavioral analysis processes integrated are detailed.","","978-1-5386-6451-3","10.1109/GIOTS.2018.8534525","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8534525","Data analytics;Open APIs;energy analytics;behavioral analytics;OpenCPU","Big Data;Data analysis;Tools;Entropy;Clustering algorithms;Stakeholders;Energy consumption","","3","","9","IEEE","15 Nov 2018","","","IEEE","IEEE Conferences"
"Auto scaling of containerized ACSs for CPE management","T. -H. Wang; Y. -C. Chen; C. -M. Hsu; K. -S. Hsu; H. -C. Young","Network Management Laboratory, Chunghwa Telecom Laboratories, Taoyuan, Taiwan; Department of Information Management, National Chi Nan University, Puli, Nantou, Taiwan; Network Management Laboratory, Chunghwa Telecom Laboratories, Taoyuan, Taiwan; Network Management Laboratory, Chunghwa Telecom Laboratories, Taoyuan, Taiwan; Network Management Laboratory, Chunghwa Telecom Laboratories, Taoyuan, Taiwan",2016 18th Asia-Pacific Network Operations and Management Symposium (APNOMS),"10 Nov 2016","2016","","","1","4","The increased popularity of over-the-top (OTT) services such as voice calls and text messaging popular has a great impact on the business of traditional telecom operations. It is important for a telecommunications company to maximize resource utilization so as to decrease OPEX/CAPEX (Operating Expense/Capital Expenditure). On the other hand, the deployment of a variety of digital services for broadband Internet access may complicate telecom operations. When more digital appliances, such as set-top boxes and IP cameras, are deployed at home, more configurations are required in both CPEs and POPs. CWMP is a management protocol between CPEs and auto configuration servers (ACSs) for remote management of those home network devices. It simplifies the service activation and configuration, and provides functionalities of diagnostics and monitoring. The scalability of ACS is an important issue as more CPEs and more configurations are needed, especially when a lot of Internet of Things (IoT) are widely adopted. This paper focuses on ACS containerization to deliver services quickly and to scale well. To dynamically control and manage the containerize ACS, we propose a middleware approach to support container management and to improve scalability horizontally based on designated policies.","","978-4-88552-304-5","10.1109/APNOMS.2016.7737232","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7737232","Virtualization;Container;CWMP;TR-069","Containers;Microprogramming;Computer architecture;Servers;Telecommunications;Virtualization;Resource management","","3","","8","","10 Nov 2016","","","IEEE","IEEE Conferences"
"Internet of Things (IoT): Role of Machine Learning in Power Management and Optimization using Regression Analysis","H. Kumar; P. Mamoria; D. K. Dewangan; S. Kumari","Department of Computer Science & Engineering, Chhatrapati Shahu Ji Maharaj University, Kanpur, India; Department of Computer Science & Engineering, Chhatrapati Shahu Ji Maharaj University, Kanpur, India; Department of Computer Science & Engineering, ABV-IIITM, Gwalior, India; Department of Computer Science & Engineering, Rama University, Kanpur, India","2024 IEEE International Conference on Computing, Power and Communication Technologies (IC2PCT)","8 Apr 2024","2024","5","","1319","1326","This article discusses many aspects of internet of thing related to implementation of energy efficient devices in IoT based network. As everyone knows, implementations of smart automation is possible due to energy efficient devices of IoT network at different levels in data transmission. The purpose of this research is to predict the energy efficiency with the help of machine learning model. Therefore, for this we have implement linear regression method which is basically a supervised machine learning technique to predict and analyzed the different factors which affects the power consumption on a particular time in IoT network. In this article we have chosen a linear regression method to predict the cumulative power needed for any IoT device during data transmission. After careful observations we have found that using ML model is more suitable for predicting the total power requirement for any IoT device in the network rather than going for direct calculation. Apart from this ML model selection, power consumption issues in IoT devices while in use has been discussed systematically and the impact of using different ML techniques is also being discussed.","","979-8-3503-8354-6","10.1109/IC2PCT60090.2024.10486680","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10486680","IoT;ML;WSN;AI;UI;RFID;NFC","Performance evaluation;Power demand;Power system management;Linear regression;Predictive models;Energy efficiency;Internet of Things","","3","","22","IEEE","8 Apr 2024","","","IEEE","IEEE Conferences"
