record_id,type_of_reference,doi,authors,title,journal_name,date,publisher,abstract,keywords,issn,year,urls,asreview_prior,exported_notes_1,included,asreview_ranking
24,JOUR,10.1109/ACCESS.2023.3330649,"['Y. Huang', 'X. Zhang', 'Z. Xu']",SatEdge: Platform of Edge Cloud at Satellite and Scheduling Mechanism for Microservice Modules,IEEE Access,06-Nov-23,IEEE,"Edge cloud at satellite (ECS) is a newly developed edge computing (EC) technology that uses EC services offered by satellites to support high reliability and seamless global coverage. Satellites assume the role of computing and storage nodes for edge clouds, while terrestrial control centers function as cloud centers. In this paper, we propose a novel system and software architecture for the ECS to improve the cloud management of satellite networks and increase the flexibility of satellite service provision at the edge. Then, we propose a platform for the ECS based on KubeEdge called SatEdge. SatEdge has many function modules to meet the needs of the satellite-terrestrial network (STN) such as high reliability, high flexibility, and low latency. On this platform, we designed a microservice scheduling algorithm called optimal microservice scheduling with adaptivity and mobility (OMS-AM). OMS-AM can schedule a globally optimal workflow for microservice modules on the satellites to minimize task processing latency, failed task rate, and energy consumption. Compared with our last work, OMS-AM reduces the task processing latency by 14% at most. Additionally, OMS-AM improves the mobility of the current scheduling method put forth in our previous study, which may help lower the task failure rate. Energy usage and the total normalized costs are additional indicators of the efficiency of the microservice architecture.","['Edge cloud at satellite', 'satellite-terrestrial network', 'edge computing', 'microservice scheduling', 'Satellites', 'Microservice architectures', 'Cloud computing', 'Computer architecture', 'Containers', 'Edge computing', 'Task analysis']",2169-3536,,,0,IC8,1,27
31,JOUR,10.1145/3412841.3441888,"['Valera, Hernan Humberto Alvarez', 'Dalmau, Marc', 'Roose, Philippe', 'Larracoechea, Jorge', 'Herzog, Christina']",An energy saving approach: understanding microservices as multidimensional entities in p2p networks,Proceedings of the 36th Annual ACM Symposium on Applied Computing,2021,Association for Computing Machinery,"With the use of microservices, many software solutions have been improved in terms of scalability, response efficiency, ease of load balancing among others. However, it is still a challenge to dynamically deploy them according to devices' heterogeneity and energy consumption concerns, while maintaining a defined QoS. Centralized and decentralized approaches that manage microservices deployment have the traditional pros and cons long discussed over time. While the former offer greater control over distributed application components, the latter offers frugal network negotiations, no system-wide crashes, privacy, among others.This work focuses on identifying ""ideal"" host candidates for microservices' execution in a decentralized network, applying run-time scheduling operations (migration or duplication) to reduce energy consumption. To do this, we created a scheduling algorithm using MAAN (a P2P approach) to interpret a decentralized network as a multidimensional resource (capacity-demand) space, which supports range queries in a logarithmic quantity of hops. In this way, a node that runs a set of microservices is able to 1) map them in terms of their execution requirements (i.e. CPU frequency, RAM capacity, Network rate and disk speed) 2) Select an ideal microservice to be moved or duplicated, 3) find ideal node(s) that meet all those requirements in an optimal computational complexity and 4) negotiate the movement or duplication of the selected microservice, by analyzing energy consumption and QoS criteria.","['cloud computing', 'microservices', 'power consumption', 'energy consumption', 'distributed algorithms', 'P2P']",978-1-4503-8104-8,,['https://doi.org/10.1145/3412841.3441888'],0,IC9,1,28
51,JOUR,10.1109/ACCESS.2024.3462894,"['A. Alzahrani', 'M. Tang']",Energy-Aware Microservice-Based SaaS Deployment in a Cloud Data Center Using Hybrid Particle Swarm Optimization,IEEE Access,18-Sep-24,IEEE,"The deployment of software as a service (SaaS) using a microservice architecture offers several benefits, including scalability, flexibility, and ease of maintenance. One of the most important advantages of the new microservice-based SaaS deployment is that the increase in energy consumption incurred by the deployment of a new microservice-based SaaS can be considered. With the aim of reducing the increase in energy consumption, this paper proposes a new method, namely Hybrid Particle Swarm Optimization (HPSO), to solve the microservice-based SaaS deployment problem. The HPSO incorporates adaptive inertia weight, cognitive, and social parameters to balance the trade-off between exploration and exploitation during the optimization process. Furthermore, the HPSO incorporates a local optimizer to improve the best global solution within the swarm, with a specific emphasis on improving energy efficiency. To evaluate the performance of the HPSO, we have implemented it and compared it with a GA method by experiment. The experimental results have shown that the HPSO can further reduce the increase in energy consumption by 3.68% compared to GA.","['Cloud computing', 'data center', 'deployment', 'energy consumption', 'hybrid particle swarm optimization', 'microservice', 'optimization', 'software as a service', 'Microservice architectures', 'Data centers', 'Software as a service', 'Genetic algorithms', 'Energy consumption', 'Cloud computing', 'Servers', 'Particle swarm optimization']",2169-3536,,,0,IC9,1,29
70,JOUR,10.1007/978-3-030-71906-7_6,"['Pontes F.A.', 'Curry E.']",Cloud-Edge Microservice Architecture for DNN-based Distributed Multimedia Event Processing,Communications in Computer and Information Science,,,"The rise of Big Data, Internet of Multimedia Things (IoMT), and Deep Neural Network (DNN) enabled the growth of DNN-based Computer Vision solutions to Multimedia Event Processing (MEP) applications. When these are applied to a real-world scenario we notice the importance of having a system with a satisfactory speed that can fit in the limited resources of most IoMT devices. However, most solutions for distributed MEP are dependent on a Cloud architecture, which makes these applications migration to the Edge more challenging. As a response to this, we present a microservice architecture for DNN-based distributed MEP over heterogeneous Cloud-Edge environments. We describe our solution that allows for an easier deployment both on the Edge and on the Cloud. We show that choosing the proper tools for an Edge-Friendly solution can lead to 100 times less resource utilisation. Our preliminary investigation shows promising results, with a reduction in energy consumption by 8% with a minor drawback of 15% in throughput in the Edge and a negligible increase in energy consumption on the Cloud. © 2021, Springer Nature Switzerland AG.","['Cloud-Independent', 'Deep Neural Networks', 'Distributed computing', 'Edge-Friendly', 'Multimedia Event Processing', 'Cloud computing', 'Deep neural networks', 'Energy utilization', 'Green computing', 'Network architecture', 'Cloud architectures', 'Distributed multimedia', 'Edge-friendly', 'Event Processing', 'Real-world scenario', 'Reduction in energy consumption', 'Resource utilisation', 'Computer architecture']",,2021,,0,IC7,1,30
29,JOUR,10.1109/ICSA59870.2024.00012,"['Cortellessa V.', 'Di Pompeo D.', 'Tucci M.']",Exploring Sustainable Alternatives for the Deployment of Microservices Architectures in the Cloud,"Proceedings - IEEE 21st International Conference on Software Architecture, ICSA 2024",,,"As organizations increasingly migrate their applications to the cloud, the optimization of microservices architectures becomes imperative for achieving sustainability goals. Nonetheless, sustainable deployments may increase costs and deteriorate performance, thus the identification of optimal trade-offs among these conflicting requirements is a key objective not easy to achieve. This paper introduces a novel approach to support cloud deployment of microservices architectures by targeting optimal combinations of application performance, deployment costs, and power consumption. By leveraging genetic algorithms, specifically NSGA-II, we automate the generation of alternative architectural deployments. The results demonstrate the potential of our approach through a comprehensive assessment of the Train Ticket case study.  © 2024 IEEE.","['model-driven engineering', 'performance', 'refactoring', 'search-based software engineering', 'sustainability', 'Computer architecture', 'Economic and social effects', 'Genetic algorithms', 'Sustainable development', 'Cloud deployments', 'Key objective', 'Model-driven Engineering', 'Optimal combination', 'Optimisations', 'Performance', 'Refactorings', 'Search-based', 'Search-based software engineering', 'Trade off', 'Software engineering']",,2024,,0,IC8,1,31
33,JOUR,10.1145/3418899,"['Brondolin, Rolando', 'Santambrogio, Marco D.']",A Black-box Monitoring Approach to Measure Microservices Runtime Performance,ACM Trans. Archit. Code Optim.,2020-11,,"Microservices changed cloud computing by moving the applications’ complexity from one monolithic executable to thousands of network interactions between small components. Given the increasing deployment sizes, the architectural exploitation challenges, and the impact on data-centers’ power consumption, we need to efficiently track this complexity. Within this article, we propose a black-box monitoring approach to track microservices at scale, focusing on architectural metrics, power consumption, application performance, and network performance. The proposed approach is transparent w.r.t. the monitored applications, generates less overhead w.r.t. black-box approaches available in the state-of-the-art, and provides fine-grain accurate metrics.","['cloud computing', 'docker', 'kubernetes', 'Microservices', 'network performance monitoring', 'performance monitoring', 'power attribution']",1544-3566,,['https://doi.org/10.1145/3418899'],0,IC8,1,32
52,JOUR,10.1109/WETICE49692.2020.00026,"['H. H. A. Valera', 'M. Dalmau', 'P. Roose', 'J. Larracoechea', 'C. Herzog']",DRACeo: A smart simulator to deploy energy saving methods in microservices based networks,2020 IEEE 29th International Conference on Enabling Technologies: Infrastructure for Collaborative Enterprises (WETICE),01-Feb-21,IEEE,"Nowadays, many researchers work to identify microservices-based application deployments and scheduling solutions to save energy without decreasing functional QoS. In this work, we present DRACeo: A simulator that allows facing this challenge in a simple and efficient way, enabling its users to focus uniquely on microservices deployment/scheduling algorithms and its hardware/software repercussions (load vs. energy consumption) without worrying about low-level network configurations or operating system issues. DRACeo is able to deploy and schedule (move, duplicate, start/stop) microservices and their dependencies on various devices with software and hardware heterogeneity (CPU, bandwidth, RAM, Battery, etc.), taking into account various scheduling heuristics algorithms: centralized vs non-centralized. To do this, DRACeo allows deploying custom network topologies based on client-server schemes or p2p distributions, where devices can (dis)appear, turn on/off obeying random circumstances or user strategies. Finally, the simulator performs relevant operations such as QoS definition, resource monitoring, calculation of energy saved and consumption tracking (at device and network level). We tested some ideas based on our previous work “Kaligreen” to demonstrate the effectiveness of DRACeo.","['microservices', 'middleware', 'energy', 'consumption', 'CPU', 'network', 'hard disk', 'prototype', 'simulator', 'Performance evaluation', 'Schedules', 'Software algorithms', 'Random access memory', 'Quality of service', 'Software', 'Scheduling']",2641-8169,,,0,IC8,1,33
53,JOUR,10.1109/IE54923.2022.9826775,"['H. Humberto Alvarez Valera', 'M. Dalmau', 'P. Roose', 'J. Larracoechea', 'C. Herzog']",PISCO: A smart simulator to deploy energy saving methods in microservices based networks,2022 18th International Conference on Intelligent Environments (IE),15-Jul-22,IEEE,"Nowadays, many researchers work to identify microservices-based application deployments and scheduling solutions to save energy without decreasing functional QoS. In this work, we present PISCO: A simulator that allows facing this challenge in a simple and efficient way, enabling its users to focus uniquely on microservices deployment/scheduling algorithms and its hardware/software repercussions (load vs. energy consumption) without worrying about low-level network configurations or operating system issues. PISCO is able to deploy and schedule (move, duplicate, start/stop) microservices and their dependencies on various devices with software and hardware heterogeneity (CPU, bandwidth, RAM, Battery, etc.), taking into account various scheduling heuristics algorithms: centralized vs non-centralized. To do this, PISCO allows deploying custom network topologies based on client-server schemes or p2p distributions, where devices can (dis)appear, turn on/off obeying random circumstances or user strategies.Finally, the simulator performs relevant operations such as QoS definition, resource monitoring, calculation of energy saved and consumption tracking (at device and network level). We tested some ideas based on our previous work “Kaligreen” to demonstrate the effectiveness of PISCO.","['microservices', 'middleware', 'energy', 'consumption', 'CPU', 'network', 'hard disk', 'prototype', 'simulator', 'Performance evaluation', 'Schedules', 'Network topology', 'Operating systems', 'Software algorithms', 'Microservice architectures', 'Random access memory']",2472-7571,,,0,IC8,1,34
28,JOUR,10.1145/3565010.3569065,"['Tootaghaj, Diman Zad', 'Mercian, Anu', 'Adarsh, Vivek', 'Sharifian, Mehrnaz', 'Sharma, Puneet']",SmartNICs at edge for transient compute elasticity,Proceedings of the 3rd International Workshop on Distributed Machine Learning,2022,Association for Computing Machinery,"This paper proposes a new architecture that strategically harvests the untapped compute capacity of the SmartNICs to offload transient microservices workload spikes, thereby reducing the SLA violations while providing better performance/energy consumption. This is particularly important for ML workloads at Edge deployments with stringent SLA requirements. Usage of the untapped compute capacity is more favorable than deploying extra servers, as SmartNICs are economically and operationally more desirable. We propose Spike-Offload, a low-cost and scalable platform that leverages machine learning to predict the spikes and orchestrates seamless offloading of generic microservices workloads to the SmartNICs, eliminating the need for pre-deploying expensive host servers and their under-utilization. Our SpikeOffload evaluation shows that SLA violations can be reduced by up to 20% for specific workloads. Furthermore, we demonstrate that for specific workloads our approach can potentially reduce capital expenditure (CAPEX) by more than 40%. Also, performance per unit energy consumption can be improved by upto 2X.","['edge', 'serverless computing', 'application offload', 'SmartNIC']",978-1-4503-9922-7,,['https://doi.org/10.1145/3565010.3569065'],0,IC9,1,35
71,JOUR,10.1109/TNSM.2021.3126822,"['Z. Xiang', 'M. Höweler', 'D. You', 'M. Reisslein', 'F. H. P. Fitzek']",X-MAN: A Non-Intrusive Power Manager for Energy-Adaptive Cloud-Native Network Functions,IEEE Transactions on Network and Service Management,10-Nov-21,IEEE,"Emerging microservices demand flexible low-latency processing of network functions in virtualized environments, e.g., as containerized network functions (CNFs). While ensuring highly responsive low-latency CNF processing, the computing environments should conserve energy to reduce costs. In this systems integration study, we develop and evaluate the novel XDP-Monitoring Energy-Adaptive Network Functions (X-MAN) framework for managing the CPU operational states (P-states) so as to reduce the power consumption while prioritizing low-latency service. Architecturally, X-MAN consists of lightweight traffic monitors that are attached to the virtual network interfaces in the kernel space for per-CNF traffic monitoring and a power manager in user space with a global view of the CNFs on a CPU core. Algorithmically, X-MAN monitors the CPU core utilization via hybrid simple and weighted moving average prediction fed by the traffic monitors and a power management based on step-based CPU core frequency (P-state) adjustments. We evaluate X-MAN through extensive measurements in a real physical testbed operating at up to 10 Gbps. We find that X-MAN incurs significantly shorter and more consistent monitoring latencies for the CPU utilization than a state-of-the-art CPU hardware counter approach. Also, X-MAN achieves more responsive CPU core frequency adjustments and more pronounced reductions of the CPU power consumption than a state-of-the-art code instrumentation approach. We make the X-MAN source code publicly available.","['Containerized network function (CNF)', 'CPU P-state', 'express data path (XDP)', 'load monitoring', 'microservice', 'network testbed', 'power management', 'Monitoring', 'Power system management', 'Codes', 'Central Processing Unit', 'Hardware', 'Instruments', 'Kernel']",1932-4537,,,0,IC9,1,36
97,JOUR,10.1109/INFOCOMWKSHPS61880.2024.10620732,"['J. Gómez-DelaHiz', 'A. Fakhreddine', 'J. M. Murillo', 'J. Galán-Jiménez']",Joint Optimization of Throughput and Energy Consumption in Microservices-Based UAV Networks,IEEE INFOCOM 2024 - IEEE Conference on Computer Communications Workshops (INFOCOM WKSHPS),13-Aug-24,IEEE,"The application of Unmanned Aerial Vehicle (UAV) networks to the coverage problem in rural and low-income areas is actively studied nowadays by the research community. A UAV-based network infrastructure is different from traditional cellular networks relying on Base Stations. By mounting small cells on top of UAVs, coverage can be enhanced in regions where network operators avoid to invest due to the low Return on Investment. In case there is a requirement for an enhanced throughput in a rural area (e.g., users requesting IoT applications with strict QoS requriements), a potential solution is to place several UAV s over the same area, thus maximizing the offered throughput. However, this situation would lead to an increase in the energy consumption. To tackle this problem, this paper proposes an optimal solution to the problem of jointly maximizing the offered throughput in rural scenarios where users request microservice-based IoT applications, while minimizing the energy consumption of the swarm of UAV s. A Mixed Integer Linear Programming (MILP)-based formulation is defined and evaluated over realistic scenarios. Experimental results demonstrate how the solution is able to perform UAV placement in a way to maximize the offered throughput in the highest number of areas, while minimizing the total number of deployed UAVs.","['UAV', 'Throughput', 'Optimization', 'MILP', 'Rural areas', 'Energy consumption', 'Costs', 'Microservice architectures', 'Quality of service', 'Throughput', 'Autonomous aerial vehicles', 'Mixed integer linear programming']",2833-0587,,,0,IC7,1,37
78,JOUR,10.1016/j.comnet.2025.111158,"['Calagna A.', 'Ravera S.', 'Chiasserini C.F.']",Enabling efficient collection and usage of network performance metrics at the edge,Computer Networks,,,"Microservices (MSs)-based architectures have become the de facto standard for designing and implementing edge computing applications. In particular, by leveraging Network Performance Metrics (NPMs) coming from the Radio Access Network (RAN) and sharing context-related information, AI-driven MSs have demonstrated to be highly effective in optimizing RAN performance. In this context, this work addresses the critical challenge of ensuring efficient data sharing and consistency by proposing a holistic platform that regulates the collection and usage of NPMs. We first introduce two reference platform architectures and detail their implementation using popular, off-the-shelf database solutions. Then, to evaluate and compare such architectures and their implementation, we develop PACE, a highly configurable, scalable, MS-based emulation framework of producers and consumers of NPMs, capable of realistically reproducing a broad range of interaction patterns and load dynamics. Using PACE on our cloud computing testbed, we conduct a thorough characterization of various NPM platform architectures and implementations under a spectrum of realistic edge traffic scenarios, from loosely coupled control loops to latency- and mission- critical use cases. Our results reveal fundamental trade-offs in stability, availability, scalability, resource usage, and energy footprint, demonstrating how PACE effectively enables the identification of suitable platform solutions depending on the reference edge scenario and the required levels of reliability and data consistency. © 2025 The Authors","['Data availability', 'Data consistency', 'Edge computing', 'Microservices', 'Cloud platforms', 'Radio access networks', 'Computing applications', 'Data availability', 'Data consistency', 'De facto standard', 'Edge computing', 'Microservice', 'Network performance metrics', 'Performance', 'Platform architecture', 'Radio access networks', 'Cloud computing architecture']",,2025,,0,IC9,1,38
76,JOUR,10.1016/j.iot.2024.101463,"['García-Gil S.', 'Ramos-Ramos D.', 'Berrocal J.', 'Murillo J.M.', 'Galán-Jiménez J.']",Microservices migration: A pathway to improved energy efficiency in UAV networks,Internet of Things (The Netherlands),,,"The access to Internet and digital services play a key role in all aspects of development, from the economic to the socio-cultural dimensions, yet a substantial part of the world's population is deprived of this source of opportunities. Rural regions, characterized by having low population densities, suffer this lack of provision the most. On top of that, the remoteness and complicated orography of rural localities render traditional network infrastructure close to useless. To ensure that these localities benefit from access to digital services and to the Internet, we envision the use of swarms of Unmanned Aerial Vehicles (UAVs). Through computing enabled UAVs, the deployment of IoT applications decomposed into microservices that have an impact in the main socio-economic activities becomes a possibility. However, UAVs consume a lot of battery power, which complicates the feasibility of their use in real-world environments. To overcome this limitation, in this paper the energy optimal deployment and migration of microservices is studied, resulting in an Mix Integer Linear Programming (MILP) problem formulation. As a result, an optimal battery drain aware deployer and migrator of microservices in UAV-based networks is proposed. Our method has proved effective during the simulation, perfectly balancing the work load between UAVs, thus balancing also battery drain and maximizing fly time. © 2024 Elsevier B.V.","['Energy efficiency', 'IoT', 'Microservices migration', 'UAV']",,2025,,0,IC8,1,39
99,JOUR,10.23919/WMNC56391.2022.9954292,"['J. Galán-Jiménez', 'A. G. Vegas', 'J. Berrocal']",Energy-efficient deployment of IoT applications in remote rural areas using UAV networks,2022 14th IFIP Wireless and Mobile Networking Conference (WMNC),25-Nov-22,IEEE,"The Internet penetration rates are increasing every year, reaching more than 80% in developed countries. However, there are at least two billion people living in rural and low-income areas experiencing a complete lack of Internet connectivity, which prevents the deployment of key services such as remote health-care, emergency services, remote learning, or personal communications. In order to bring services closer to people living in rural areas, this paper exploits the capabilities of Unmanned Aerial Vehicles (UAVs) to propose an UAV-based network architecture and an energy-efficient algorithm to deploy IoT applications that can improve the quality of life of rural population. In particular, IoT applications are decomposed into microservices, which are deployed into a subset of UAVs to overcome the limitations of running the whole IoT application at a single UAV, which could result in worse outcomes due to their battery and computation limitations. Simulation results over a realistic scenario show the effectiveness of the proposed solution, evaluating the percentage of IoT requests that are served to users in the area under evaluation and reducing the energy consumption required by UAVs when handling such requests.","['Energy efficiency', 'UAV', 'IoT', 'microservices', 'digital divide', 'Wireless communication', 'Energy consumption', 'Simulation', 'Sociology', 'Microservice architectures', 'Network architecture', 'Autonomous aerial vehicles']",2473-3644,,,0,IC9,1,40
75,JOUR,10.1007/s10922-024-09825-9,"['Ramos-Ramos D.', 'González-Vegas A.', 'Berrocal J.', 'Galán-Jiménez J.']",Energy-Aware Microservice-Based Application Deployment in UAV-Based Networks for Rural Scenarios,Journal of Network and Systems Management,,,"Yearly, the rates of Internet penetration are on the rise, surpassing 80% in developed nations. Despite this progress, over two billion individuals in rural and low-income regions face a complete absence of Internet access. This lack of connectivity hinders the implementation of vital services like remote healthcare, emergency assistance, distance learning, and personal communications. To bridge this gap and bring essential services to rural populations, this paper leverages Unmanned Aerial Vehicles (UAVs). The proposal introduces a UAV-based network architecture and an energy-efficient algorithm to deploy Internet of Things (IoT) applications. These applications are broken down into microservices, strategically distributed among a subset of UAVs. This approach addresses the limitations associated with running an entire IoT application on a single UAV, which could lead to suboptimal outcomes due to battery and computational constraints. Simulation results conducted in a realistic scenario underscore the effectiveness of the proposed solution. The evaluation includes assessing the percentage of IoT requests successfully served to users in the designated area and reducing the energy consumption required by UAVs during the handling of such requests. © The Author(s) 2024.","['Digital divide', 'Energy efficiency', 'IoT', 'Microservices', 'UAV', 'Antennas', 'Distance education', 'Energy utilization', 'Internet of things', 'Network architecture', 'Power management (telecommunication)', 'Rural areas', 'Unmanned aerial vehicles (UAV)', 'Aerial vehicle', 'Application deployment', 'Digital divide', 'Distance-learning', 'Energy aware', 'Essential services', 'Internet access', 'Low incomes', 'Microservice', 'Unmanned aerial vehicle', 'Energy efficiency']",,2024,,0,IC9,1,41
61,JOUR,10.1109/ACCESS.2024.3486983,"['W. Villegas-Ch', 'R. Gutierrez', 'I. Sánchez-Salazar', 'A. Mera-Navarrete']",Adaptive Security Framework for the Internet of Things: Improving Threat Detection and Energy Optimization in Distributed Environments,IEEE Access,28-Oct-24,IEEE,"The increasing use of Internet of Things (IoT) devices in critical sectors has increased exposure to security threats, making protecting these systems a priority challenge. Based on static configurations, traditional security approaches have proven ineffective in the face of the dynamic nature of emerging threats, as they cannot adapt in real time to changes in the environment or new attack vectors. This work proposes an adaptive security framework for Internet of Things (IoT) systems capable of autonomously detecting, mitigating, and adapting to various threats, improving precision and response times, and optimizing energy consumption. The framework was implemented in a distributed Internet of Things environment, using adaptive architectures based on the Robot Operating System (ROS) and microservices orchestration with Kubernetes. The results showed a significant improvement in response time, with a reduction of 44%, reaching an average of 250 milliseconds, compared to 450 milliseconds for static approaches. Furthermore, a 92% precision in threat detection was achieved, reducing false positives to 4% and false negatives to 6%. Power consumption was controlled, reaching a maximum of 160 milliamp-hours after facing multiple threats, confirming the system’s efficiency in resource-limited environments. These results demonstrate that the proposed adaptive framework is a robust and efficient solution for security in Internet of Things environments, overcoming the limitations of traditional approaches and ensuring adequate protection without compromising energy efficiency.","['Adaptive security framework', 'Internet of Things', 'threat detection', 'energy efficiency in Internet of Things', 'Security', 'Internet of Things', 'Adaptive systems', 'Real-time systems', 'Time factors', 'Threat assessment', 'Energy consumption', 'Energy efficiency', 'Sensors', 'Logic gates']",2169-3536,,,0,IC8,1,42
64,JOUR,10.1007/978-3-031-07472-1_6,"['Vitali, Monica']",Towards Greener Applications: Enabling Sustainable-aware Cloud Native Applications Design,"Advanced Information Systems Engineering: 34th International Conference, CAiSE 2022, Leuven, Belgium, June 6–10, 2022, Proceedings",2022,Springer-Verlag,"Data centers energy demand is increasing. While a great deal of effort has been made to reduce the amount of CO2 generated by large cloud providers, too little has been done from the application perspective. We claim that application developers can impact the environmental footprint by enhancing the application design with additional features. Following the proposed Sustainable Application Design Process (SADP), the application design is enriched with information that can be leveraged by cloud providers to manage application execution in an energy-aware manner. This exploratory work aims to emphasize the awareness on the sustainability of applications by proposing a methodology for its evaluation. To this end, we first suggest possible actions to enrich the application design towards sustainability, and finally describe how this additional information can be leveraged in the application workflow. We discuss the feasibility of our methodology by referring to existing tools and technologies capable of supporting the design features proposed in a production environment.","['Cloud-native', 'Energy-efficiency', 'Sustainability-awareness', 'Sustainable applications', 'Workflow design']",978-3-031-07471-4,,['https://doi.org/10.1007/978-3-031-07472-1_6'],0,IC7,1,43
66,JOUR,10.1109/IC2E59103.2023.00011,"['M. Vitali', 'P. Schmiedmayer', 'V. Bootz']",Enriching Cloud-native Applications with Sustainability Features,2023 IEEE International Conference on Cloud Engineering (IC2E),06-Nov-23,IEEE,"Due to the ever-growing demand for computational resources, the environmental impact of data centers is continuously increasing. Recently, a great effort has been made to mitigate this impact, while the demand for computational resources has continued to grow. Current mitigation strategies focus on the infrastructure perspective, while the application perspective has been neglected. This paper aims to engage application designers and developers on the path to greener application design. Following the Sustainable Application Design Process (SADP) methodology, we introduce a Sustainable Application Design Architecture (SADA) for enriching cloud-native application components with sustainability features that can be exploited to adapt the application workflow to the environmental context. The architecture enables synergies from design to deployment between all stakeholders involved in the application management. The paper focuses on enriching the application with sustainability features in the design and development phases. We also present and discuss a prototype that can translate design-level sustainability features into development features.","['cloud-native applications', 'green IS', 'application design', 'adaptive workflow', 'microservices', 'Green products', 'Prototypes', 'Microservice architectures', 'Computer architecture', 'Quality of service', 'Energy efficiency', 'Stakeholders']",2694-0825,,,0,IC7,1,44
55,JOUR,10.1109/ACCESS.2023.3340195,"['I. Fé', 'T. A. Nguyen', 'A. B. Soares', 'S. Son', 'E. Choi', 'D. Min', 'J. -W. Lee', 'F. A. Silva']",Model-Driven Dependability and Power Consumption Quantification of Kubernetes-Based Cloud-Fog Continuum,IEEE Access,07-Dec-23,IEEE,"System dependability is pivotal for the reliable execution of designated computing functions. With the emergence of cloud-fog computing and microservices architectures, new challenges and opportunities arise in evaluating system dependability. Enhancing dependability in microservices often involves component replication, potentially increasing energy costs. Thus, discerning optimal redundancy strategies and understanding their energy implications is crucial for both cost efficiency and ecological sustainability. This paper presents a model-driven approach to evaluate the dependability and energy consumption of cloud-fog systems, utilizing Kubernetes, a container application orchestration platform. The developed model considers various determinants affecting system dependability, including hardware and software reliability, resource accessibility, and support personnel availability. Empirical studies validate the model’s effectiveness, demonstrating a 22.33% increase in system availability with only a 1.33% rise in energy consumption. Moreover, this methodology provides a structured framework for understanding cloud-fog system dependability, serves as a reference for comparing dependability across different systems, and aids in resource allocation optimization. This research significantly contributes to the efforts to enhance cloud-fog system dependability.","['Cloud-fog continuum', 'dependability', 'Kubernetes', 'stochastic modeling', 'Modeling', 'Stochastic processes', 'Power demand', 'Energy consumption', 'Edge computing', 'Cloud computing']",2169-3536,,,0,IC8,1,45
68,JOUR,10.1109/MASCOTS.2018.00030,"['J. von Kistowski', 'S. Eismann', 'N. Schmitt', 'A. Bauer', 'J. Grohmann', 'S. Kounev']","TeaStore: A Micro-Service Reference Application for Benchmarking, Modeling and Resource Management Research","2018 IEEE 26th International Symposium on Modeling, Analysis, and Simulation of Computer and Telecommunication Systems (MASCOTS)",08-Nov-18,IEEE,"Modern distributed applications offer complex performance behavior and many degrees of freedom regarding deployment and configuration. Researchers employ various methods of analysis, modeling, and management that leverage these degrees of freedom to predict or improve non-functional properties of the software under consideration. In order to demonstrate and evaluate their applicability in the real world, methods resulting from such research areas require test and reference applications that offer a range of different behaviors, as well as the necessary degrees of freedom. Existing production software is often inaccessible for researchers or closed off to instrumentation. Existing testing and benchmarking frameworks, on the other hand, are either designed for specific testing scenarios, or they do not offer the necessary degrees of freedom. Further, most test applications are difficult to deploy and run, or are outdated. In this paper, we introduce the TeaStore, a state-of-the-art micro-service-based test and reference application. TeaStore offers services with different performance characteristics and many degrees of freedom regarding deployment and configuration to be used as a benchmarking framework for researchers. The TeaStore allows evaluating performance modeling and resource management techniques; it also offers instrumented variants to enable extensive run-time analysis. We demonstrate TeaStore's use in three contexts: performance modeling, cloud resource management, and energy efficiency analysis. Our experiments show that TeaStore can be used for evaluating novel approaches in these contexts and also motivates further research in the areas of performance modeling and resource management.","['Microservice', 'Benchmarking', 'Performance', 'Power', 'Energy Efficiency', 'Models', 'Auto Scaler', 'Container', 'Cloud', 'Benchmark testing', 'Software', 'Analytical models', 'Resource management', 'Predictive models', 'Instruments']",2375-0227,,,0,IC8,1,46
47,JOUR,10.1109/ISCA59077.2024.00040,"['J. Stojkovic', 'P. A. Misra', 'Í. Goiri', 'S. Whitlock', 'E. Choukse', 'M. Das', 'C. Bansal', 'J. Lee', 'Z. Sun', 'H. Qiu', 'R. Zimmermann', 'S. Samal', 'B. Warrier', 'A. Raniwala', 'R. Bianchini']",SmartOClock: Workload- and Risk-Aware Overclocking in the Cloud,2024 ACM/IEEE 51st Annual International Symposium on Computer Architecture (ISCA),01-Aug-24,IEEE,"Operating server components beyond their voltage and power design limit (i.e., overclocking) enables improving performance and lowering cost for cloud workloads. However, overclocking can significantly degrade component lifetime, increase power draw, and cause power capping events, eventually diminishing the performance benefits. In this paper, we characterize the impact of overclocking on cloud workloads by studying their profiles from production deployments. Based on the characterization insights, we propose SmartOClock, the first distributed overclocking management platform specifically designed for cloud environments. SmartOClock is a workload-aware scheme that relies on power predictions to heterogeneously distribute the power budgets across its servers based on their needs and then enforce budget compliance locally, per-server, in a decentralized manner. SmartOClock reduces the tail latency by 9%, application cost by 30% and total energy consumption by 10% for latencysensitive microservices on a 36-server deployment. Simulation analysis using production traces show that SmartOClock reduces the number of power capping events by up to 95% while increasing the overclocking success rate by up to 62%. We also describe lessons from building a first-of-its-kind overclockable cluster in Microsoft Azure for production experiments.","['Energy consumption', 'Costs', 'Buildings', 'Microservice architectures', 'Production', 'Tail', 'Computer architecture']",,,,0,IC8,1,47
