DOI,record_id,Author,Title,Publication Title,ISBN,ISSN,Url,Date,Series,Series Number,Series Text,Series Title,Publisher,Place,Abstract,ISBNs,Funding Information,PDF Link,Author Keywords,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Issue Date,Meeting Date,Author full names,Author(s) ID,Year,Source title,Art. No.,Page start,Page end,Page count,Cited by,Link,Publication Stage,Open Access,Source,EID,Keywords,asreview_prior,exported_notes_1,asreview_ranking
10.1016/j.future.2022.03.027,2903,Das A.; Chakraborty S.; Chakraborty S.,Where do all my smart home data go? Context-aware data generation and forwarding for edge-based microservices over shared IoT infrastructure,,,,,,,,,,,,"With the explosion of the Internet of Things (IoT) devices, the advent of the edge computing paradigm, and the rise of intelligent applications for smart infrastructure surveillance, in-network data management is gaining a lot of research attention these days. The challenge lies in accommodating multiple application microservices with varying Quality of Service (QoS) requirements to share the sensing infrastructure for better resource utilization. In this work, we propose a novel data collection framework, CaDGen (Context-aware Data Generation) for such a shared IoT infrastructure that enables integrated data filtration and forwarding towards minimizing the resource consumption footprint for the IoT infrastructure. The proposed filtration mechanism utilizes the contextual information associated with the running application for determining the relevance of the data. Whereas the proposed forwarding policy aims to satisfy the diverse QoS requirements for the running applications by selecting the suitable next-hop forwarder based on the microservices distribution across different edge devices. A thorough performance evaluation of CaDGen through a testbed implementation as well as a simulation study for diverse setups reveals promising results concerning network resource utilization, scalability, energy conservation, and distribution of computation for optimal service provisioning. It is observed that the CaDGen can achieve nearly 35% reduction in the generated data for a moderately dynamic scenario without compromising on the data quality. © 2022 Elsevier B.V.",,,,Context-aware; Data collection; Edge computing; Microservice; Sensing,,,,,,,,"Das, Anirban (57214490495); Chakraborty, Sandip (54396851400); Chakraborty, Suchetana (46661882600)",57214490495; 54396851400; 46661882600,2022,Future Generation Computer Systems,,204,218,14,9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129245821&doi=10.1016%2fj.future.2022.03.027&partnerID=40&md5=40757b1c56aa2b1db7cb1e5d8175d878,Final,,Scopus,2-s2.0-85129245821,Automation; Data acquisition; Edge computing; Information management; Network security; Petroleum reservoir evaluation; Quality of service; Context-Aware; Data collection; Data generation; Data-forwarding; Edge computing; Microservice; Quality-of-service; Running applications; Service requirements; Smart homes; Internet of things,0,IC4,53
10.1016/j.iot.2024.101463,2494,García-Gil S.; Ramos-Ramos D.; Berrocal J.; Murillo J.M.; Galán-Jiménez J.,Microservices migration: A pathway to improved energy efficiency in UAV networks,,,,,,,,,,,,"The access to Internet and digital services play a key role in all aspects of development, from the economic to the socio-cultural dimensions, yet a substantial part of the world's population is deprived of this source of opportunities. Rural regions, characterized by having low population densities, suffer this lack of provision the most. On top of that, the remoteness and complicated orography of rural localities render traditional network infrastructure close to useless. To ensure that these localities benefit from access to digital services and to the Internet, we envision the use of swarms of Unmanned Aerial Vehicles (UAVs). Through computing enabled UAVs, the deployment of IoT applications decomposed into microservices that have an impact in the main socio-economic activities becomes a possibility. However, UAVs consume a lot of battery power, which complicates the feasibility of their use in real-world environments. To overcome this limitation, in this paper the energy optimal deployment and migration of microservices is studied, resulting in an Mix Integer Linear Programming (MILP) problem formulation. As a result, an optimal battery drain aware deployer and migrator of microservices in UAV-based networks is proposed. Our method has proved effective during the simulation, perfectly balancing the work load between UAVs, thus balancing also battery drain and maximizing fly time. © 2024 Elsevier B.V.",,,,Energy efficiency; IoT; Microservices migration; UAV,,,,,,,,"García-Gil, Santiago (58915641800); Ramos-Ramos, Diego (59246875200); Berrocal, Javier (32667521200); Murillo, Juan Manuel (8687210000); Galán-Jiménez, Jaime (35112903800)",58915641800; 59246875200; 32667521200; 8687210000; 35112903800,2025,Internet of Things (The Netherlands),101463,,,,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214268619&doi=10.1016%2fj.iot.2024.101463&partnerID=40&md5=107bbb09a175161e54cf7f77128e30f3,Final,,Scopus,2-s2.0-85214268619,,0,IC4,13
10.1016/j.iot.2025.101515,2489,Fereira R.J.; Ranaweera C.; Lee K.; Schneider J.-G.,Energy efficient resource management for real-time IoT applications,,,,,,,,,,,,"The Internet of Things (IoT) has a large and rapidly expanding number of deployed devices, which leads to a significant global energy consumption footprint. Diverse IoT use cases, including smart cities, smart grids, Industry 5.0, eHealth, and autonomous vehicles, are contributing to this increase in energy consumption. Optimising energy utilisation is crucial to sustaining the exponential growth of IoT applications, which demand stringent delays and latencies measured in milliseconds and microseconds. There are additional complexities with the emergence of edge, fog, and cloud computing and the need to manage the energy consumption at all the layers. In this paper, mechanisms that can be used to minimise energy consumption within an edge–fog–cloud IoT architecture for real-time IoT applications are being proposed. We investigate mechanisms for optimal node selection, primarily focusing on minimising energy usage while adhering to the Quality of Service (QoS) requirements of various IoT requests. The mechanisms include genetic, modified genetic, and delay-aware algorithms tailored explicitly for real-time IoT applications. We evaluated the proposed mechanisms using a simulation of diverse network scenarios. The results presented in the paper provide insight into balancing processing time and energy efficiency, which are critical considerations in sustainably developing IoT applications in an edge–fog–cloud IoT architecture. © 2025 The Author(s)",,,,Convergence; Edge computing; Fog computing; IoT; Node selection; Resource allocation,,,,,,,,"Fereira, Rolden John (58174507100); Ranaweera, Chathurika (54788352500); Lee, Kevin (35762723800); Schneider, Jean-Guy (7404423027)",58174507100; 54788352500; 35762723800; 7404423027,2025,Internet of Things (The Netherlands),101515,,,,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216975149&doi=10.1016%2fj.iot.2025.101515&partnerID=40&md5=414bee764528de04dbd1e5fc2160d04a,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85216975149,,0,EC3,1663
10.1016/j.jnca.2019.102441,3137,Yu Y.; Yang J.; Guo C.; Zheng H.; He J.,Joint optimization of service request routing and instance placement in the microservice system,,,,,,,,,,,,"Microservice architecture is a promising architectural style. It decomposes monolithic software into a set of loosely coupled containerized microservices and associates them into multiple microservice chains to serve service requests. The new architecture creates flexibility for service provisioning but also introduces increased energy consumption and low service performance. Efficient resource allocation is critical. Unfortunately, existing solutions are designed at a coarse level for virtual machine (VM)-based clouds and not optimized for such chain-oriented service provisioning. In this paper, we study the resource allocation optimization problem for service request routing and microservice instance placement, so as to jointly reduce both resource usage and chains’ end-to-end response time for saving energy and guaranteeing Quality of Service (QoS). We design detailed workload models for microservices and chains and formulate the optimization problem as a bi-criteria optimization problem. To address it, a three-stage scheme is proposed to search and optimize the trade-off decisions, route service requests into instances and deploy instances to servers in a balanced manner. Through numerical evaluations, we show that while assuring the same QoS, our scheme performs significantly better than and faster than benchmarking algorithms on reducing energy consumption and balancing load. © 2019",,,,Bi-criteria optimization; Energy consumption; Load balance; Microservice; Microservice chain; QoS,,,,,,,,"Yu, Yinbo (57197519687); Yang, Jianfeng (57190583661); Guo, Chengcheng (7402497011); Zheng, Hong (55286539700); He, Jiancheng (57211061228)",57197519687; 57190583661; 7402497011; 55286539700; 57211061228,2019,Journal of Network and Computer Applications,102441,,,,37,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072519087&doi=10.1016%2fj.jnca.2019.102441&partnerID=40&md5=12d28f55304bc761583ba7edea990eb5,Final,,Scopus,2-s2.0-85072519087,Balancing; Economic and social effects; Energy utilization; Optimization; Resource allocation; Benchmarking algorithm; Bicriteria optimization; Efficient resource allocation; End-to-end response time; Load balance; Microservice; Reducing energy consumption; Resource allocation optimization; Quality of service,0,IC4,21
10.1016/j.jnca.2024.104037,2497,Rajagopal S.M.; M. S.; Buyya R.,Leveraging blockchain and federated learning in Edge-Fog-Cloud computing environments for intelligent decision-making with ECG data in IoT,,,,,,,,,,,,"Blockchain technology combined with Federated Learning (FL) offers a promising solution for enhancing privacy, security, and efficiency in medical IoT applications across edge, fog, and cloud computing environments. This approach enables multiple medical IoT devices at the network edge to collaboratively train a global machine learning model without sharing raw data, addressing privacy concerns associated with centralized data storage. This paper presents a blockchain and FL-based Smart Decision Making framework for ECG data in microservice-based IoT medical applications. Leveraging edge/fog computing for real-time critical applications, the framework implements a FL model across edge, fog, and cloud layers. Evaluation criteria including energy consumption, latency, execution time, cost, and network usage show that edge-based deployment outperforms fog and cloud, with significant advantages in energy consumption (0.1% vs. Fog, 0.9% vs. Cloud), network usage (1.1% vs. Fog, 31% vs. Cloud), cost (3% vs. Fog, 20% vs. Cloud), execution time (16% vs. Fog, 28% vs. Cloud), and latency (1% vs. Fog, 79% vs. Cloud). © 2024",,,,Blockchain; Edge computing; Federated learning; Fog computing; Internet of Things,,,,,,,,"Rajagopal, Shinu M. (58199758200); M., Supriya (57191565393); Buyya, Rajkumar (57194845546)",58199758200; 57191565393; 57194845546,2025,Journal of Network and Computer Applications,104037,,,,2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207594082&doi=10.1016%2fj.jnca.2024.104037&partnerID=40&md5=b7521e9ce67967c3b534d3a91d452635,Final,,Scopus,2-s2.0-85207594082,Fog computing; Block-chain; Cloud computing environments; ECG data; Edge computing; Energy-consumption; Intelligent decision-making; Machine learning models; Network edges; Network usage; Privacy concerns; Federated learning,0,IC4,108
10.1016/j.jss.2024.112183,2517,Meijer W.; Trubiani C.; Aleti A.,Experimental evaluation of architectural software performance design patterns in microservices,,,,,,,,,,,,"Microservice architectures and design patterns enhance the development of large-scale applications by promoting flexibility. Industrial practitioners perceive the importance of applying architectural patterns but they struggle to quantify their impact on system quality requirements. Our research aims to quantify the effect of design patterns on system performance metrics, e.g., service latency and resource utilization, even more so when the patterns operate in real-world environments subject to heterogeneous workloads. We built a cloud infrastructure to host a well-established benchmark system that represents our test bed, complemented by the implementation of three design patterns: Gateway Aggregation, Gateway Offloading, Pipe and Filters. Real performance measurements are collected and compared with model-based predictions that we derived as part of our previous research, thus further consolidating the actual impact of these patterns. Our results demonstrate that, despite the difficulty to parameterize our benchmark system, model-based predictions are in line with real experimentation, since the performance behaviors of patterns, e.g., bottleneck switches, are mostly preserved. In summary, this is the first work that experimentally demonstrates the performance behavior of microservices-based architectural patterns. Results highlight the complexity of evaluating the performance of design patterns and emphasize the need for complementing theoretical models with empirical data. © 2024 The Authors",,,,Design patterns; Microservice architectures; Performance evaluation,,,,,,,,"Meijer, Willem (59305161600); Trubiani, Catia (24781277400); Aleti, Aldeida (35092219900)",59305161600; 24781277400; 35092219900,2024,Journal of Systems and Software,112183,,,,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202513844&doi=10.1016%2fj.jss.2024.112183&partnerID=40&md5=8b1f6581c9edf2d495918d11ac6527da,Final,,Scopus,2-s2.0-85202513844,Application programs; Architectural design; Software design; Testbeds; Architectural pattern; Benchmark system; Design Patterns; Experimental evaluation; Microservice architecture; Model-based prediction; Performance; Performances design; Performances evaluation; Software performance; Gateways (computer networks),0,EC3 but maybe useful,94
10.1016/j.procs.2018.10.172,3121,Lvarez-Valera H.H.; Roose P.; Dalmau M.; Herzog C.; Respicio K.,Kali green: A distributed scheduler for energy saving,,,,,,,,,,,,"A commonplace issue with portable technology is battery efficiency. While many industries are trying their best to improve battery life without sacrificing a products quality and efficiency, we believe that further can be done to improve battery consumption on ones mobile devicefrom tablets to smartphones to laptops to everything else. Many applications on these devices are based on a microservice architecture. In this article, we introduce a new algorithm KaliGreen that can maneuver the microservices within a network of devices in order to maximize the run-time of a microservice-based application; moreover, KaliGreen allows a 54% increase in the average run-time of an application by shifting microservices from 6 devices (as example) with low battery or inefficient processing ratios to devices in better conditions. To achieve this, KaliGreen utilizes KaliMucho middleware, which is able manipulate microservices in run-time. This algorithm provides a plausible solution to maximizing energy consumption within a network of devices. © 2018 The Authors. Published by Elsevier Ltd.",,,,Distributed applicatioggns; Green Computing; Microservices; Smartphones,,,,,,,,"Lvarez-Valera, Hernn H. (57205026453); Roose, Philippe (55843683500); Dalmau, Marc (6701309994); Herzog, Christina (55520060500); Respicio, Kyle (57205022716)",57205026453; 55843683500; 6701309994; 55520060500; 57205022716,2018,Procedia Computer Science,,223,230,7,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058349351&doi=10.1016%2fj.procs.2018.10.172&partnerID=40&md5=762a84024c90ed200594143af3fc90ed,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85058349351,Electric batteries; Energy conservation; Energy utilization; mHealth; Middleware; Smartphones; Battery consumption; Battery efficiencies; Battery life; Distributed applicatioggns; Distributed schedulers; Microservices; Portable technologies; Products quality; Green computing,1,,6
10.1016/j.suscom.2025.101088,2521,Laso S.; Rodríguez P.; Herrera J.L.; Berrocal J.; Murillo J.M.,Energy consumption and workload prediction for edge nodes in the Computing Continuum,,,,,,,,,,,,"The Computing Continuum paradigm provides developers with a distributed infrastructure for deploying applications through the network, improving performance and energy consumption. However, to maintain applications’ efficiency, their deployment in the Computing Continuum has to be continuously adapted to the varying load of different nodes of the network. In practice, existing support frameworks allow developers to automatically identify how to deploy applications based on the infrastructure status. However, as the application takes time to be deployed, the chosen deployment is outdated once it is applied through the network, as workloads change over time. To address this practical engineering challenge and plan deployments that foresee changes in energy consumption and workload, predictive solutions are needed. To fulfill this need, this work presents the Microservice Energy consumption and Workload Forecaster (MEWF), a prediction system that leverages artificial intelligence techniques to precisely predict CPU usage and energy consumption in varying circumstances. Our practical evaluation over multiple real microservices shows that MEWF improves prediction precision by up to 55% w.r.t. state-of-the-art benchmarks, enabling efficient resource management and demonstrating significant value for real-world deployments. © 2025",,,,Artificial Intelligence; Computing Continuum; Energy consumption; Microservices; Workload prediction,,,,,,,,"Laso, Sergio (57215899094); Rodríguez, Pablo (59510541000); Herrera, Juan Luis (57215896262); Berrocal, Javier (32667521200); Murillo, Juan M. (8687210000)",57215899094; 59510541000; 57215896262; 32667521200; 8687210000,2025,Sustainable Computing: Informatics and Systems,101088,,,,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216566548&doi=10.1016%2fj.suscom.2025.101088&partnerID=40&md5=4e078c054bd4918f2fd8a7d05c018de2,Final,,Scopus,2-s2.0-85216566548,Change-over time; Computing continuum; Distributed infrastructure; Edge nodes; Energy consumption prediction; Energy-consumption; Improving performance; Microservice; Varying load; Workload predictions,0,IC4,18
10.1049/icp.2023.0723,1614,S. Chen; J. Morris; Z. Lu; G. Heilscher,Concept and implementation of a grid simulation framework utilizing containerized IEC 61850 compatible IED,27th International Conference on Electricity Distribution (CIRED 2023),,,,29-Sep-23,,,,,IET,,"In this contribution, an approach for the virtualization of DER (Decentralized Energy Resources) communication using the container technology is proposed, and the setup of a quasi-dynamic SIL (Software/Controller-in-the-loop) simulation environment for the distribution grid simulation with high DER penetration is demonstrated. At the information and communication level, the standard IEC 61850 is utilized to model the data structure and logic of field communication units, represent measurements collected from PV (Photovoltaics) inverters, and control options for active power curtailment. This concept considers the scalability of DERs and allows for a repeatable, adaptable, and expandable engineering process.As the core element of the proposed concept, two Python modules containing necessary logic and data interfaces are implemented as microservices based on existing open-source Python libraries. In the real-time SIL environment, virtualized Controllable Local Systems (CLS) run as Intelligent Electronic Devices (IED), which contain a simplified IEC 61850 data model structure and interact with the distribution grid management using the IEC 61850 communication protocol. PV generation profiles are constructed using actual field data, representing real-time measurements from PV inverters. Control commands on the PV feed-in power are transmitted to the PV containers by the same IEC 61850 communication connections. In the proposed framework, one SIL simulation with a demo network model, 100 PV containers, and 200 households represented by load profiles has been carried out successfully, proving this concept's feasibility.",978-1-83953-855-1,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10267227,,,,,,,,,,,,,,,,,,,,,,,,,,766
10.1088/1742-6596/1544/1/012020,3042,Wu L.; Xia H.,Particle Swarm Optimization Algorithm for Container Deployment,,,,,,,,,,,,"In recent years, with the development of cloud computing, virtualization technology has received widespread attention. As a new representative of virtualization technology, containers have been widely used in software development, operation and maintenance, testing and other aspects, such as microservices and Docker Cloud. In cloud data centers, containers have gradually replaced virtual machines (VMs) as a new carrier for cloud tasks. However, with the increasing number of cloud products, the scale of tasks requested by users in cloud data centers continues to expand. The economic cost of tasks in the process of containerized deployment has become a concern of various cloud service vendors. The container deployment cost usually includes the data exchange cost, the image pull cost and the server energy cost. In order to solve the containerized deployment of application tasks in the container cloud environment with the lowest possible container deployment cost, this paper proposes a new cost calculation model in a container cloud environment, and then presents an improved particles swarm algorithm, namely a particle swarm optimization (PSO) algorithm for container deployment (CD-PSO) to provide the best solution for application task loading. Experimental results show that the proposed algorithm has a lower deployment cost than other scheduling algorithms. © 2019 Published under licence by IOP Publishing Ltd.",,,,,,,,,,,,"Wu, Libin (57217128692); Xia, Hongbin (56242491600)",57217128692; 56242491600,2020,Journal of Physics: Conference Series,12020,,,,4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086374003&doi=10.1088%2f1742-6596%2f1544%2f1%2f012020&partnerID=40&md5=e03972d471de2a63506c7e594870b3cb,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85086374003,Cloud computing; Containers; Electronic data interchange; Intelligent computing; Scheduling algorithms; Signal processing; Software design; Software testing; Virtualization; Application tasks; Cloud data centers; Cloud environments; Cost calculation; Deployment costs; Operation and maintenance; Particle swarm optimization algorithm; Virtualization technologies; Particle swarm optimization (PSO),0,EC3,2168
10.1109/ACCESS.2018.2825295,1973,A. E. Khaled; A. Helal; W. Lindquist; C. Lee,IoT-DDL–Device Description Language for the “T” in IoT,IEEE Access,,2169-3536,,10-Apr-18,,,,,IEEE,,"We argue that the success of the Internet of Things (IoT) vision will greatly depend on how its main ingredient-the “thing”-is architected and prepared to engage. The IoT's fragmented and widevarying nature introduces the need for additional effort to homogenize these things so they may blend together with the surrounding space to create opportunities for powerful and unprecedented IoT applications. We introduce the IoT Device Description Language (IoT-DDL), a machineand human-readable descriptive language for things, seeking to achieve such integration and homogenization. IoT-DDL explicitly tools things to self-discover and securely share their own capabilities, entities, and services, including the various cloudbased accessories that may be attached to them. We also present the Atlas thing architecture-a lightweight architecture for things that fully exploits IoT-DDL and its specifications. Our architecture provides new OS layers, services, and capabilities we believe a thing must have in order to be prepared to engage in IoT scenarios and applications. The architecture and IoT-DDL enable things to generate their offered services and self-formulate APIs for such services, on the fly, at power-on or whenever a thing description changes. The architecture takes advantage of widely used device management, micro-services, security, and communication standards and protocols. We present details of IoT-DDL and corresponding parts of the thing architecture. We demonstrate some features of IoT-DDL and the architecture through proof-of-concept implementations. Finally, we present a benchmarking study to measure and assess time performance and energy consumption characteristics of our architecture and IoT-DDL on real hardware platforms.",,Philips; Basic Science Research Program through the National Research Foundation of Korea; Ministry of Science; ICT(grant numbers:2017R1A2B4010395);,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8334820,Internet of Things architecture;thing description;microservices;OMA;IPSO;CoAP;MQTT,,29,,52,OAPA,,,,,,,,,,,,,,,,,Computer architecture;Cloud computing;Internet of Things;Tools;Ecosystems;Metadata,,,294
10.1109/ACCESS.2019.2945930,1878,J. Watada; A. Roy; R. Kadikar; H. Pham; B. Xu,"Emerging Trends, Techniques and Open Issues of Containerization: A Review",IEEE Access,,2169-3536,,07-Oct-19,,,,,IEEE,,"Containerization is revolutionizing the way that many industries operate, provisioning major impact to modern computing technologies because it is extra lightweight, highly portable, energy, resource and storage efficient, cost-effective, performance efficient, and extremely quick during boot up. These often facilitate efficient load balancing, low-level system maintenance, server consolidation (for efficient energy and resource utilization) and replication of instances over geographical locations for better fault tolerance to escalate application reliability. However, some recent literature have addressed various challenges (such as complex networking, persistent storage facilities, cross data centers and multicloud supports, security issues, and lack of available, capable container management APIs, etc.) regarding successful container adoption in industries, which might have resulted in a seemingly meager increase in industrial deployments of containerization over the past few years despite bestowing efficient lightweight virtualization. Moreover, a comprehensive overview of containerizations along with their popularity dynamics has still not been found in contemporary literature, which further extends knowledge gap between developers and available technologies. Hence, current study touches upon different technicalities involved in containerization with potential problems and possible solutions along with various important industrial applications to manifest its existing supports and technical hardships. Finally, we have conducted a comprehensive experimental study to compare the performance of VMs, containers and unikernels in terms of CPU utilization, memory footprints, network bandwidth, execution time and technological maturity using standard benchmarks and observed containers to deliver satisfactory performance in almost all aspects, however, are still not free from issues regarding isolation & security, performance stability, lack of available efficient tools for crossplatform support and persistent storage. Unikernels deliver good performance with VM-like isolation but still need to achieve desired technical maturity (in terms of microprocessor stability, process containment, persistent storage, etc.). VMs, on the other hand, are found to provide stable performance throughout, though bigger memory footprints and slower spin up/down remain their biggest weaknesses.",,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8861307,Virtualization;containerization;management and orchestration;isolation and security,,72,,138,CCBY,,,,,,,,,,,,,,,,,Containers;Virtualization;Security;Cloud computing;Virtual machine monitors;Linux;Tools,0,EC3,2258
10.1109/ACCESS.2019.2957793,2029,C. Varadharajan; D. A. Agarwal; W. Brown; M. Burrus; R. W. H. Carroll; D. S. Christianson; B. Dafflon; D. Dwivedi; B. J. Enquist; B. Faybishenko; A. Henderson; M. Henderson; V. C. Hendrix; S. S. Hubbard; Z. Kakalia; A. Newman; B. Potter; H. Steltzer; R. Versteeg; K. H. Williams; C. Wilmer; Y. Wu,"Challenges in Building an End-to-End System for Acquisition, Management, and Integration of Diverse Data From Sensor Networks in Watersheds: Lessons From a Mountainous Community Observatory in East River, Colorado",IEEE Access,,2169-3536,,05-Dec-19,,,,,IEEE,,"The U.S. Department of Energy's Watershed Function Scientific Focus Area (SFA), centered in the East River, Colorado, generates diverse datasets including hydrological, geological, geochemical, geophysical, ecological, microbiological and remote sensing data. The project has deployed extensive field infrastructure involving hundreds of sensors that measure highly diverse phenomena (e.g. stream and groundwater hydrology, water quality, soil moisture, weather) across the watershed. Data from the sensor network are telemetered and automatically ingested into a queryable database. The data are subsequently quality checked, integrated with the United States Geological Survey's stream monitoring network using a custom data integration broker, and published to a portal with interactive visualizations. The resulting data products are used in a variety of scientific modeling and analytical efforts. This paper describes the SFA's end-to-end infrastructure and services that support the generation of integrated datasets from a watershed sensor network. The development and maintenance of this infrastructure, presents a suite of challenges from practical field logistics to complex data processing, which are addressed through various solutions. In particular, the SFA adopts a holistic view for data collection, assessment and integration, which dramatically improves the products generated, and enables a co-design approach wherein data collection is informed by model results and vice-versa.",,"U.S. Department of Energy(grant numbers:DE-AC02-05CH11231); WatershedFunction Scientific Focus Area funded by the U.S. Department of Energy, Office of Science, Office of Biological, and Environmental Research(grant numbers:DE-AC02-05CH11231); National Energy Research Scientific Computing Center (NERSC), U.S. Department of Energy Office of Science User Facility operated(grant numbers:DE-AC02-05CH11231); Environmental Systems Science Data Infrastructure for a Virtual Ecosystem (ESS-DIVE) data repository operated(grant numbers:DE-AC02-05CH11231); Subsurface Insights for development of some of the core abilities used here(grant numbers:DE-SC0009732,DE-SC0018447); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8924700,Sensor systems and applications;sensors;geoscience;water resources;watershed;data management;data integration;data processing;co-design,,21,,58,CCBY,,,,,,,,,,,,,,,,,Rivers;Data models;Monitoring;Temperature measurement;Data collection;Snow;Biology,,,383
10.1109/ACCESS.2021.3060457,3032,Jamil F.; Iqbal N.; Imran; Ahmad S.; Kim D.,Peer-to-Peer Energy Trading Mechanism Based on Blockchain and Machine Learning for Sustainable Electrical Power Supply in Smart Grid,,,,,,,,,,,,"It is expected that peer to peer energy trading will constitute a significant share of research in upcoming generation power systems due to the rising demand of energy in smart microgrids. However, the on-demand use of energy is considered a big challenge to achieve the optimal cost for households. This paper proposes a blockchain-based predictive energy trading platform to provide real-time support, day-ahead controlling, and generation scheduling of distributed energy resources. The proposed blockchain-based platform consists of two modules; blockchain-based energy trading and smart contract enabled predictive analytics modules. The blockchain module allows peers with real-time energy consumption monitoring, easy energy trading control, reward model, and unchangeable energy trading transaction logs. The smart contract enabled predictive analytics module aims to build a prediction model based on historical energy consumption data to predict short-term energy consumption. This paper uses real energy consumption data acquired from the Jeju province energy department, the Republic of Korea. This study aims to achieve optimal power flow and energy crowdsourcing, supporting energy trading among the consumer and prosumer. Energy trading is based on day-ahead, real-time control, and scheduling of distributed energy resources to meet the smart grid's load demand. Moreover, we use data mining techniques to perform time-series analysis to extract and analyze underlying patterns from the historical energy consumption data. The time-series analysis supports energy management to devise better future decisions to plan and manage energy resources effectively. To evaluate the proposed predictive model's performance, we have used several statistical measures, such as mean square error and root mean square error on various machine learning models, namely recurrent neural networks and alike. Moreover, we also evaluate the blockchain platform's effectiveness through hyperledger calliper in terms of latency, throughput, and resource utilization. Based on the experimental results, the proposed model is effectively used for energy crowdsourcing between the prosumer and consumer to attain service quality.  © 2013 IEEE.",,,,blockchain; energy prediction; Energy trading; machine learning; predictive analysis,,,,,,,,"Jamil, Faisal (57205302075); Iqbal, Naeem (16319179300); Imran (57211507182); Ahmad, Shabir (57209916504); Kim, Dohyeun (44361167000)",57205302075; 16319179300; 57211507182; 57209916504; 44361167000,2021,IEEE Access,9358144,39193,39217,24,178,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101538996&doi=10.1109%2fACCESS.2021.3060457&partnerID=40&md5=c2f51f131fc5a2dec766b0731e4857d1,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85101538996,Blockchain; Crowdsourcing; Data mining; Electric load flow; Electric power transmission networks; Energy resources; Energy utilization; Fintech; Harmonic analysis; Learning systems; Mean square error; Microgrids; Peer to peer networks; Power markets; Predictive analytics; Real time control; Recurrent neural networks; Scheduling; Time series analysis; Distributed Energy Resources; Electrical power supply; Energy consumption datum; Generation scheduling; Machine learning models; Resource utilizations; Root mean square errors; Statistical measures; Smart power grids,0,EC3,1657
10.1109/ACCESS.2021.3075973,2017,E. Ahvar; S. Ahvar; Z. Á. Mann; N. Crespi; R. Glitho; J. Garcia-Alfaro,DECA: A Dynamic Energy Cost and Carbon Emission-Efficient Application Placement Method for Edge Clouds,IEEE Access,,2169-3536,,27-Apr-21,,,,,IEEE,,"As an increasing amount of data processing is done at the network edge, high energy costs and carbon emission of Edge Clouds (ECs) are becoming significant challenges. The placement of application components (e.g., in the form of containerized microservices) on ECs has an important effect on the energy consumption of ECs, impacting both energy costs and carbon emissions. Due to the geographic distribution of ECs, there is a variety of resources, energy prices and carbon emission rates to consider, which makes optimizing the placement of applications for cost and carbon efficiency even more challenging than in centralized clouds. This paper presents a Dynamic Energy cost and Carbon emission-efficient Application placement method (DECA) for ECs. DECA addresses both the initial placement of applications on ECs and the re-optimization of the placement using migrations. DECA considers geographically varying energy prices and carbon emission rates as well as optimizing the usage of both network and computing resources at the same time. By combining a prediction-based A* algorithm with a Fuzzy Sets technique, DECA makes intelligent decisions to optimize energy cost and carbon emissions. Simulation results show the ability of DECA in providing a tradeoff and optimizing energy cost and carbon emission at the same time.",,European Union’s Horizon 2020 Research and Innovation Programme (FogProtect)(grant numbers:871525);,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9416667,Edge cloud;energy consumption;energy costs;green computing;carbon emission;application placement,,22,,54,CCBY,,,,,,,,,,,,,,,,,Carbon dioxide;Energy consumption;Internet of Things;Cloud computing;Optimization;Resource management;Time factors,0,IC4,62
