"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Reducing the Mission Time of Drone Applications through Location-Aware Edge Computing","T. Kasidakis; G. Polychronis; M. Koutsoubelias; S. Lalis","University of Thessaly, Volos, Greece; University of Thessaly, Volos, Greece; University of Thessaly, Volos, Greece; University of Thessaly, Volos, Greece",2021 IEEE 5th International Conference on Fog and Edge Computing (ICFEC),"21 Jun 2021","2021","","","45","52","In data-driven applications, which go beyond simple data collection, drones may need to process sensor measurements at certain locations, during the mission. However, the onboard computing platforms typically have strong resource limitations, which may lead to significant delays and long mission times. To address this problem, we explore the potential of offloading heavyweight computations from the drone to nearby edge computing infrastructure. We discuss a concrete implementation for a service-oriented application software stack, which takes offloading decisions based on the expected service invocation time and the locations of the servers expected to be available in the mission area. We evaluate our implementation using an experimental setup that combines a hardware-in-the-loop and software-in-the-loop configuration. Our results show that the proposed approach can reduce the total mission time significantly, by up to 48% vs local-only processing, and by 10% vs more naive opportunistic offloading, depending on the mission scenario.","","978-1-6654-0291-0","10.1109/ICFEC51620.2021.00014","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9458891","Drones;edge computing;service-oriented computing;computation offloading;location-aware computing","Runtime;Conferences;Data collection;Delays;Servers;Resource management;Application software","","7","","22","IEEE","21 Jun 2021","","","IEEE","IEEE Conferences"
"State-of-the-art of cloud solutions based on ECG sensors","M. Gusev; A. Guseva","Ss. Cyril and Methodius University, Skopje, Macedonia; Innovation Dooel, Skopje, Macedonia",IEEE EUROCON 2017 -17th International Conference on Smart Technologies,"17 Aug 2017","2017","","","501","506","In this paper, we overview current products available on the market, patents, and state-of-the-art of research for cloud solutions based on wearable ECG biosensors. Building a medical cloud that uses such sensors motivates us for a 24h healthcare monitoring service. Furthermore, we identify several challenges, which have to be solved to enable a complete solution for a generic medical cloud capable of communication with medical institutions and caregivers. The analyzed ICT challenges include reception of streaming data from sensors, preprocessing of streams and their storage, automated analysis of received data, monitoring of specific ECG-related data, etc. The analyzed patents can be categorized as methods for 1) measuring ECG, 2) communicating with the main module, 3) managing heart condition and 4) for cardio-physiological mathematical modeling. Only methods for signal communication and management of heart condition based on wearable patched ECG sensors are analyzed in this paper for their application as a cloud-based heart monitoring system.","","978-1-5090-3843-5","10.1109/EUROCON.2017.8011162","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8011162","IoT;cloud computing;mobile healthcare;ECG biosensors;cloudlet;dew computing;fog computing","Electrocardiography;Monitoring;Cloud computing;Wireless sensor networks;Biosensors;Mobile communication","","7","1","42","IEEE","17 Aug 2017","","","IEEE","IEEE Conferences"
"Transportation Mode Detection Using Crowdsourced Smartphone Data","P. Nirmal; I. Disanayaka; D. Haputhanthri; A. Wijayasiri","University of Moratuwa, Sri Lanka; University of Moratuwa, Sri Lanka; University of Moratuwa, Sri Lanka; University of Moratuwa, Sri Lanka",2021 28th Conference of Open Innovations Association (FRUCT),"11 Feb 2021","2021","","","341","349","Smartphones have gained immense popularity among people and they incorporate several sophisticated capabilities like sensors that broaden the domain of usability. Consequently, smartphone-based crowdsourcing methods show importance as an efficient data acquisition strategy. GPS receiver and sensors like accelerometer and gyroscope can be used to gather data which helps identify the travel mode of the smartphone user. Numerous research projects have been conducted regarding the area of concern and this study uses GPS and Accelerometer data collected from smartphones using crowdsourced methods to develop a robust public transport mode detection approach using machine learning algorithms.","2305-7254","978-9-5269-2444-1","10.23919/FRUCT50888.2021.9347625","World Bank; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9347625","","Accelerometers;Transportation;Feature extraction;Sensors;Mobile applications;Smart phones;Global Positioning System","","7","","13","","11 Feb 2021","","","IEEE","IEEE Conferences"
"Dynamic network (re-)configuration across time, scope, and structure","R. Bless; B. Bloessl; M. Hollick; M. Corici; H. Karl; D. Krummacker; D. Lindenschmitt; H. D. Schotten; L. Wimmer","Institute of Telematics, Karlsruhe Institute of Technology; Secure Mobile Networking Lab, TU, Darmstadt; Secure Mobile Networking Lab, TU, Darmstadt; Fraunhofer FOKUS, TU, Berlin; Hasso-Plattner-Institute, University of Potsdam; German Research Center for Artificial Intelligence (DFKI GmbH); University of Kaiserslautern; German Research Center for Artificial Intelligence (DFKI GmbH); IHP—Leibniz Institute for High Performance Microelectronics",2022 Joint European Conference on Networks and Communications & 6G Summit (EuCNC/6G Summit),"8 Jul 2022","2022","","","547","552","Today’s wired and wireless networks offer data transportation and service delivery over a wide range of locations, devices types, and usage scenarios. While they do adapt to changing situations, they are, at their core, essentially still static. In this paper, we attempt to collect challenges and opportunities to substantially broaden the adaptation options for networks with respect to both data transport and service delivery. We discuss options ranging from device technology to network architectures.","2575-4912","978-1-6654-9871-5","10.1109/EuCNC/6GSummit54941.2022.9815813","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9815813","","6G mobile communication;Wireless networks;Transportation;Network architecture;Distance measurement","","7","","13","IEEE","8 Jul 2022","","","IEEE","IEEE Conferences"
"HyperPlane: A Scalable Low-Latency Notification Accelerator for Software Data Planes","A. Mirhosseini; H. Golestani; T. F. Wenisch",University of Michigan; University of Michigan; University of Michigan,2020 53rd Annual IEEE/ACM International Symposium on Microarchitecture (MICRO),"11 Nov 2020","2020","","","852","867","I/O software stacks have evolved rapidly due to the growing speed of I/O devices-including network adapters, storage devices, and accelerators-and the emergence of microservice-based programming models. Datacenters rely on fast, efficient Software Data Planes (SDPs), which orchestrate data transfer between applications and I/O devices. Modern data planes are user-level software stacks, wherein cores spin-poll a large number of queues to avoid the attendant overheads of kernel-based I/O. Cores often poll empty queues before finding work in non-empty ones. Interrogating empty queues hurts peak throughput, tail latency, and energy efficiency as it often entails fruitless cache misses. In this work, we propose HyperPlane, an efficient accelerator for the notification mechanism of SDPs. The key features of HyperPlane are (1) avoiding iteration over empty I/O queues, unlike software-only designs, resulting in queue scalability, (2) halting execution when I/O queues are idle, leading to work proportionality and energy efficiency, and (3) efficiently sharing queues across cores to enjoy strong theoretical properties of scale-up queuing. HyperPlane is realized through a hardware subsystem associated with a familiar programming model. HyperPlane's microarchitecture consists of a monitoring set that watches for work arrival from I/O, and a ready set, which tracks ready queues and distributes work to cores based on various service policies and priority levels. We show that HyperPlane improves peak throughput by 4.1× and tail latency by 16.4× compared to a state-of-the-art SDP.","","978-1-7281-7383-2","10.1109/MICRO50266.2020.00074","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9251997","software data plane;acceleration;spin-polling;notification","Microarchitecture;Scalability;Programming;Throughput;Software;Queueing analysis;Monitoring","","7","","101","IEEE","11 Nov 2020","","","IEEE","IEEE Conferences"
"IoT Based Fog and Cloud Analytics in Smart Dairy Farming","S. Debdas; S. Mohanty; B. Biswas; A. Chhangani; S. Samanta; S. Chakraborty","School of Electrical Engineering, KIIT deemed to be University, Bhubaneswar, India; School of Electrical Engineering, KIIT deemed to be University, Bhubaneswar, India; School of Computer Engineering, KIIT deemed to be University, Bhubaneswar, India; School of Computer Engineering, KIIT deemed to be University, Bhubaneswar, India; School of Electronics Engineering, KIIT deemed to be University, Bhubaneswar, India; School of Computer Engineering, KIIT deemed to be University, Bhubaneswar, India","2021 International Conference in Advances in Power, Signal, and Information Technology (APSIT)","21 Dec 2021","2021","","","1","6","Today, we find the growing need of interconnecting devices and networks around us to achieve smarter technology. We are in an era where every field of human livelihood and ecommerce can be enhanced by deploying sensors and incorporating IoT. Dairy farming is no exception. In this paper, we provide a subtle idea to enhance revenue and milk production from dairy farming by early detection of lameness in cattle through deployment of sensors and cloud technology. The early detection helps taking necessary precautions by farmer. The paper aims to provide a cost effective way for early detection of lameness feature in cattle and also states the other benefits and challenges associated with it.","","978-1-6654-2506-3","10.1109/APSIT52773.2021.9641456","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9641456","Cloud computing;Internet of Things;Sensors;Management;Agriculture;Data;Farming","Cloud computing;Visualization;Dairy products;Animals;Production;Machine learning;Cows","","7","","10","IEEE","21 Dec 2021","","","IEEE","IEEE Conferences"
"Integrated Consumer Technologies for Older Adults' Quality of Life Improvement: the vINCI Project","S. Spinsante; A. Strazza; C. Dobre; L. Bajenaru; C. X. Mavromoustakis; J. M. Batalla; P. Krawiec; G. Georgescu; G. Molan; H. Gonzalez-Velez; A. M. Herghelegiu; G. I. Prada; R. Draghici","Department of Information Engineering, Universita’ Politecnica delle Marche, Ancona, Italy; Department of Information Engineering, Universita’ Politecnica delle Marche, Ancona, Italy; National Institute for Research and Development in Informatics, Bucharest, Romania; National Institute for Research and Development in Informatics, Bucharest, Romania; Department of Computer Science, University of Nicosia, Nicosia, Cyprus; National Institute of Telecommunications, Warsaw, Poland; National Institute of Telecommunications, Warsaw, Poland; Connected Medical Devices, Bucharest, Romania; Comtrade Digital Services, Slovenia; National College of Ireland, Dublin, Ireland; University of Medicine and Pharmacy “Carol Davila”, Bucharest, Romania; University of Medicine and Pharmacy “Carol Davila”, Bucharest, Romania; National Institute of Gerontology and Geriatrics “Ana Aslan”",2019 IEEE 23rd International Symposium on Consumer Technologies (ISCT),"14 Nov 2019","2019","","","273","278","A low physical activity is one of the most important lifestyle risk factors for many chronic conditions in the older age. To tackle this issue, the consequences of which have relevant impact on the sustainability of national welfare in many developed countries, consumer technologies may be leveraged to offer easy-to-use tools enabling older adults to optimize their health-related quality of life, and promote an active and healthy longevity. This paper describes a technical platform named vINCI, obtained by the integration of consumer technologies with Assisted Living solutions and services, where multiple wearable devices work together to create an aggregated solution able to capture the various facets of events leading to the decrease in the perceived health-related quality of life, as typically associated with old age. Supporting the feedback of specialized medical evaluations, the vINCI technology enables elderly not only to self-evaluate their physical activity level, but also to change their behaviors and lifestyle in the long-term.","2159-1423","978-1-7281-3570-0","10.1109/ISCE.2019.8901042","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901042","Consumer technologies integration;Assisted Living;Quality of Life;platform","","","7","","22","IEEE","14 Nov 2019","","","IEEE","IEEE Conferences"
"Vertical Workflows: Service Orchestration across Cloud & Edge Resources","O. Rana; M. Shaikh; M. Ali; A. Anjum; L. Bittencourt","School of Computer Science & Informatics, Cardiff University, UK; School of Computer Science & Informatics, Cardiff University, UK; University of Derby, UK; University of Derby, UK; University of Campinas, Brazil",2018 IEEE 6th International Conference on Future Internet of Things and Cloud (FiCloud),"11 Sep 2018","2018","","","355","362","Currently devices used for data capture often differ from those that are used to subsequently carry out analysis on such data. Many Internet of Things (IoT) applications today involve data capture from sensors that are close to the phenomenon being measured, with such data subsequently being transmitted to Cloud data centers for analysis and storage. Increasing availability of storage and processing devices closer to the data capture device, perhaps over a one-hop network connection or even directly connected to the IoT device itself, requires more efficient allocation of processing across such edge devices and data centers. We refer to these as ""vertical workflows"" - i.e. workflows which are enacted across resources that can vary in: (i) type and behaviour; (ii) processing and storage capacity; (iii) latency and security profiles. Understanding how a workflow pipeline can be enacted across these resource types is outlined, motivated through two scenarios. The overall objective considered is the completion of the workflow within some deadline constraint, but with flexibility on where data processing is carried out.","","978-1-5386-7503-8","10.1109/FiCloud.2018.00058","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8458035","Sensor Applications, Cloud Computing, Fog & Edge Resource Allocation","Cloud computing;Sensors;Pipelines;Streaming media;Data centers;Edge computing;Internet of Things","","7","","13","IEEE","11 Sep 2018","","","IEEE","IEEE Conferences"
"Towards Osmotic Computing: a Blue-Green Strategy for the Fast Re-Deployment of Microservices","A. Buzachis; A. Galletta; A. Celesti; L. Carnevale; M. Villari","Department of MIFT, University of Messina, Messina, Italy; Department of MIFT, University of Messina, Messina, Italy; Department of MIFT, University of Messina, Messina, Italy; Department of MIFT, University of Messina, Messina, Italy; Department of MIFT, University of Messina, Messina, Italy",2019 IEEE Symposium on Computers and Communications (ISCC),"27 Jan 2020","2019","","","1","6","The rapid development of Cloud, Edge, Fog Computing and Internet of Things (IoT) technologies has played a key role in the Industry 4.0 evolution. In this context, the Osmotic Computing paradigm, theorized in 2016 as integration between a centralized Cloud layer and Edge and/or IoT layers, has further emphasized the Industry 4.0 objectives including productivity and Quality of Services (QoS). This emerging paradigm proposes a new elastic management model of microservices, where deployment and migration strategies are strongly related to the underlaying infrastructure requirements (i.e., load balancing, reliability, availability, and so on) and applications (i.e., anomalies detection, awareness of the context, proximity, QoS, and so on). Specifically, knowing that an Osmotic application must have a failover behavior (highly horizontally/vertically scalable, 24 hours 24 available, fault-tolerant and secure), this paper highlights the Osmotic ecosystem platform focusing on the implementation of a blue-green mechanism for the fast re-deployment of microservices, exploiting emerging technologies, such as Docker, Kubernetes, Agento and MongoDB. Experiments shows the time required to arrange, deploy and destroy microservices.","2642-7389","978-1-7281-2999-0","10.1109/ISCC47284.2019.8969621","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8969621","Osmotic Computing;Cloud Computing;Edge Computing;IoT;Orchestration;Microservice.","Cloud computing;Computer architecture;Containers;Internet of Things;Quality of service;Monitoring;Measurement","","7","","29","IEEE","27 Jan 2020","","","IEEE","IEEE Conferences"
"Cloud Native Computing for Industry 4.0: Challenges and Opportunities","G. Gil; D. Corujo; P. Pedreiras","Department of Electronics, Telecommunications and Informatics, University of Aveiro, Aveiro, Portugal; Department of Electronics, Telecommunications and Informatics, University of Aveiro, Aveiro, Portugal; Department of Electronics, Telecommunications and Informatics, University of Aveiro, Aveiro, Portugal",2021 26th IEEE International Conference on Emerging Technologies and Factory Automation (ETFA ),"30 Nov 2021","2021","","","01","04","Cloud-based architectures are advantageous in aspects such as scalability, reliability and resource utilization efficiency, to name just a few, thus being considered one of the pillars of Industry 4.0. However, in this domain, cloud computing platforms are subject to specific requirements, namely in what concerns real-time performance, determinism and fault-tolerance. This paper focuses on cloud native computing, which is an emerging and promising cloud-computing paradigm, specifically addressing its applicability to real-time systems. Firstly, it introduces the architecture of cloud native applications, discussing their principles, potential advantages and challenges. Then it addresses the opportunities and constraints of such technologies when applied to industrial real-time systems.","","978-1-7281-2989-1","10.1109/ETFA45728.2021.9613386","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9613386","Real-time systems;Industrial Informatics;Cloud native;Scheduling;Quality-of-Service","Cloud computing;Processor scheduling;Scalability;Computer architecture;Maintenance engineering;Solids;Real-time systems","","7","","30","IEEE","30 Nov 2021","","","IEEE","IEEE Conferences"
"Microservice-based Edge Device Architecture for Video Analytics","S. Y. Jang; B. Kostadinov; D. Lee","KAIST, Daejeon, South Korea; KAIST, Daejeon, South Korea; KAIST, Daejeon, South Korea",2021 IEEE/ACM Symposium on Edge Computing (SEC),"16 Feb 2022","2021","","","165","177","With today's ubiquitous deployment of video cameras and other edge devices, progress in edge computing is happening at an incredible speed. Yet, one aspect of real-time video analytics at the edge that is still underdeveloped is the support for processing multitenant, multi-application scenarios with a limited set of resources. Existing systems either fail to provide the necessary performance, or rely too heavily on edge or cloud servers to handle the workload. This work proposes a new approach, inspired by both Function-as-a-Service and microservices architecture in order to efficiently place and execute video analytics pipelines on edge devices. The main contributions of this work are the ability to dynamically add and run new applications on already deployed systems, and the capability to horizontally distribute pipelines across other neigh-bouring edge devices. We prototype an implementation that we evaluate using multiple concurrent applications per device. Results show that our system provides more flexibility for on-the-fly re-configuration than existing works do, with 20 % improvement in latency and 3.9 X increase in throughput.","","978-1-4503-8390-5","10.1145/3453142.3491283","IITP; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9709018","edge computing;video analytics;microservices;serverless;realtime","Performance evaluation;Visual analytics;Pipelines;Microservice architectures;Smart cameras;Computer architecture;Streaming media","","7","","55","","16 Feb 2022","","","IEEE","IEEE Conferences"
"Secure multi-protocol gateway for Internet of Things","A. Amiruddin; A. A. P. Ratna; R. Harwahyu; R. F. Sari","Sekolah Tinggi Sandi Negara, Bogor, Indonesia; Universitas Indonesia, Depok, Jawa Barat, ID; Faculty of Engineering, Universitas Indonesia, Depok, Indonesia; Faculty of Engineering, Universitas Indonesia, Depok, Indonesia",2018 Wireless Telecommunications Symposium (WTS),"24 May 2018","2018","","","1","8","The diversity of applications and protocols is a big challenge for the Internet of Things (IoT) devices to communicate in collecting data or exchanging messages without a hitch of protocol differences. In addition, security features are required to secure data transmitted between the end devices and the server. In this study, we developed a secure multiprotocol gateway that supports for RF, ZigBee, BLE, and Ethernet protocols and utilizes TCP / IP protocols for advanced data processing after the gateway exit. Additionally, we added a data encryption algorithm for data security transmitted through the proposed gateway. To display the data the server receives, we added a dashboard to the gateway. The proposed multiprotocol gateway has been simulated using testbed environment in which the transmitted data was encrypted by default. The results showed that WiFi has the highest throughput compared to BLE and XBee, while the transmission delay tends to increase for all protocols but WiFI has the lowest delay compared to XBee and BLE.","","978-1-5386-3395-3","10.1109/WTS.2018.8363934","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8363934","Bluetooth Low Energy;gateway;Internet of Things;multiprotocol;WiFi;ZigBee","Logic gates;Protocols;Wireless fidelity;Servers;ZigBee;Encryption;Sensors","","7","","18","IEEE","24 May 2018","","","IEEE","IEEE Conferences"
"Leading innovations towards 5G: Europe's perspective in 5G infrastructure public-private partnership (5G-PPP)","J. Alcaraz-Calero; I. -P. Belikaidis; C. J. Bernardos Cano; P. Bisson; D. Bourse; M. Bredel; D. Camps-Mur; T. Chen; X. Costa-Perez; P. Demestichas; M. Doll; S. E. Elayoubi; A. Georgakopoulos; A. Mämmelä; H. -P. Mayer; M. Payaro; B. Sayadi; M. S. Siddiqui; M. Tercero; Q. Wang","University of the West of Scotland, UK; WINGS ICT Solutions, Athens, Greece; Universidad Carlos III de Madrid, Madrid, Spain; Thales Group, Paris, France; Nokia Bell Labs, Paris, France; NEC Europe, Heidelberg, Germany; Fundacío i2CAT, Barcelona, Spain; VTT, Oulu, Finland; NEC Europe, Heidelberg, Germany; University of Piraeus, Piraeus, Greece; Nokia Bell Labs., Stuttgart, Germany; Orange Labs, Paris, France; WINGS ICT Solutions, Athens, Greece; VTT, Oulu, Finland; Nokia Bell Labs, Stuttgart, Germany; CTTC/CERCA, Barcelona, Spain; Nokia Bell Labs, Paris, France; Fundacío i2CAT, Barcelona, Spain; Ericsson, Kista, Sweden; University of the West of Scotland, UK","2017 IEEE 28th Annual International Symposium on Personal, Indoor, and Mobile Radio Communications (PIMRC)","15 Feb 2018","2017","","","1","5","The paper elaborates on the technological and architectural innovations researched and developed by 5G-PPP Phase 1 projects and covering innovation areas such as 5G system design and evaluation, novel air interfaces, network management and security as well as virtualization and service deployment aspects.","2166-9589","978-1-5386-3531-5","10.1109/PIMRC.2017.8292654","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8292654","5G-PPP;5G system design;air interfaces;network management;security;virtualization","5G mobile communication;Computer architecture;Technological innovation;Europe;Security;Communication channels","","7","","38","IEEE","15 Feb 2018","","","IEEE","IEEE Conferences"
"Pinpointing Anomaly Events in Logs from Stability Testing – N-Grams vs. Deep-Learning","M. Mäntylä; M. Varela; S. Hashemi","M3S, ITEE, University of Oulu, Oulu, Finland; Profilence, Oulu, Finland; M3S, ITEE, University of Oulu, Oulu, Finland","2022 IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)","8 Jun 2022","2022","","","285","292","As stability testing execution logs can be very long, software engineers need help in locating anomalous events. We develop and evaluate two models for scoring individual log-events for anomalousness, namely an N-Gram model and a Deep Learning model with LSTM (Long short-term memory). Both are trained on normal log sequences only. We evaluate the models with long log sequences of Android stability testing in our company case and with short log sequences from HDFS (Hadoop Distributed File System) public dataset. We evaluate next event prediction accuracy and computational efficiency. The LSTM model is more accurate in stability testing logs (0.848 vs 0.865), whereas in HDFS logs the N-Gram is slightly more accurate (0.904 vs 0.900). The N-Gram model has far superior computational efficiency compared to the Deep model (4 to 13 seconds vs 16 minutes to nearly 4 hours), making it the preferred choice for our case company. Scoring individual log events for anomalousness seems like a good aid for root cause analysis of failing test cases, and our case company plans to add it to its online services. Despite the recent surge in using deep learning in software system anomaly detection, we found limited benefits in doing so. However, future work should consider whether our finding holds with different LSTM-model hyper-parameters, other datasets, and with other deep-learning approaches that promise better accuracy and computational efficiency than LSTM based models.","2159-4848","978-1-6654-9628-5","10.1109/ICSTW55395.2022.00056","Academy of Finland; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9787957","software execution logs;anomaly detection;software testing;stability testing;reliability testing;deep-learning;LSTM;N-gram;failure localization","Deep learning;Software testing;Root cause analysis;Computational modeling;Conferences;Companies;Software systems","","6","","21","IEEE","8 Jun 2022","","","IEEE","IEEE Conferences"
"A practical implementation of smart home energy data storage and control application based on cloud services","M. Lyaskov; G. Spasov; G. Petrova","Department of Computer Systems; Department of Computer Systems; Department of Electronics, Technical University of Sofia, Plovdiv, Bulgaria",2017 XXVI International Scientific Conference Electronics (ET),"30 Nov 2017","2017","","","1","4","This paper presents the development and realization of distributed energy data storage and control application based on cloud technologies. The LAN is built by cloud connected devices and Olinuxino A20 single board computer. The developed application utilizes microservices based architecture which improves code maintenance, enables easier scalability and improves the reliability of the system. The implemented application presents three services: DeviceHive connector, Database and Schedule service. Each of them uses its own instance of a database for storing service related data. This approach enables the performing of local control over the demand response without using cloud control logic. The application is built using mostly open source software modules.","","978-1-5386-1753-3","10.1109/ET.2017.8124387","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8124387","Smart Homes;Home Energy Management Systems;Cloud-based Smart Homes;Microservices architecture","Databases;Schedules;Cloud computing;Computer architecture;Smart homes;Servers;Memory","","6","","14","IEEE","30 Nov 2017","","","IEEE","IEEE Conferences"
"Castor: Contextual IoT Time Series Data and Model Management at Scale","B. Chen; B. Eck; F. Fusco; R. Gormally; M. Purcell; M. Sinn; S. Tirupathi","IBM Research, Ireland; IBM Research, Ireland; IBM Research, Ireland; IBM Research, Ireland; IBM Research, Ireland; IBM Research, Ireland; IBM Research, Ireland",2018 IEEE International Conference on Data Mining Workshops (ICDMW),"10 Feb 2019","2018","","","1487","1492","We demonstrate Castor, a cloud-based system for contextual IoT time series data and model management at scale. Castor is designed to assist Data Scientists in (a) exploring and retrieving all relevant time series and contextual information that is required for their predictive modelling tasks; (b) seamlessly storing and deploying their predictive models in a cloud production environment; (c) monitoring the performance of all predictive models in productions and (semi-)automatically retraining them in case of performance deterioration. The main features of Castor are: (1) an efficient pipeline for ingesting IoT time series data in real time; (2) a scalable, hybrid data management service for both time series and contextual data; (3) a versatile semantic model for contextual information which can be easily adopted to different application domains; (4) an abstract framework for developing and storing predictive models in R or Python; (5) deployment services which automatically train and/or score predictive models upon user-defined conditions. We demonstrate Castor for a real-world Smart Grid use case and discuss how it can be adopted to other application domains such as Smart Buildings, Telecommunication, Retail or Manufacturing.","2375-9259","978-1-5386-9288-2","10.1109/ICDMW.2018.00213","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8637473","time series management;model management;big data;IoT;prediction;cloud","Data models;Time series analysis;Predictive models;Context modeling;Load modeling;Training;Semantics","","6","","19","IEEE","10 Feb 2019","","","IEEE","IEEE Conferences"
"On internet of things education","D. Namiot; M. S. -S. Ventspils; Y. I. Daradkeh","Lomonosov Moscow State University, Moscow, Russia; University College, Ventspils, Latvia; Prince Sattam bin Abdulaziz University, Wadi Aldawaser, KSA",2017 20th Conference of Open Innovations Association (FRUCT),"19 Oct 2017","2017","","","309","315","In this paper, we discuss educational courses for Internet of Things and related areas such as Machine to Machine communications and Smart Cities. The Internet of Things models introduce many new business prospects and, of course, they should be presented in the university curriculum. The purpose of the discussed educational program is to examine issues related to information and communication technologies used in Internet of Things projects and related areas based on them, such as Smart Cities. The educational course proposed in this paper aims to introduce students to modern information technology, standing for such areas as Machine to Machine communications, Internet of Things, and Smart Cities.","2305-7254","978-9-5268-6530-0","10.23919/FRUCT.2017.8071327","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8071327","","Smart cities;Machine-to-machine communications;Computer architecture;Standards;Programming;Tools","","6","","44","","19 Oct 2017","","","IEEE","IEEE Conferences"
"A Review of Methodical Decentralisation of Energy and Energy Transactions Utilising Distributed Ledger via Transition Architecture Based Framework","A. R. Chopra; N. -K. C. Nair","Electrical, Computer and Software Engineering Department, The University of Auckland, Auckland, New Zealand; Electrical, Computer and Software Engineering Department, The University of Auckland, Auckland, New Zealand",2020 IEEE Power and Energy Conference at Illinois (PECI),"13 Apr 2020","2020","","","1","6","This paper is a review of literature, resources and advances in peer to peer ledger technology adoption and not just the evolution of ledger technology in power sector. It also introduces the concept of transition architectures from the field of enterprise architecture to fill the gap in adoption. It reviews the possibility of de-centralising energy optimally and the possibility of using an architecture roadmap of milestones (transition states) via transition architectures to enhance adoption rates. The paper evaluates features of distributed ledgers. It identifies the core features that can be introduced independent of each other, thereby making a minimal usable product in each transition state via transition architectures with a view of target state that would encompass all core features. It covers engaging the current participants (generators, transmission, distributors, metering, retailers, prosumers, banks, regulators and others); and how a gradual evolving nature via transition architectures would increase adoption due to smooth transition as the roles of current participants evolve while the market dynamics re-orchestrates. A discussion and proposal for a custom distributed ledger framework for energy domain balancing decentralisation, immutability, verification and transparency in a gradual manner; to address privacy, compliance, regulations and peer to peer trading is presented.","","978-1-7281-5299-8","10.1109/PECI48348.2020.9064650","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9064650","Blockchain;Hyper ledger;Digital Ledger;Dynamic Energy Resources;Peer to Peer Energy Trading","Computer architecture;Energy resources;Peer-to-peer computing;Dynamic scheduling;Privacy","","6","","43","IEEE","13 Apr 2020","","","IEEE","IEEE Conferences"
"Distributed Service Placement and Workload Orchestration in a Multi-access Edge Computing Environment","H. T. Malazi; S. Clarke","Distributed Systems Group, SCSS, Trinity College Dublin, Dublin, Ireland; Distributed Systems Group, SCSS, Trinity College Dublin, Dublin, Ireland",2021 IEEE International Conference on Services Computing (SCC),"15 Nov 2021","2021","","","241","251","Multi-access edge computing (MEC) aims to execute mobile cloud services in edge servers located near end-users to provide higher Quality of Experience (QoE). Centralised methods for dynamic service placement in MEC require central access to control every server, which is challenging where servers belong to different administrative domains. Other approaches use distributed decision-making, but most of them do not consider cooperation between servers. Dynamic, distributed service placement can potentially provide workload orchestration and higher QoE. However, this is challenging where service demand patterns are non-stationary. This paper proposes a multi-armed bandit-based method where servers cooperatively decide to host service replicas by applying reinforcement learning that uses service characteristics and context information to minimise response time and backhaul traffic. By sharing cached services, the servers achieve better workload distribution while autonomously making placement decisions. The simulations demonstrate improvements in response time and reduction in backhaul traffic compared to close baselines.","2474-2473","978-1-6654-1683-2","10.1109/SCC53864.2021.00037","Science Foundation Ireland; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9592440","Mobile edge computing;Reinforcement learning;Service caching;Service offloading;Service orchestration","Costs;Distance learning;Simulation;Decision making;Service computing;Reinforcement learning;Network architecture","","6","","36","IEEE","15 Nov 2021","","","IEEE","IEEE Conferences"
