"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"IoT-DDL–Device Description Language for the “T” in IoT","A. E. Khaled; A. Helal; W. Lindquist; C. Lee","Computer and Information Science and Engineering Department, University of Florida, Gainesville, FL, USA; School of Computing and Communication, Lancaster University, Lancaster, U.K.; School of Computing and Communication, Lancaster University, Lancaster, U.K.; Division of Computer Science and Engineering, Hanyang University, Seoul, South Korea",IEEE Access,"15 May 2018","2018","6","","24048","24063","We argue that the success of the Internet of Things (IoT) vision will greatly depend on how its main ingredient-the “thing”-is architected and prepared to engage. The IoT's fragmented and widevarying nature introduces the need for additional effort to homogenize these things so they may blend together with the surrounding space to create opportunities for powerful and unprecedented IoT applications. We introduce the IoT Device Description Language (IoT-DDL), a machineand human-readable descriptive language for things, seeking to achieve such integration and homogenization. IoT-DDL explicitly tools things to self-discover and securely share their own capabilities, entities, and services, including the various cloudbased accessories that may be attached to them. We also present the Atlas thing architecture-a lightweight architecture for things that fully exploits IoT-DDL and its specifications. Our architecture provides new OS layers, services, and capabilities we believe a thing must have in order to be prepared to engage in IoT scenarios and applications. The architecture and IoT-DDL enable things to generate their offered services and self-formulate APIs for such services, on the fly, at power-on or whenever a thing description changes. The architecture takes advantage of widely used device management, micro-services, security, and communication standards and protocols. We present details of IoT-DDL and corresponding parts of the thing architecture. We demonstrate some features of IoT-DDL and the architecture through proof-of-concept implementations. Finally, we present a benchmarking study to measure and assess time performance and energy consumption characteristics of our architecture and IoT-DDL on real hardware platforms.","2169-3536","","10.1109/ACCESS.2018.2825295","Philips; Basic Science Research Program through the National Research Foundation of Korea; Ministry of Science; ICT(grant numbers:2017R1A2B4010395); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8334820","Internet of Things architecture;thing description;microservices;OMA;IPSO;CoAP;MQTT","Computer architecture;Cloud computing;Internet of Things;Tools;Ecosystems;Metadata","","29","","52","OAPA","10 Apr 2018","","","IEEE","IEEE Journals"
"An Autonomic Workload Prediction and Resource Allocation Framework for Fog-Enabled Industrial IoT","M. Kumar; A. Kishor; J. K. Samariya; A. Y. Zomaya","Department of Information Technology, NIT Jalandhar, Jalandhar, India; Department of Computer Science and Engineering, ABV-Indian Institute of Information Technology and Management Gwalior, Gwalior, India; Department of Computer Science and Engineering, Graphic Era University Dehradun, Dehradun, India; Centre for Distributed and High-Performance Computing, University of Sydney, Sydney, NSW, Australia",IEEE Internet of Things Journal,"17 May 2023","2023","10","11","9513","9522","The Internet of Things (IoT) has revolutionized the industrial field with numerous facilities and advancements. The industrial IoT system demands delay-aware workload execution with the aid of a fog computing platform, and precise resource allocation is required in fog nodes (FNs) to execute the fluctuating industrial IoT workloads with minimal cost and delay. In view of the issue mentioned above, we introduce an autonomic workload prediction and resource allocation framework that efficiently allocates resources among FNs. In the proposed framework, the workloads are predicted in the analysis phase with the guidance of the deep autoencoder (DAE) model, and the FNs are scaled based on the demand of Industrial IoT workloads. The crow search algorithm (CSA) is integrated with the framework for optimal FN selection to improve cost and delay objectives. The proposed scheme is evaluated and compared with the existing optimization models in terms of execution cost, request rejection ratio, throughput, and response time. The simulation results establish that the proposed scheme outperformed other optimization models. The method provided a suitable solution for the optimal FN placement problems in efficiently executing dynamic industrial IoT workloads.","2327-4662","","10.1109/JIOT.2023.3235107","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10012055","Delay;execution time;fog node (FN);resource allocation;workload prediction","Task analysis;Industrial Internet of Things;Resource management;Delays;Servers;Computational modeling;Cloud computing","","29","","24","IEEE","9 Jan 2023","","","IEEE","IEEE Journals"
"Congestion-Aware and Energy-Aware Virtual Network Embedding","M. Pham; D. B. Hoang; Z. Chaczko","Faculty of Engineering and IT, University of Technology Sydney, Ultimo, Australia; Faculty of Engineering and IT, University of Technology Sydney, Ultimo, Australia; Faculty of Engineering and IT, University of Technology Sydney, Ultimo, Australia",IEEE/ACM Transactions on Networking,"14 Feb 2020","2020","28","1","210","223","Network virtualization is an inherent component of future internet architectures. Network resources are virtualized from the underlying substrate and elastically provisioned and offered to customers on-demand. Optimal allocation of network resources in terms of utilization, quality of service, and energy consumption has been a challenge. Existing solutions consider congestion control in a single-objective virtual network embedding (VNE) problem. This paper defines a multiple-objective VNE problem called the congestion-aware, energy-aware VNE (CEVNE). The aim is to seek a solution that saves cost, saves energy and avoids network congestion simultaneously. CEVNE modelling techniques and solution approaches apply both the weighting method and the constraint method to search for pareto-optimal solutions that produce the best compromised solutions for all three objectives. Solving VNE problem is, however, NP-hard. A heuristic solution is proposed involving a two-stage coordinated CEVNE. The node-mapping algorithm searches for the sub-optimal solutions for three objectives. The link mapping process is an SDN-based heuristic algorithm that deploys a path service and a resource monitoring application on an SDN controller. The solution is realized using SDN, Segment Routing, and open network operating system platform (ONOS) technologies. The energy minimization is implemented with a registry that keeps track of active nodes and sets inactive nodes to sleep mode. The evaluation results showed that the multiple-objective CEVNE approach is feasible and achieves its goals of optimizing the resource allocation, improving the runtime, saving the energy consumption and controlling the network congestion.","1558-2566","","10.1109/TNET.2019.2958367","Australian Government Research Training Program; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8945162","Virtual network embedding;network virtualization;software-defined networks;segment routing;energy saving;congestion control;path services;multiple-objective optimization","Substrates;Virtualization;Optimization;Bandwidth;Energy consumption;Routing;Resource management","","29","","39","IEEE","30 Dec 2019","","","IEEE","IEEE Journals"
"Self-Learning Multi-Objective Service Coordination Using Deep Reinforcement Learning","S. Schneider; R. Khalili; A. Manzoor; H. Qarawlus; R. Schellenberg; H. Karl; A. Hecker","Department for Computer Science, Computer Networks Research Group, Paderborn University, Paderborn, Germany; Munich Research Center, Huawei Technologies Düsseldorf, Munich, Germany; Department for Computer Science, Computer Networks Research Group, Paderborn University, Paderborn, Germany; Logistics Department, Fraunhofer ISST, Dortmund, Germany; Department for Computer Science, Computer Networks Research Group, Paderborn University, Paderborn, Germany; Department for Computer Science, Computer Networks Research Group, Paderborn University, Paderborn, Germany; Department for Computer Science, Computer Networks Research Group, Paderborn University, Paderborn, Germany",IEEE Transactions on Network and Service Management,"8 Sep 2021","2021","18","3","3829","3842","Modern services consist of interconnected components, e.g., microservices in a service mesh or machine learning functions in a pipeline. These services can scale and run across multiple network nodes on demand. To process incoming traffic, service components have to be instantiated and traffic assigned to these instances, taking capacities, changing demands, and Quality of Service (QoS) requirements into account. This challenge is usually solved with custom approaches designed by experts. While this typically works well for the considered scenario, the models often rely on unrealistic assumptions or on knowledge that is not available in practice (e.g., a priori knowledge). We propose DeepCoord, a novel deep reinforcement learning approach that learns how to best coordinate services and is geared towards realistic assumptions. It interacts with the network and relies on available, possibly delayed monitoring information. Rather than defining a complex model or an algorithm on how to achieve an objective, our model-free approach adapts to various objectives and traffic patterns. An agent is trained offline without expert knowledge and then applied online with minimal overhead. Compared to a state-of-the-art heuristic, DeepCoord significantly improves flow throughput (up to 76%) and overall network utility (more than 2x) on real-world network topologies and traffic traces. It also supports optimizing multiple, possibly competing objectives, learns to respect QoS requirements, generalizes to scenarios with unseen, stochastic traffic, and scales to large real-world networks. For reproducibility and reuse, our code is publicly available.","1932-4537","","10.1109/TNSM.2021.3076503","German Research Foundation within the Collaborative Research Centre “On-The-Fly Computing” (SFB 901), the German Federal Ministry of Education and Research under Software Campus(grant numbers:01IS17046 (RealVNF)); European Commission under 5G-PPP project FUDGE-5G(grant numbers:H2020-ICT-42-2020,957242); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9419067","Network and service management;reinforcement learning;self-learning;self-adaptation;multi-objective","Quality of service;Monitoring;Runtime;Network topology;Edge computing;Dynamic scheduling;Delays","","29","","68","IEEE","29 Apr 2021","","","IEEE","IEEE Journals"
"VNF and CNF Placement in 5G: Recent Advances and Future Trends","W. Attaoui; E. Sabir; H. Elbiaze; M. Guizani","Intelligent Network and Mobile Charging Department, INWI Corporate, Casablanca, Morocco; Department of Computer Science, University of Quebec at Montreal, Montreal, Canada; Department of Computer Science, University of Quebec at Montreal, Montreal, Canada; Machine Learning Department, Mohamed Bin Zayed University of Artificial Intelligence, Abu Dhabi, UAE",IEEE Transactions on Network and Service Management,"12 Dec 2023","2023","20","4","4698","4733","With the growing demand for openness, scalability, and granularity, mobile network function virtualization (NFV) has emerged as a key enabler for the most of mobile network operators. NFV decouples network functions from hardware devices. This decoupling allows network services, called Virtualized Network Functions (VNFs), to be hosted on commodity hardware which simplifies and enhances service deployment and management for providers, improves flexibility, and leads to efficient and scalable resource usage, and lower costs. The proper placement of VNFs in the hosting infrastructures is one of the main technical challenges. This placement significantly influences the network’s performance, reliability, and operating costs. The VNF placement is NP-Hard. Therefore, there is a need for placement methods that can cope with the complexity of the problem and find appropriate solutions in a reasonable duration. The primary purpose of this study is to provide a taxonomy of optimization techniques used to tackle the VNF placement problems. We classify the studied papers based on performance metrics, methods, algorithms, and environment. Virtualization is not limited to simply replacing physical machines with virtual machines or VNFs, but may also include micro-services, containers, and cloud-native systems. In this context, the second part of our article focuses on the placement of Containers Network Functions (CNFs) in edge/fog computing. Many issues have been considered as traffic congestion, resource utilization, energy consumption, performance degradation, etc. For each matter, various solutions are proposed through different surveys and research papers in which each one addresses the placement problem in a specific manner by suggesting single objective or multi-objective methods based on different types of algorithms such as heuristic, meta-heuristic, and machine learning algorithms.","1932-4537","","10.1109/TNSM.2023.3264005","Mohamed Bin Zayed University of Artificial Intelligence (MBZUAI), Abu Dhabi, UAE(grant numbers:8481000021); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10090468","Virtual network function;container;placement;5G network slicing;cloud native","5G mobile communication;Containers;Cloud computing;Virtualization;Network slicing;Internet of Things;Quality of service","","29","","165","CCBY","31 Mar 2023","","","IEEE","IEEE Journals"
"Microservice Based Computational Offloading Framework and Cost Efficient Task Scheduling Algorithm in Heterogeneous Fog Cloud Network","X. Zhao; C. Huang","School of Digital Media, Shenzhen Institute of Information Technology, Shenzhen, China; Department of Computer Science, Wenzhou University, Wenzhou, China",IEEE Access,"31 Mar 2020","2020","8","","56680","56694","Nowadays, the usage of the fog cloud-based Internet of Things (IoT) applications among users has been growing progressively. These applications may be E-Transport, E-Healthcare, Augmented Reality, and 3D-Game. Generally, contemporary cloud frameworks offer services based on virtual machines. These frameworks incurred with following issues such as long boot-time, overhead and unnecessary cost to run the IoT applications. We propose a new Microservice container fog system (MSCFS) based framework to run the mobility and delay-sensitive applications with minimum cost. The study the cost-efficient task scheduling problem in the heterogeneous fog servers. Furthermore, the study introduces the Cost Aware Computational Offloading and task scheduling (CACOTS)framework, which solves the task scheduling into multiple steps. Such as task sequencing step, resource matching step and scheduling step. The experimental results prove that the proposed MSCFS and CACOTS schemes can enhance server utilization. As decrease the services latency and average services bootup time more effectively, and minimize costs.","2169-3536","","10.1109/ACCESS.2020.2981860","Natural Science Foundation of Guangdong Province(grant numbers:2018A030313339); Ministry of Education in China (MOE) Youth Fund Project of Humanities and Social Sciences(grant numbers:17YJCZH261); Scientific Research Team Project of Shenzhen Institute of Information Technology(grant numbers:SZIIT2019KJ022); National Natural Science Foundation of China(grant numbers:71803136,61471133); Key Research and Development Program Projects in Zhejiang Province(grant numbers:2019C01041); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9042334","Task scheduling;fog servers;boot-up time;microservices;container","Task analysis;Cloud computing;Processor scheduling;Servers;Internet of Things;Virtual machining;Containers","","29","","27","CCBY","19 Mar 2020","","","IEEE","IEEE Journals"
"The Evolution of Federated Learning-Based Intrusion Detection and Mitigation: A Survey","L. Lavaur; M. -O. Pahl; Y. Busnel; F. Autrel","IMT Atlantique and the Chair Cybersecurity of Critical Networked Infrastructures (Cyber CNI), Rennes, France; IMT Atlantique and the Chair Cybersecurity of Critical Networked Infrastructures (Cyber CNI), Rennes, France; Department of Network Systems, Cybersecurity and Digital Law (SRCD), IMT Atlantique, IRISA, Rennes, France; Department of Network Systems, Cybersecurity and Digital Law (SRCD), IMT Atlantique, IRISA, Rennes, France",IEEE Transactions on Network and Service Management,"12 Oct 2022","2022","19","3","2309","2332","In 2016, Google introduced the concept of Federated Learning (FL), enabling collaborative Machine Learning (ML). FL does not share local data but ML models, offering applications in diverse domains. This paper focuses on the application of FL to Intrusion Detection Systems (IDSs). There, common criteria to compare existing solutions are missing. In particular, this survey shows: (i) how FL-based IDSs are used in different domains; (ii) what differences exist between architectures; (iii) the state of the art of FL-based IDS. With a structured literature survey, this work identifies the relevant state of the art in FL–based intrusion detection from its creation in 2016 until 2021. It provides a reference architecture and a taxonomy to serve as guidelines to compare and design FL-based IDSs. Both are validated with the existing works. Finally, it identifies research directions for the application of FL to intrusion detection systems.","1932-4537","","10.1109/TNSM.2022.3177512","chair CyberCNI.fr; FEDER development fund of the Brittany region; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9780571","Federated learning;machine learning;intrusion detection systems;collaborative sharing;network security management;attack mitigation","Collaboration;Taxonomy;Statistical analysis;Organizations;Collaborative work;Standardization;Semantics","","29","","118","IEEE","24 May 2022","","","IEEE","IEEE Journals"
"iBrownout: An Integrated Approach for Managing Energy and Brownout in Container-Based Clouds","M. Xu; A. N. Toosi; R. Buyya","Cloud Computing and Distributed Systems (CLOUDS) Lab, University of Melbourne, Parkville, VIC, Australia; Cloud Computing and Distributed Systems (CLOUDS) Lab, University of Melbourne, Parkville, VIC, Australia; Cloud Computing and Distributed Systems (CLOUDS) Lab, University of Melbourne, Parkville, VIC, Australia",IEEE Transactions on Sustainable Computing,"7 Mar 2019","2019","4","1","53","66","Energy consumption of Cloud data centers has been a major concern of many researchers, and one of the reasons for huge energy consumption of Clouds lies in the inefficient utilization of computing resources. Besides energy consumption, another challenge of data centers is the unexpected loads, which leads to the overloads and performance degradation. Compared with VM consolidation and Dynamic Voltage Frequency Scaling that cannot function well when the whole data center is overloaded, brownout has shown to be a promising technique to handle both overloads and energy consumption through dynamically deactivating application optional components, which are also identified as containers/microservices. In this work, we propose an integrated approach to manage energy consumption and brownout in container-based cloud data centers. We also evaluate our proposed scheduling policies with real traces in a prototype system. The results show that our approach reduces about 40, 20, and 10 percent energy than the approach without power-saving techniques, brownout-overbooking approach and auto-scaling approach, respectively, while ensuring Quality of Service.","2377-3782","","10.1109/TSUSC.2018.2808493","China Scholarship Council; Australia Research Council Future Fellowship; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8302602","Cloud data centers;energy efficiency;QoS;containers;microservices;brownout","Data centers;Energy consumption;Cloud computing;Quality of service;Servers;Containers;Prototypes","","29","","36","IEEE","26 Feb 2018","","","IEEE","IEEE Journals"
"NFV Platforms: Taxonomy, Design Choices and Future Challenges","T. Zhang; H. Qiu; L. Linguaglossa; W. Cerroni; P. Giaccone","Department of Network and Computer Science, Telecom Paris, Paris, France; Department of Network and Computer Science, Telecom Paris, Paris, France; Department of Network and Computer Science, Telecom Paris, Paris, France; Department of Electrical, Electronic, and Information Engineering “Guglielmo Marconi,”, University of Bologna, Bologna, Italy; Consorzio Nazionale Interuniversitario per le Telecomunicazioni, Parma, Italy",IEEE Transactions on Network and Service Management,"10 Mar 2021","2021","18","1","30","48","Due to the intrinsically inefficient service provisioning in traditional networks, Network Function Virtualization (NFV) keeps gaining attention from both industry and academia. By replacing the purpose-built, expensive, proprietary network equipment with software network functions consolidated on commodity hardware, NFV envisions a shift towards a more agile and open service provisioning paradigm. During the last few years, a large number of NFV platforms have been implemented to facilitate the development, deployment, and management of Virtual Network Functions (VNFs). Nonetheless, just like any complex system, such platforms commonly consist of abounding software and hardware components and usually incorporate disparate design choices based on distinct motivations or use cases. This broad collection of convoluted alternatives makes it extremely arduous for network operators to make proper choices. Although numerous efforts have been devoted to investigating different aspects of NFV, none of them specifically focused on NFV platforms or attempted to explore their design space. In this article, we present a comprehensive survey on the NFV platform design. Our study solely targets existing NFV platform implementations. We begin with a top-down architectural view of the standard reference NFV platform and present our taxonomy of existing NFV platforms based on what features they provide in terms of a typical network function life cycle. Then we thoroughly explore the design space and elaborate on the implementation choices each platform opts for. We also envision future challenges for NFV platform design in the incoming 5G era. We believe that our study gives a detailed guideline for network operators or service providers to choose the most appropriate NFV platform based on their respective requirements. Our work also provides guidelines for implementing new NFV platforms.","1932-4537","","10.1109/TNSM.2020.3045381","European Horizon 2020 Programme through the project 5G-EVE on “European 5G validation platform for extensive trials”(grant numbers:815074); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9302614","Network function virtualization;service function chaining;service management and orchestration;NFV infrastructure;VNF life cycle","Hardware;Software;Middleboxes;Space exploration;Monitoring;Switches;Virtualization","","29","","162","IEEE","22 Dec 2020","","","IEEE","IEEE Journals"
"A Survey on Blockchain-Based Telecommunication Services Marketplaces","R. -V. Tkachuk; D. Ilie; K. Tutschku; R. Robert","Department of Computer Science, Blekinge Institute of Technology, Karlshamn, Sweden; Department of Computer Science, Blekinge Institute of Technology, Karlshamn, Sweden; Department of Computer Science, Blekinge Institute of Technology, Karlshamn, Sweden; Ericsson Research, Stockholm, Sweden",IEEE Transactions on Network and Service Management,"10 Mar 2022","2022","19","1","228","255","Digital marketplaces were created recently to accelerate the delivery of applications and services to customers. Their appealing feature is to activate and dynamize the demand, supply, and development of digital goods, applications, or services. By being an intermediary between producer and consumer, the primary business model for a marketplace is to charge the producer with a commission on the amount paid by the consumer. However, most of the time, the commission is dictated by the marketplace facilitator itself and creates an imbalance in value distribution, where producer and consumer sides suffer monetarily. In order to eliminate the need for a centralized entity between the producer and consumer, a blockchain-based decentralized digital marketplace concept was introduced. It provides marketplace actors with the tools to perform business transactions in a trusted manner and without the need for an intermediary. In this work, we provide a survey on Telecommunication Services Marketplaces (TSMs) which employ blockchain technology as the main trust enabling entity in order to avoid any intermediaries. We provide an overview of scientific and industrial proposals on the blockchain-based online digital marketplaces at large, and TSMs in particular. We consider in this study the notion of telecommunication services as any service enabling the capability for information transfer and, increasingly, information processing provided to a group of users by a telecommunications system. We discuss the main standardization activities around the concepts of TSMs and provide particular use-cases for the TSM business transactions such as SLA settlement. Also, we provide insights into the main foundational services provided by the TSM, as well as a survey of the scientific and industrial proposals for such services. Finally, a prospect for future developments is given.","1932-4537","","10.1109/TNSM.2021.3123680","Swedish Knowledge Foundation through the project Symphony - Supply-and-Demand-based Service Exposure using Robust Distributed Concepts; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9592675","Digital marketplace;telecommunication services marketplace;blockchain technology;communication service provider;distributed ledger technology","Blockchains;Business;Distributed ledger;Communications technology;Proposals;Internet of Things;Telecommunication services","","28","","171","CCBYNCND","28 Oct 2021","","","IEEE","IEEE Journals"
"Smart Mobility in the Cloud: Enabling Real-Time Situational Awareness and Cyber-Physical Control Through a Digital Twin for Traffic","H. Xu; A. Berres; S. B. Yoginath; H. Sorensen; P. J. Nugent; J. Severino; S. A. Tennille; A. Moore; W. Jones; J. Sanyal","Oak Ridge National Laboratory, Oak Ridge, TN, USA; Oak Ridge National Laboratory, Oak Ridge, TN, USA; Oak Ridge National Laboratory, Oak Ridge, TN, USA; National Renewable Energy Laboratory, Golden, CO, USA; Descartes Labs, Santa Fe, NM, USA; National Renewable Energy Laboratory, Golden, CO, USA; Oak Ridge National Laboratory, Oak Ridge, TN, USA; Y-12 National Security Complex, Oak Ridge, TN, USA; National Renewable Energy Laboratory, Golden, CO, USA; National Renewable Energy Laboratory, Golden, CO, USA",IEEE Transactions on Intelligent Transportation Systems,"1 Mar 2023","2023","24","3","3145","3156","This article presents the design, implementation, and use cases of the Chattanooga Digital Twin (CTwin) towards the vision for next-generation smart city applications for urban mobility management. CTwin is an end-to-end web-based platform that incorporates various aspects of the decision-making process for optimizing urban transportation systems in Chattanooga, Tennessee, to reduce traffic congestion, incidents, and vehicle fuel consumption. The platform serves as a cyberinfrastructure to collect and integrate multi-domain urban mobility data from various online repositories and Internet of Things (IoT) sensors, covering multiple urban aspects (e.g., traffic, natural hazards, weather, and safety) that are relevant to urban mobility management. The platform enables advanced capabilities for: (a) real-time situational awareness on traffic and infrastructure conditions on highways and urban roads, (b) cyber-physical control for optimizing traffic signal timing, and (c) interactive visual analytics on big urban mobility data and various metrics for traffic prediction and transportation performance evaluation. The platform is designed using a multi-level componentization paradigm and is implemented using modular and adaptive architecture, rendering it as a generalizable and extendable prototype for other urban management applications. We present several use cases to demonstrate CTwin’s core capabilities for supporting decision-making in smart urban mobility management.","1558-0016","","10.1109/TITS.2022.3226746","United States Department of Energy (U.S. DOE) through UT-Battelle, LLC.(grant numbers:DE-AC05-00OR22725); U.S. DOE, Office of Energy Efficiency and Renewable Energy, Vehicle Technologies Office; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10018121","Traffic flow visualization;level of detail;situational awareness;traffic sensor network;urban mobility;traffic monitoring","Digital twins;Real-time systems;Transportation;Urban areas;Measurement;Analytical models;Sensors","","28","","44","IEEE","16 Jan 2023","","","IEEE","IEEE Journals"
"Aveiro Tech City Living Lab: A Communication, Sensing, and Computing Platform for City Environments","P. Rito; A. Almeida; A. Figueiredo; C. Gomes; P. Teixeira; R. Rosmaninho; R. Lopes; D. Dias; G. Vítor; G. Perna; M. Silva; C. Senna; D. Raposo; M. Luís; S. Sargento; A. Oliveira; N. B. de Carvalho","Pólo de Aveiro, Instituto de Telecomunicações, Aveiro, Portugal; Pólo de Aveiro, Instituto de Telecomunicações, Aveiro, Portugal; Pólo de Aveiro, Instituto de Telecomunicações, Aveiro, Portugal; Pólo de Aveiro, Instituto de Telecomunicações, Aveiro, Portugal; Pólo de Aveiro, Instituto de Telecomunicações, Aveiro, Portugal; Pólo de Aveiro, Instituto de Telecomunicações, Aveiro, Portugal; Pólo de Aveiro, Instituto de Telecomunicações, Aveiro, Portugal; Pólo de Aveiro, Instituto de Telecomunicações, Aveiro, Portugal; Pólo de Aveiro, Instituto de Telecomunicações, Aveiro, Portugal; Pólo de Aveiro, Instituto de Telecomunicações, Aveiro, Portugal; Pólo de Aveiro, Instituto de Telecomunicações, Aveiro, Portugal; Pólo de Aveiro, Instituto de Telecomunicações, Aveiro, Portugal; Pólo de Aveiro, Instituto de Telecomunicações, Aveiro, Portugal; Pólo de Aveiro, Instituto de Telecomunicações, Aveiro, Portugal; Pólo de Aveiro, Instituto de Telecomunicações, Aveiro, Portugal; Pólo de Aveiro, Instituto de Telecomunicações, Aveiro, Portugal; Pólo de Aveiro, Instituto de Telecomunicações, Aveiro, Portugal",IEEE Internet of Things Journal,"25 Jul 2023","2023","10","15","13489","13510","This article presents the deployment and experimentation architecture of the Aveiro Tech City Living Lab (ATCLL) in Aveiro, Portugal. This platform comprises a large number of Internet of Things (IoT) devices with communication, sensing, and computing capabilities. The communication infrastructure, built on fiber and millimeter-wave (mmWave) links, integrates a communication network with radio terminals [WiFi, ITS-G5, cellular vehicular-to-everything, 5G and LoRa(WAN)], multiprotocol, spread throughout 44 connected points of access in the city. Additionally, public transportation has also been equipped with communication and sensing units. All these points combine and interconnect a set of sensors, such as mobility (radars, light detection and rangings (LiDARs), and video cameras) and environmental sensors. Combining edge computing and cloud management to deploy the services and manage the platform, and a data platform to gather and process the data, the living lab supports a wide range of services and applications: IoT, intelligent transport systems (ITSs) and assisted driving, environmental monitoring, emergency and safety, and among others. This article describes the architecture, implementation, and deployment to make the overall platform to work and integrate researchers and citizens. Moreover, it showcases some examples of the performance metrics achieved in the city infrastructure, the data that can be collected, visualized, and used to build services and applications to the cities, and, finally, different use cases in the mobility and safety scenarios.","2327-4662","","10.1109/JIOT.2023.3262627","European Regional Development Fund (ERDF), included in the “Urban Innovative Actions” Programme, through Project Aveiro STEAM City(grant numbers:UIA03-084); FCT/MEC through National Funds(grant numbers:PTDC/EEI-COM/5284/2020); FCT/MCTES through National Funds and when applicable co-funded EU funds(grant numbers:UIDB/50008/2020-UIDP/50008/2020); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10083171","Connectivity management;smart cities;software-defined networks;test-bed and trials;vehicular networks","Sensors;Smart cities;Internet of Things;Wireless fidelity;Safety;Temperature sensors;Computer architecture","","28","","49","IEEE","28 Mar 2023","","","IEEE","IEEE Journals"
"Empowering the 6G Cellular Architecture With Open RAN","M. Polese; M. Dohler; F. Dressler; M. Erol-Kantarci; R. Jana; R. Knopp; T. Melodia","Institute for the Wireless Internet of Things, Northeastern University, Boston, MA, USA; Advanced Technology Group, Ericsson Inc., Santa Clara, CA, USA; School of Electrical Engineering and Computer Science, TU Berlin, Berlin, Germany; School of Electrical Engineering and Computer Science, University of Ottawa, Ottawa, Canada; Google, New York City, NY, USA; EURECOM, Sophia Antipolis, Biot, France; Institute for the Wireless Internet of Things, Northeastern University, Boston, MA, USA",IEEE Journal on Selected Areas in Communications,"16 Jan 2024","2024","42","2","245","262","Innovation and standardization in 5G have brought advancements to every facet of the cellular architecture. This ranges from the introduction of new frequency bands and signaling technologies for the radio access network (RAN), to a core network underpinned by micro-services and network function virtualization (NFV). However, like any emerging technology, the pace of real-world deployments does not instantly match the pace of innovation. To address this discrepancy, one of the key aspects under continuous development is the RAN with the aim of making it more open, adaptive, functional, and easy to manage. In this paper, we highlight the transformative potential of embracing novel cellular architectures by transitioning from conventional systems to the progressive principles of Open RAN. This promises to make 6G networks more agile, cost-effective, energy-efficient, and resilient. It opens up a plethora of novel use cases, ranging from ubiquitous support for autonomous devices to cost-effective expansions in regions previously underserved. The principles of Open RAN encompass: (i) a disaggregated architecture with modular and standardized interfaces; (ii) cloudification, programmability and orchestration; and (iii) AI-enabled data-centric closed-loop control and automation. We first discuss the transformative role Open RAN principles have played in the 5G era. Then, we adopt a system-level approach and describe how these Open RAN principles will support 6G RAN and architecture innovation. We qualitatively discuss potential performance gains that Open RAN principles yield for specific 6G use cases. For each principle, we outline the steps that research, development and standardization communities ought to take to make Open RAN principles central to next-generation cellular network designs.","1558-0008","","10.1109/JSAC.2023.3334610","U.S. National Science Foundation(grant numbers:CNS-2117814); Federal Ministry of Education and Research (BMBF), Germany, within the 6G Platform(grant numbers:16KISK050); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10329947","Open RAN;6G;architecture;end-to-end","5G mobile communication;Cellular networks;6G mobile communication;Wireless communication;Technological innovation;3GPP;Quality of service","","28","","153","IEEE","28 Nov 2023","","","IEEE","IEEE Journals"
