"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"HPC3ZQJ2","conferencePaper","2022","Roy, Rohan Basu; Patel, Tirthak; Tiwari, Devesh","IceBreaker: warming serverless functions better with heterogeneity","Proceedings of the 27th ACM International Conference on Architectural Support for Programming Languages and Operating Systems","978-1-4503-9205-1","","10.1145/3503222.3507750","https://dl.acm.org/doi/10.1145/3503222.3507750","","2022-02-28","2025-10-27 09:36:46","2025-10-27 09:36:46","2025-10-27 09:07:44","753-767","","","","","","IceBreaker","","","","","ACM","Lausanne Switzerland","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ASPLOS '22: 27th ACM International Conference on Architectural Support for Programming Languages and Operating Systems","","","","","","","","","","","","","","",""
"9YD8CUH3","conferencePaper","2022","Yang, Yanan; Zhao, Laiping; Li, Yiming; Zhang, Huanyu; Li, Jie; Zhao, Mingyang; Chen, Xingzhen; Li, Keqiu","INFless: a native serverless system for low-latency, high-throughput inference","Proceedings of the 27th ACM International Conference on Architectural Support for Programming Languages and Operating Systems","978-1-4503-9205-1","","10.1145/3503222.3507709","https://dl.acm.org/doi/10.1145/3503222.3507709","","2022-02-28","2025-10-27 09:36:46","2025-10-27 09:36:46","2025-10-27 09:07:46","768-781","","","","","","INFless","","","","","ACM","Lausanne Switzerland","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ASPLOS '22: 27th ACM International Conference on Architectural Support for Programming Languages and Operating Systems","","","","","","","","","","","","","","",""
"9ZK2J3WU","journalArticle","2024","Deng, Shuiguang; Zhao, Hailiang; Huang, Binbin; Zhang, Cheng; Chen, Feiyi; Deng, Yinuo; Yin, Jianwei; Dustdar, Schahram; Zomaya, Albert Y.","Cloud-native computing: A survey from the perspective of services","Proceedings of the IEEE","","","","https://ieeexplore.ieee.org/abstract/document/10433234/","","2024","2025-10-27 09:36:46","2025-10-27 09:36:46","2025-10-27 09:07:46","12-46","","1","112","","","Cloud-native computing","","","","","","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WNE5B3P8","journalArticle","2022","Mampage, Anupama; Karunasekera, Shanika; Buyya, Rajkumar","A Holistic View on Resource Management in Serverless Computing Environments: Taxonomy and Future Directions","ACM Computing Surveys","","0360-0300, 1557-7341","10.1145/3510412","https://dl.acm.org/doi/10.1145/3510412","Serverless computing has emerged as an attractive deployment option for cloud applications in recent times. The unique features of this computing model include rapid auto-scaling, strong isolation, fine-grained billing options, and access to a massive service ecosystem, which autonomously handles resource management decisions. This model is increasingly being explored for deployments in geographically distributed edge and fog computing networks as well, due to these characteristics. Effective management of computing resources has always gained a lot of attention among researchers. The need to automate the entire process of resource provisioning, allocation, scheduling, monitoring, and scaling has resulted in the need for specialized focus on resource management under the serverless model. In this article, we identify the major aspects covering the broader concept of resource management in serverless environments and propose a taxonomy of elements that influence these aspects, encompassing characteristics of system design, workload attributes, and stakeholder expectations. We take a holistic view on serverless environments deployed across edge, fog, and cloud computing networks. We also analyse existing works discussing aspects of serverless resource management using this taxonomy. This article further identifies gaps in literature and highlights future research directions for improving capabilities of this computing model.","2022-01-31","2025-10-27 09:36:46","2025-10-27 09:36:46","2025-10-27 09:07:50","1-36","","11s","54","","ACM Comput. Surv.","A Holistic View on Resource Management in Serverless Computing Environments","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B3846N4X","conferencePaper","2022","Gunasekaran, Jashwant Raj; Mishra, Cyan Subhra; Thinakaran, Prashanth; Sharma, Bikash; Kandemir, Mahmut Taylan; Das, Chita R.","Cocktail: A multidimensional optimization for model serving in cloud","19th USENIX Symposium on Networked Systems Design and Implementation (NSDI 22)","","","","https://www.usenix.org/conference/nsdi22/presentation/gunasekaran","","2022","2025-10-27 09:36:46","2025-10-27 09:36:46","2025-10-27 09:07:52","1041-1057","","","","","","Cocktail","","","","","","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A7R5PHMW","journalArticle","2021","Hassan, Hassan B.; Barakat, Saman A.; Sarhan, Qusay I.","Survey on serverless computing","Journal of Cloud Computing","","2192-113X","10.1186/s13677-021-00253-7","https://journalofcloudcomputing.springeropen.com/articles/10.1186/s13677-021-00253-7","Abstract Serverless computing has gained importance over the last decade as an exciting new field, owing to its large influence in reducing costs, decreasing latency, improving scalability, and eliminating server-side management, to name a few. However, to date there is a lack of in-depth survey that would help developers and researchers better understand the significance of serverless computing in different contexts. Thus, it is essential to present research evidence that has been published in this area. In this systematic survey, 275 research papers that examined serverless computing from well-known literature databases were extensively reviewed to extract useful data. Then, the obtained data were analyzed to answer several research questions regarding state-of-the-art contributions of serverless computing, its concepts, its platforms, its usage, etc. We moreover discuss the challenges that serverless computing faces nowadays and how future research could enable its implementation and usage.","2021-07-12","2025-10-27 09:36:46","2025-10-27 09:36:46","2025-10-27 09:07:52","39","","1","10","","J Cloud Comp","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KC98WQ47","conferencePaper","2021","Bhasi, Vivek M.; Gunasekaran, Jashwant Raj; Thinakaran, Prashanth; Mishra, Cyan Subhra; Kandemir, Mahmut Taylan; Das, Chita","Kraken: Adaptive Container Provisioning for Deploying Dynamic DAGs in Serverless Platforms","Proceedings of the ACM Symposium on Cloud Computing","978-1-4503-8638-8","","10.1145/3472883.3486992","https://dl.acm.org/doi/10.1145/3472883.3486992","","2021-11","2025-10-27 09:36:46","2025-10-27 09:36:46","2025-10-27 09:07:54","153-167","","","","","","Kraken","","","","","ACM","Seattle WA USA","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SoCC '21: ACM Symposium on Cloud Computing","","","","","","","","","","","","","","",""
"7XVNPIC9","journalArticle","2024","Ghorbian, Mohsen; Ghobaei-Arani, Mostafa","A survey on the cold start latency approaches in serverless computing: an optimization-based perspective","Computing","","0010-485X, 1436-5057","10.1007/s00607-024-01335-5","https://link.springer.com/10.1007/s00607-024-01335-5","","2024-11","2025-10-27 09:36:46","2025-10-27 09:36:46","2025-10-27 09:07:56","3755-3809","","11","106","","Computing","A survey on the cold start latency approaches in serverless computing","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YJLCKX7L","conferencePaper","2021","Romero, Francisco; Zhao, Mark; Yadwadkar, Neeraja J.; Kozyrakis, Christos","Llama: A Heterogeneous & Serverless Framework for Auto-Tuning Video Analytics Pipelines","Proceedings of the ACM Symposium on Cloud Computing","978-1-4503-8638-8","","10.1145/3472883.3486972","https://dl.acm.org/doi/10.1145/3472883.3486972","","2021-11","2025-10-27 09:36:46","2025-10-27 09:36:46","2025-10-27 09:07:58","1-17","","","","","","Llama","","","","","ACM","Seattle WA USA","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SoCC '21: ACM Symposium on Cloud Computing","","","","","","","","","","","","","","",""
"XBGYWZWY","conferencePaper","2023","Stojkovic, Jovan; Xu, Tianyin; Franke, Hubertus; Torrellas, Josep","MXFaaS: Resource Sharing in Serverless Environments for Parallelism and Efficiency","Proceedings of the 50th Annual International Symposium on Computer Architecture","979-8-4007-0095-8","","10.1145/3579371.3589069","https://dl.acm.org/doi/10.1145/3579371.3589069","","2023-06-17","2025-10-27 09:36:46","2025-10-27 09:36:46","2025-10-27 09:09:20","1-15","","","","","","MXFaaS","","","","","ACM","Orlando FL USA","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ISCA '23: 50th Annual International Symposium on Computer Architecture","","","","","","","","","","","","","","",""
"JVHS5EVZ","journalArticle","2022","Vahidinia, Parichehr; Farahani, Bahar; Aliee, Fereidoon Shams","Mitigating cold start problem in serverless computing: A reinforcement learning approach","IEEE Internet of Things Journal","","","","https://ieeexplore.ieee.org/abstract/document/9749611/","","2022","2025-10-27 09:36:46","2025-10-27 09:36:46","2025-10-27 09:09:23","3917-3927","","5","10","","","Mitigating cold start problem in serverless computing","","","","","","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZI9FGA7H","journalArticle","2022","Gao, Wei; Hu, Qinghao; Ye, Zhisheng; Sun, Peng; Wang, Xiaolin; Luo, Yingwei; Zhang, Tianwei; Wen, Yonggang","Deep Learning Workload Scheduling in GPU Datacenters: Taxonomy, Challenges and Vision","","","","10.48550/arXiv.2205.11913","http://arxiv.org/abs/2205.11913","Deep learning (DL) shows its prosperity in a wide variety of fields. The development of a DL model is a time-consuming and resource-intensive procedure. Hence, dedicated GPU accelerators have been collectively constructed into a GPU datacenter. An efficient scheduler design for such GPU datacenter is crucially important to reduce the operational cost and improve resource utilization. However, traditional approaches designed for big data or high performance computing workloads can not support DL workloads to fully utilize the GPU resources. Recently, substantial schedulers are proposed to tailor for DL workloads in GPU datacenters. This paper surveys existing research efforts for both training and inference workloads. We primarily present how existing schedulers facilitate the respective workloads from the scheduling objectives and resource consumption features. Finally, we prospect several promising future research directions. More detailed summary with the surveyed paper and code links can be found at our project website: https://github.com/S-Lab-System-Group/Awesome-DL-Scheduling-Papers","2022-06-01","2025-10-27 09:36:46","2025-10-27 09:36:46","2025-10-27 09:09:25","","","","","","","Deep Learning Workload Scheduling in GPU Datacenters","","","","","","","","","","","","arXiv.org","","Publisher: arXiv","","","","Computer Science - Artificial Intelligence; Computer Science - Distributed, Parallel, and Cluster Computing; Computer Science - Machine Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MSTEM6RR","conferencePaper","2022","Fuerst, Alexander; Sharma, Prateek","Locality-aware Load-Balancing For Serverless Clusters","Proceedings of the 31st International Symposium on High-Performance Parallel and Distributed Computing","978-1-4503-9199-3","","10.1145/3502181.3531459","https://dl.acm.org/doi/10.1145/3502181.3531459","","2022-06-27","2025-10-27 09:36:46","2025-10-27 09:36:46","2025-10-27 09:09:26","227-239","","","","","","","","","","","ACM","Minneapolis MN USA","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HPDC '22: The 31st International Symposium on High-Performance Parallel and Distributed Computing","","","","","","","","","","","","","","",""
"59RQC67F","conferencePaper","2024","Stojkovic, Jovan; Iliakopoulou, Nikoleta; Xu, Tianyin; Franke, Hubertus; Torrellas, Josep","Ecofaas: Rethinking the design of serverless environments for energy efficiency","2024 ACM/IEEE 51st Annual International Symposium on Computer Architecture (ISCA)","","","","https://ieeexplore.ieee.org/abstract/document/10609608/","","2024","2025-10-27 09:36:46","2025-10-27 09:36:46","2025-10-27 09:09:26","471-486","","","","","","Ecofaas","","","","","IEEE","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8H8UAZR7","conferencePaper","2022","Bhasi, Vivek M.; Gunasekaran, Jashwant Raj; Sharma, Aakash; Kandemir, Mahmut Taylan; Das, Chita","Cypress: input size-sensitive container provisioning and request scheduling for serverless platforms","Proceedings of the 13th Symposium on Cloud Computing","978-1-4503-9414-7","","10.1145/3542929.3563464","https://dl.acm.org/doi/10.1145/3542929.3563464","","2022-11-07","2025-10-27 09:36:46","2025-10-27 09:36:46","2025-10-27 09:09:28","257-272","","","","","","Cypress","","","","","ACM","San Francisco California","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SoCC '22: ACM Symposium on Cloud Computing","","","","","","","","","","","","","","",""
"84VMTZC5","journalArticle","2024","Kumari, Anisha; Sahoo, Bibhudatta","ACPM: adaptive container provisioning model to mitigate serverless cold-start","Cluster Computing","","1386-7857, 1573-7543","10.1007/s10586-023-04016-8","https://link.springer.com/10.1007/s10586-023-04016-8","","2024-04","2025-10-27 09:36:46","2025-10-27 09:36:46","2025-10-27 09:09:30","1333-1360","","2","27","","Cluster Comput","ACPM","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UBXNNUZ7","journalArticle","2023","Mampage, Anupama; Karunasekera, Shanika; Buyya, Rajkumar","Deep reinforcement learning for application scheduling in resource-constrained, multi-tenant serverless computing environments","Future Generation Computer Systems","","","","https://www.sciencedirect.com/science/article/pii/S0167739X2300047X","","2023","2025-10-27 09:36:46","2025-10-27 09:36:46","2025-10-27 09:09:36","277-292","","","143","","","","","","","","","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E4936NUJ","journalArticle","2023","Rastegar, Seyed Hamed; Shafiei, Hossein; Khonsari, Ahmad","Enex: An energy-aware execution scheduler for serverless computing","IEEE Transactions on Industrial Informatics","","","","https://ieeexplore.ieee.org/abstract/document/10169097/","","2023","2025-10-27 09:36:46","2025-10-27 09:36:46","2025-10-27 09:09:39","2342-2353","","2","20","","","Enex","","","","","","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RUXRAN8Q","conferencePaper","2023","Liu, Qingyuan; Du, Dong; Xia, Yubin; Zhang, Ping; Chen, Haibo","The Gap Between Serverless Research and Real-world Systems.","SoCC","","","","https://ipads.se.sjtu.edu.cn/zh/publications/LiuSoCC23.pdf","","2023","2025-10-27 09:36:46","2025-10-27 09:36:46","2025-10-27 09:09:41","475-485","","","","","","","","","","","","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SL2YUBKC","conferencePaper","2023","Basu Roy, Rohan; Patel, Tirthak; Liew, Richmond; Babuji, Yadu Nand; Chard, Ryan; Tiwari, Devesh","ProPack: Executing Concurrent Serverless Functions Faster and Cheaper","Proceedings of the 32nd International Symposium on High-Performance Parallel and Distributed Computing","979-8-4007-0155-9","","10.1145/3588195.3592988","https://dl.acm.org/doi/10.1145/3588195.3592988","","2023-08-07","2025-10-27 09:36:46","2025-10-27 09:36:46","2025-10-27 09:10:52","211-224","","","","","","ProPack","","","","","ACM","Orlando FL USA","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HPDC '23: The 32nd International Symposium on High-Performance Parallel and Distributed Computing","","","","","","","","","","","","","","",""
"63L25CY2","conferencePaper","2024","Basu Roy, Rohan; Patel, Tirthak; Garg, Rohan; Tiwari, Devesh","CodeCrunch: Improving Serverless Performance via Function Compression and Cost-Aware Warmup Location Optimization","Proceedings of the 29th ACM International Conference on Architectural Support for Programming Languages and Operating Systems, Volume 1","979-8-4007-0372-0","","10.1145/3617232.3624866","https://dl.acm.org/doi/10.1145/3617232.3624866","","2024-04-27","2025-10-27 09:36:46","2025-10-27 09:36:46","2025-10-27 09:10:54","85-101","","","","","","CodeCrunch","","","","","ACM","La Jolla CA USA","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ASPLOS '24: 29th ACM International Conference on Architectural Support for Programming Languages and Operating Systems, Volume 1","","","","","","","","","","","","","","",""
"L8662VC7","conferencePaper","2024","Wang, Li; Jiang, Yankai; Mi, Ningfang","Advancing Serverless Computing for Scalable AI Model Inference: Challenges and Opportunities","Proceedings of the 10th International Workshop on Serverless Computing","979-8-4007-1336-1","","10.1145/3702634.3702950","https://dl.acm.org/doi/10.1145/3702634.3702950","","2024-12-02","2025-10-27 09:36:46","2025-10-27 09:36:46","2025-10-27 09:10:57","1-6","","","","","","Advancing Serverless Computing for Scalable AI Model Inference","","","","","ACM","Hong Kong Hong Kong","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WoSC10 '24: 10th International Workshop on Serverless Computing","","","","","","","","","","","","","","",""
"I9A5ZANB","conferencePaper","2021","Suresh, Amoghavarsha; Gandhi, Anshul","ServerMore: Opportunistic Execution of Serverless Functions in the Cloud","Proceedings of the ACM Symposium on Cloud Computing","978-1-4503-8638-8","","10.1145/3472883.3486979","https://dl.acm.org/doi/10.1145/3472883.3486979","","2021-11","2025-10-27 09:36:46","2025-10-27 09:36:46","2025-10-27 09:10:58","570-584","","","","","","ServerMore","","","","","ACM","Seattle WA USA","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SoCC '21: ACM Symposium on Cloud Computing","","","","","","","","","","","","","","",""
"ELAWILUK","journalArticle","2024","Cai, Xinquan; Sang, Qianlong; Hu, Chuang; Gong, Yili; Suo, Kun; Zhou, Xiaobo; Cheng, Dazhao","Incendio: priority-based scheduling for alleviating cold start in serverless computing","IEEE Transactions on Computers","","","","https://ieeexplore.ieee.org/abstract/document/10494685/","","2024","2025-10-27 09:36:46","2025-10-27 09:36:46","2025-10-27 09:11:04","1780-1794","","7","73","","","Incendio","","","","","","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IKBQJIJL","conferencePaper","2023","Rattihalli, Gourav; Hogade, Ninad; Dhakal, Aditya; Frachtenberg, Eitan; Enriquez, Rolando Pablo Hong; Bruel, Pedro; Mishra, Alok; Milojicic, Dejan","Fine-grained heterogeneous execution framework with energy aware scheduling","2023 IEEE 16th International Conference on Cloud Computing (CLOUD)","","","","https://ieeexplore.ieee.org/abstract/document/10254957/","","2023","2025-10-27 09:36:46","2025-10-27 09:36:46","2025-10-27 09:11:06","35-44","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZC7BP4E7","conferencePaper","2024","Liu, Yunzhuo; Guo, Junchen; Jiang, Bo; Zhang, Pengyu; Sun, Xiaoqing; Song, Yang; Ren, Wei; Hou, Zhiyuan; Lyu, Biao; Wen, Rong; Zhu, Shunmin; Wang, Xinbing","Understanding Network Startup for Secure Containers in Multi-Tenant Clouds: Performance, Bottleneck and Optimization","Proceedings of the 2024 ACM on Internet Measurement Conference","979-8-4007-0592-2","","10.1145/3646547.3688436","https://dl.acm.org/doi/10.1145/3646547.3688436","","2024-11-04","2025-10-27 09:36:46","2025-10-27 09:36:46","2025-10-27 09:11:08","635-650","","","","","","Understanding Network Startup for Secure Containers in Multi-Tenant Clouds","","","","","ACM","Madrid Spain","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IMC '24: ACM Internet Measurement Conference","","","","","","","","","","","","","","",""
