"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"R8U6JKFY","conferencePaper","2024","Morales, Jose; Antunes, Luiz; Earl, Patrick; Edman, Robert; Hamed, Jeffrey; Reynolds, Douglas; Maffey, Katherine R; Yankel, Joseph; Yasar, Hasan","Insights on Implementing a Metrics Baseline for Post-Deployment AI Container Monitoring","Proceedings of the 2024 International Conference on Software and Systems Processes","979-8-4007-0991-3","","10.1145/3666015.3666018","https://doi.org/10.1145/3666015.3666018","Post-deployment monitoring (PDM) occurs in the late stages of a DevSecOps (DSO) pipeline. Its role in DSO is critical in providing feedback loops on system performance leading to desirable changes achieving long-term system and application sustainment. Containers are the de-facto deployed artifacts in DSO for diverse forms of systems and applications including AI models. Long-term sustainment of containerized AI models requires appropriate metrics for the successful maintenance of optimal container and model computing performance and correct model inference. There is no agreed upon set of metrics that should always be present when monitoring a deployed containerized AI model. The current literature and practice can benefit from a standard baseline of metrics for long-term monitoring of containerized AI models focused on computing and inference. In this paper, we propose a candidate baseline of metrics for consideration as a standard across PDM for any containerized AI model. We present a proof-of-concept (PoC) that implements a baseline of metrics for the continuous monitoring of an operationally deployed containerized AI model. The baseline represents the minimal metrics required for any containerized model deployed and actively operating to ensure successful long-term monitoring and support of optimal operation and performance. The metrics focus on container operation, model operation, and model inference. This paper also details the raw data required for the metrics along with a PoC which demonstrates container engineering for their acquisition. The paper illustrates the baseline as a mix of dynamic metrics that are customized for each problem class (e.g., object detection, regression) and data modality together with static metrics that should be present for any containerized model. The paper further shows that a containerized AI model can be engineered to produce these metrics and describes the benefits of a standardized baseline of metrics to aid in the reduction of power consumption in the global digital enterprise.","2024","2025-03-14 16:13:12","2025-03-14 16:13:12","","46–55","","","","","","","ICSSP '24","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: M\, Germany","","","","AI; Artificial Intelligence; Container; Continuous Deployment; Deployment; DevOps; DevSecOps.; Machine Learning; Metrics; ML; Performance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M4M95C3Y","conferencePaper","2022","N. Toosi, Adel; Agarwal, Chayan; Mashayekhy, Lena; Moghaddam, Sara K.; Mahmud, Redowan; Tari, Zahir","GreenFog: A Framework for&nbsp;Sustainable Fog Computing","Service-Oriented Computing: 20th International Conference, ICSOC 2022, Seville, Spain, November 29 – December 2, 2022, Proceedings","978-3-031-20983-3","","10.1007/978-3-031-20984-0_38","https://doi.org/10.1007/978-3-031-20984-0_38","The alarming rate of increase in energy demand and carbon footprint of Fog environments has become a critical issue. It is, therefore, necessary to reduce the percentage of brown energy consumption in these systems and integrate renewable energy use into Fog. Renewables, however, are prone to availability fluctuations due to their variable and intermittent nature. In this paper, we propose a new Fog framework and design various optimization techniques, including linear programming optimization, linear regression estimation, and Multi-Armed Bandit (MAB) learning to optimize renewable energy use in the Fog based on a novel idea of load shaping with adaptive Quality of Service (QoS). The proposed framework, along with the optimization techniques, are tested on a real-world micro data center (Fog environment) powered by solar energy sources connected to multiple IoT devices. The results show that our proposed framework significantly reduces the difference between renewable energy generation and total energy consumption while efficiently adjusting the QoS of applications.","2022","2025-03-14 16:13:12","2025-03-14 16:13:12","","540–549","","","","","","","","","","","Springer-Verlag","Berlin, Heidelberg","","","","","","","","event-place: Seville, Spain","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4K922YQX","conferencePaper","2021","Rao, Vishal; Singh, Vishnu; Goutham, K. S.; Kempaiah, Bharani Ujjaini; Mampilli, Ruben John; Kalambur, Subramaniam; Sitaram, Dinkar","Scheduling Microservice Containers on Large Core Machines Through Placement and Coalescing","Job Scheduling Strategies for Parallel Processing: 24th International Workshop, JSSPP 2021, Virtual Event, May 21, 2021, Revised Selected Papers","978-3-030-88223-5","","10.1007/978-3-030-88224-2_5","https://doi.org/10.1007/978-3-030-88224-2_5","Current applications deployed on the cloud use the microservice programming model to enable rapid deployment. Due to the loosely coupled nature of the interactions between microservices, they are well suited for the distributed nature of cloud systems. However, we are seeing a trend of increasing core counts on newer server hardware and scheduling microservices agnostic to the local organization of cores and memory on these systems leads to sub-optimal performance. In this paper, we propose a placement scheme to map containers of a microservice to various cores on such machines to maximize performance. We further study the impact of various parameters such as packet sizes and database sizes on the placement scheme and demonstrate that our placement scheme increases throughput by 22% while simultaneously lowering tail latency. Finally, we propose a mechanism to dynamically coalesce services on commonly called paths into a single container and demonstrate a further 7.5% improvement in throughput.","2021","2025-03-14 16:13:12","2025-03-14 16:13:12","","80–100","","","","","","","","","","","Springer-Verlag","Berlin, Heidelberg","","","","","","","","","","","","Microservices; Performance; Container-scheduling; NUMA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R9XM6QRG","conferencePaper","2019","Sriraman, Akshitha; Dhanotia, Abhishek; Wenisch, Thomas F.","SoftSKU: optimizing server architectures for microservice diversity @scale","Proceedings of the 46th International Symposium on Computer Architecture","978-1-4503-6669-4","","10.1145/3307650.3322227","https://doi.org/10.1145/3307650.3322227","The variety and complexity of microservices in warehouse-scale data centers has grown precipitously over the last few years to support a growing user base and an evolving product portfolio. Despite accelerating microservice diversity, there is a strong requirement to limit diversity in underlying server hardware to maintain hardware resource fungibility, preserve procurement economies of scale, and curb qualification/test overheads. As such, there is an urgent need for strategies that enable limited server CPU architectures (a.k.a ""SKUs"") to provide performance and energy efficiency over diverse microservices. To this end, we first undertake a comprehensive characterization of the top seven microservices that run on the compute-optimized data center fleet at Facebook.Our characterization reveals profound diversity in OS and I/O interaction, cache misses, memory bandwidth utilization, instruction mix, and CPU stall behavior. Whereas customizing a CPU SKU for each microservice might be beneficial, it is prohibitive. Instead, we argue for ""soft SKUs"", wherein we exploit coarse-grain (e.g., boot time) configuration knobs to tune the platform for a particular microservice. We develop a tool, μSKU, that automates search over a soft-SKU design space using A/B testing in production and demonstrate how it can obtain statistically significant gains (up to 7.2% and 4.5% performance improvement over stock and production servers, respectively) with no additional hardware requirements.","2019","2025-03-14 16:13:12","2025-03-14 16:13:12","","513–526","","","","","","","ISCA '19","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Phoenix, Arizona","","","","microservice; resource fungibility; soft SKU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ESDD6GW3","book","2024","","MECC '24: Proceedings of the 1st International Workshop on MetaOS for the Cloud-Edge-IoT Continuum","","979-8-4007-0543-4","","","","","2024","2025-03-14 16:13:12","2025-03-14 16:13:12","","","","","","","","","","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UGSXGM7L","conferencePaper","2019","Liu, Ming; Peter, Simon; Krishnamurthy, Arvind; Phothilimthana, Phitchaya Mangpo","E3: energy-efficient microservices on SmartNIC-accelerated servers","Proceedings of the 2019 USENIX Conference on Usenix Annual Technical Conference","978-1-939133-03-8","","","","We investigate the use of SmartNIC-accelerated servers to execute microservice-based applications in the data center. By offloading suitable microservices to the SmartNIC's lowpower processor, we can improve server energy-efficiency without latency loss. However, as a heterogeneous computing substrate in the data path of the host, SmartNICs bring several challenges to a microservice platform: network traffic routing and load balancing, microservice placement on heterogeneous hardware, and contention on shared SmartNIC resources.We present E3, a microservice execution platform for SmartNIC-accelerated servers. E3 follows the design philosophies of the Azure Service Fabric microservice platform and extends key system components to a SmartNIC to address the above-mentioned challenges. E3 employs three key techniques: ECMP-based load balancing via SmartNICs to the host, network topology-aware microservice placement, and a data-plane orchestrator that can detect SmartNIC overload. Our E3 prototype using Cavium LiquidIO SmartNICs shows that SmartNIC offload can improve cluster energy-efficiency up to 3× and cost efficiency up to 1.9× at up to 4% latency cost for common microservices, including real-time analytics, an IoT hub, and virtual network functions.","2019","2025-03-14 16:13:12","2025-03-14 16:13:12","","363–378","","","","","","","USENIX ATC '19","","","","USENIX Association","USA","","","","","","","","event-place: Renton, WA, USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TVVUEH8Z","conferencePaper","2024","Daniel, João; Wang, Xiaofeng; Guerra, Eduardo","Pattern Language for Leveraging Metadata to Reusability in APIs","Proceedings of the 29th European Conference on Pattern Languages of Programs, People, and Practices","979-8-4007-1683-6","","10.1145/3698322.3698344","https://doi.org/10.1145/3698322.3698344","Nowadays, corporate systems are heterogeneous, with distributed pieces that collaborate to fulfill the requirements. Communication between autonomous components becomes a key aspect to maintain the quality of the architecture. As a consequence, remote APIs are in focus: the quality in their design might significantly impact the quality of the interacting components. We aim to assist practitioners with designing reusable APIs. We present 8 patterns: (i) “Flexibilize the Ingestion” that structures an API to provide seamless integration by accepting heterogeneous structures as input; (ii) “Enrich with Metadata” that adds a new layer containing metadata to the messages exchanged; (iii) “Agree on Meta Structure” that defines a common metadata structure among the communicating parts; (iv) “Plug the Processors In” that proposes decoupled but composable handlers for the data and metadata; then (v) “Embed Metadata”, (vi) “Configure Meta in Runtime” and (vii) “Configure Meta during Deploy” propose different settings for the placement and setting of metadata; and (viii) “Adapt the Ingestion” that includes an adapter dedicated to set the metadata for ingestion when it is impossible to change the original sender.","2024","2025-03-14 16:13:12","2025-03-14 16:13:12","","","","","","","","","EuroPLoP '24","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","API; Metadata; Reusability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4ALJQ5YX","conferencePaper","2022","Orellana, Cristian; Fernandez, Eduardo B.; Astudillo, Hernán","A pattern for a secure sensor node","Proceedings of the 27th Conference on Pattern Languages of Programs","978-1-941652-16-9","","","","Today, with the proliferation of the Internet of Things (IoT), the use of sensors is widely extended to domains as diverse as health, support and automation of industrial processes under the paradigm of Industry 4.0, traffic control, smart cities, monitoring of transport fleets, among many other applications. A problem that emerges from these scenarios is that both the data that circulates through sensor ecosystems, as well as that which is temporarily stored by these sensors, may eventually be subject to intervention by malicious users, generating: (1) a negative impact on the privacy, integrity and confidentiality of user and system data; and (2) compromise the security of the sensor nodes to execute malicious actions on a physical or digital environment, impacting on the safety of people, and economically on companies and communities. In this article, we introduce a pattern for the architectural design of a secure sensor node that characterizes the problem and helps architects solve it using a reusable, adaptable, and extensible solution. This pattern describes a Secure Sensor Node, a Cyber-Physical System (CPS) whose purpose is to obtain, store and subsequently transmit data securely from a physical environment, to other nodes or Information Systems.","2022","2025-03-14 16:13:12","2025-03-14 16:13:12","","","","","","","","","PLoP '20","","","","The Hillside Group","USA","","","","","","","","event-place: Virtual Event","","","","architecture; pattern; sensors; wireless communication","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RDILV5P5","conferencePaper","2019","Dobaj, Jürgen; Schuss, Markus; Krisper, Michael; Boano, Carlo Alberto; Macher, Georg","Dependable mesh networking patterns","Proceedings of the 24th European Conference on Pattern Languages of Programs","978-1-4503-6206-1","","10.1145/3361149.3361174","https://doi.org/10.1145/3361149.3361174","In our daily life, we are increasingly relying on connected systems ranging from smart health care devices to industrial and intelligent transportation systems, as well as smart homes and cities. The unavailability or malfunctioning of these systems could threaten human life, cause environmental damage, and significant financial loss. To prevent such large scale and mission-critical systems from malfunctioning, it is of utmost importance to establish and guaranty reliable connections to attain a dependable networked system. Generally, mesh networking technologies are used for building such systems since mesh networks provide the best performance characteristics regarding fault-tolerance, throughput, resource usage, and service level flexibility.In this paper, we summarize the major challenges in dependable network design, to subsequently present three patterns that approach redundancy on the hardware level, software-defined networking, and cross-cutting concerns like monitoring and service discovery within distributed networked systems. These three patterns should help designers and engineers in choosing the appropriate technologies for building dependable networked systems at all scales. Since dependable network engineering requires a holistic system-wide design and engineering approach, we also present a pattern map guiding to complementary and closely related patterns. System architects and system engineers responsible for building mixed-criticality systems, internet-of-things (IoT), and industrial Internet-of-Things (IIoT) systems are the target audience of the patterns presented in this paper.","2019","2025-03-14 16:13:12","2025-03-14 16:13:12","","","","","","","","","EuroPLop '19","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Irsee, Germany","","","","microservices; cloud architecture; dependability; IaaS; IIoT; industry 4.0; infrastructure-as-a-service; IoT; logical mesh pattern; network architecture; network design; physical mesh pattern; service mesh pattern; service-oriented architecture; SoA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6UCSSHXG","conferencePaper","2024","Maranhão, João José; Guerra, Eduardo Martins","A Prompt Pattern Sequence Approach to Apply Generative AI in Assisting Software Architecture Decision-making","Proceedings of the 29th European Conference on Pattern Languages of Programs, People, and Practices","979-8-4007-1683-6","","10.1145/3698322.3698324","https://doi.org/10.1145/3698322.3698324","This paper proposes an approach that employs generative AI, specifically GPT models, to enhance decision-making in software architecture through a sequence of prompt patterns. Five prompt patterns are introduced, each targeting software architects’ specific challenges when navigating complex design decisions. Through a structured and context-aware decision flow, we demonstrate how these patterns can mitigate risks, manage uncertainties, and optimize functional and non-functional requirements. The proposed approach is evaluated in two real-world scenarios and one fictional case, illustrating its practical application in optimizing operations and ensuring scalability, security, and performance. While AI demonstrates transformative potential in aiding architectural practices, we also highlight its limitations, emphasizing the importance of human oversight in validating technical assumptions and avoiding over-reliance on automated tools. This paper contributes to the ongoing dialogue on how AI can be integrated into software architecture to foster more efficient, informed, and context-sensitive decision-making processes for architects.","2024","2025-03-14 16:13:12","2025-03-14 16:13:12","","","","","","","","","EuroPLoP '24","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","Artificial Intelligence; AI Generative; Architecture Decision-Making; Design Patterns; Prompt Engineering; Prompt Patterns Sequence; Software Architecture","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4GP9X62Z","conferencePaper","2020","Zimmermann, Olaf; Lübke, Daniel; Zdun, Uwe; Pautasso, Cesare; Stocker, Mirko","Interface Responsibility Patterns: Processing Resources and Operation Responsibilities","Proceedings of the European Conference on Pattern Languages of Programs 2020","978-1-4503-7769-0","","10.1145/3424771.3424822","https://doi.org/10.1145/3424771.3424822","Remote Application Programming Interfaces (APIs), as for instance offered in microservices architectures, are used in almost any distributed system today and are thus enablers for many digitalization efforts. It is hard to design such APIs so that they are easy and effective to use; maintaining their runtime qualities while preserving backward compatibility is equally challenging. Finding well suited granularities in terms of the architectural capabilities of endpoints and the read-write semantics of their operations are particularly important design concerns. Existing pattern languages have dealt with local APIs in object-oriented programming, with remote objects, with queue-based messaging and with service-oriented computing platforms. However, patterns or equivalent guidances for the architectural design of API endpoints, operations and their request and response message structures are still missing. In this paper, we extend our microservice API pattern language (MAP) and introduce endpoint role and operation responsibility patterns, namely Processing Resource, Computation Function, State Creation Operation, Retrieval Operation, and State Transition Operation. Known uses and examples of the patterns are drawn from public Web APIs, as well as application development and system integration projects the authors have been involved in.","2020","2025-03-14 16:13:12","2025-03-14 16:13:12","","","","","","","","","EuroPLoP '20","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Virtual Event, Germany","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B3JJNJMM","conferencePaper","2025","Akmal, Muhammad Uzair; Asif, Saara; Koval, Leonid; Mathias, Selvine G.; Knollmeyer, Simon; Grossmann, Daniel","Layered Data-Centric AI to&nbsp;Streamline Data Quality Practices for&nbsp;Enhanced Automation","Artificial Intelligence: Methodology, Systems, and Applications: 19th International Conference, AIMSA 2024, Varna, Bulgaria, September 18–20, 2024, Proceedings","978-3-031-81541-6","","10.1007/978-3-031-81542-3_11","https://doi.org/10.1007/978-3-031-81542-3_11","Most artificial intelligence (AI) applications are designed under the model-centric AI (MCAI) approach, where data scientists aim to optimize the machine learning (ML) models starting with fixed, preprocessed data. However, businesses often struggle with limited datasets, changes in data over time, and limited ML knowledge, making it difficult to maintain data quality. One potential approach is data-centric AI (DCAI), which systematically improves the data quality used to build AI systems. However, rapid growth in data volume leads to challenges in selecting the most suitable operations for enhancing data quality thereby maintaining data accuracy, completeness, consistency, and reliability in real-world applications. To address this gap, we propose a novel framework, namely Layered Data-Centric AI (LDCAI) by expanding upon the existing DCAI Pipeline. LDCAI employs a three-layered approach, starting with the DCAI layer which generates the initial training data. This data is then analyzed and refined in the Data Analysis (DA) layer by a team of data scientists and domain experts. The refined data is later sent to the Data Quality Control (DQC) layer for additional quality checks and improvements by data scientists. The entire process can be iterated as needed to continuously improve data quality, which can be fed back into the DCAI layer’s model to achieve better predictions and outcomes. The implementation is illustrated through a scalable and customizable architecture designed for optimizing data quality within AI systems.","2025","2025-03-14 16:13:12","2025-03-14 16:13:12","","128–142","","","","","","","","","","","Springer-Verlag","Berlin, Heidelberg","","","","","","","","event-place: Varna, Bulgaria","","","","Artificial intelligence; Data analysis; Data quality; Data-centric","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9HDL8DIP","conferencePaper","2019","Huber, Florian; Körber, Nikolai; Mock, Markus","Selena: a Serverless Energy Management System","Proceedings of the 5th International Workshop on Serverless Computing","978-1-4503-7038-7","","10.1145/3366623.3368134","https://doi.org/10.1145/3366623.3368134","Reduction of CO2 emissions has become a significant challenge faced by humanity today. Energy management systems try to contribute to addressing this challenge by enabling an intelligent use and combination of different energy sources by capturing and visualizing energy usage and production data to enable energy efficiency improvement measures. In this paper, we present Selena, a prototypical energy management system that is implemented using the serverless computing paradigm. Essential design goals for Selena are both extensibility, so that many different data sources and providers (e.g., measurement systems) can be integrated easily, as well as efficient scalability, so that the system can be used from small (e.g., one building) to large installations (potentially entire neighborhoods) with deployment cost commensurate with the installation size. Our initial experiences with Selena indicate that the serverless paradigm is very well suited to capture and process energy-related data reliably and has excellent scaling properties due to the elastic compute platform that it is built upon.","2019","2025-03-14 16:13:12","2025-03-14 16:13:12","","7–12","","","","","","","WOSC '19","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Davis, CA, USA","","","","microservices; IoT; AWS Lambda; energy management systems; FaaS; serverless computing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WY2EIC4T","conferencePaper","2018","Li, Fei; Gelbke, Lars","Microservice architecture in industrial software delivery on edge devices","Proceedings of the 19th International Conference on Agile Software Development: Companion","978-1-4503-6422-5","","10.1145/3234152.3234196","https://doi.org/10.1145/3234152.3234196","Production in Industry 4.0 calls for flexible configurations, customizable features, frequent changes, and above all, short time to market, which poses significant challenges to the practices of industrial software development and delivery. However, under strict regulations and non-negotiable requirements on safety, reliability and compliance, industrial software is still dominated by monolithic architecture that usually requires planned downtime and manual installation for each update. The result is a typical release cycle of 12-18 months with several patches during the release cycle.This paper reports our experiences in applying microservice architecture, and delivery pipeline to achieve continuous deployment for industrial control software on edge devices. They are characterized by their physical proximity to industrial equipment, limited computational resources, high avail-ability, and highly heterogeneous software environments in order to accommodate various industrial protocols and processes.","2018","2025-03-14 16:13:12","2025-03-14 16:13:12","","","","","","","","","XP '18","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Porto, Portugal","","","","microservice; edge computing; industrial software","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRWZCK6H","book","2024","","FRAME '24: Proceedings of the 4th Workshop on Flexible Resource and Application Management on the Edge","","979-8-4007-0641-7","","","","","2024","2025-03-14 16:13:12","2025-03-14 16:13:12","","","","","","","","","","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MFFGLI2K","conferencePaper","2024","Farahani, Reza; Loh, Frank; Roman, Dumitru; Prodan, Radu","Serverless Workflow Management on the Computing Continuum: A Mini-Survey","Companion of the 15th ACM/SPEC International Conference on Performance Engineering","979-8-4007-0445-1","","10.1145/3629527.3652901","https://doi.org/10.1145/3629527.3652901","The growing desire among application providers for a cost model based on pay-per-use, combined with the need for a seamlessly integrated platform to manage the complex workflows of their applications, has spurred the emergence of a promising computing paradigm known as serverless computing. Although serverless computing was initially considered for cloud environments, it has recently been extended to other layers of the computing continuum, i.e., edge and fog. This extension emphasizes that the proximity of computational resources to data sources can further reduce costs and improve performance and energy efficiency. However, orchestrating the computing continuum in complex application workflows, including a set of serverless functions, introduces new challenges. This paper investigates the opportunities and challenges introduced by serverless computing for workflow management systems (WMS) on the computing continuum. In addition, the paper provides a taxonomy of state-of-the-art WMSs and reviews their capabilities.","2024","2025-03-14 16:13:12","2025-03-14 16:13:12","","146–150","","","","","","","ICPE '24 Companion","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: London, United Kingdom","","","","serverless computing; edge-cloud continuum; function scheduling; function-as-a-service (faas); service orchestration; sustainability; workflow; workflow management systems (wms)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ILMDNHQG","conferencePaper","2017","Martins, Lucas M. C. e; Filho, Francisco L. de Caldas; Júnior, Rafael T. de Sousa; Giozza, William F.; da Costa, João Paulo C.L.","Increasing the Dependability of IoT Middleware with Cloud Computing and Microservices","Companion Proceedings of The10th International Conference on Utility and Cloud Computing","978-1-4503-5195-9","","10.1145/3147234.3148092","https://doi.org/10.1145/3147234.3148092","Internet of Things (IoT) has left the experimental field and is reaching the final consumer in areas such as residential automation, health, transportation and government support. Since these are applications intrinsically linked to the physical world, they require more attention in aspects related to their dependability. Focusing on its availability and reliability, we present a proposal to apply the Microservices architectural pattern in an IoT middleware with web services in the monolithic architecture. We describe the reengineering that must be done in this middleware and, finally, we analyze the advantages and disadvantages of this approach, highlighting the availability improvement, optimization of the infrastructure resources, the ease of maintenance and evolution, as well as the inclination to the elasticity that the architecture allows.","2017","2025-03-14 16:13:12","2025-03-14 16:13:12","","203–208","","","","","","","UCC '17 Companion","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Austin, Texas, USA","","","","cloud computing; microservices; dependability; internet of things (iot); middleware; soa.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PUENKAID","conferencePaper","2023","Li, Xiaojuan; Zhang, Yu; Zhu, Zhengyan; Yao, Yuan; Zhou, Xingshe","UbiCap: A Capability-based Run-time Model for Heterogeneous Sensors Management in Ubiquitous Operating System","Proceedings of the 14th Asia-Pacific Symposium on Internetware","979-8-4007-0894-7","","10.1145/3609437.3609448","https://doi.org/10.1145/3609437.3609448","The Ubiquitous Operating System(UOS) is a new type of operating system in response to the new patterns and scenarios of future human-cyber-physical ternary ubiquitous computing. Compared with traditional operating systems, one of the fundamental requirements of UOS is to adaptively manage numerous heterogeneous sensors according to dynamic environments and diverse tasks. However, traditional management focuses on the sensors’ parameters and interfaces without highlighting the perception effect that is users’ concern and dynamic changing. It also lacks a unified management approach for heterogeneous sensors. To overcome the limitations, we propose a novel heterogeneous sensors dynamic management model UbiCap, i.e., Ubiquitous Capability, which is based on the capability abstraction and adaptive run-time capability management mechanism. The capability provides a unified abstract for heterogeneous sensors. The adaptive run-time capability management mechanism transfers the management object from low-level hardware sensors to high-level sensing capability. The capability required and the available capability are matched to support run-time adaptive sensors selection. We implement a software prototype iS2ROS(intelligent Sensor Selection Robot Operating System) based on the UbiCap model. We then simulate a forest fire spot monitoring scenario where iS2ROS selects the optimal image sensor during the identification task execution while light or weather condition changes. Experiment results show that the iS2ROS achieves comparative sensing effectiveness through UbiCap with 50% power consumption lower compared to the traditional both-sensors approach.","2023","2025-03-14 16:13:12","2025-03-14 16:13:12","","134–143","","","","","","","Internetware '23","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Hangzhou, China","","","","adaptive; Capability; Heterogeneous Sensors Management; run-time; Ubiquitous Operating System","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VUKJUS5N","conferencePaper","2020","Siavvas, Miltiadis; Tsoukalas, Dimitrios; Marantos, Charalampos; Tsintzira, Angeliki-Agathi; Jankovic, Marija; Soudris, Dimitrios; Chatzigeorgiou, Alexander; Kehagias, Dionysios","The SDK4ED Platform for Embedded Software Quality Improvement - Preliminary Overview","Computational Science and Its Applications – ICCSA 2020: 20th International Conference, Cagliari, Italy, July 1–4, 2020, Proceedings, Part IV","978-3-030-58810-6","","10.1007/978-3-030-58811-3_73","https://doi.org/10.1007/978-3-030-58811-3_73","Maintaining high level of quality with respect to important quality attributes is critical for the success of modern software applications. Hence, appropriate tooling is required to help developers and project managers monitor and optimize software quality throughout the overall Software Development Lifecycle (SDLC). Moreover, embedded software engineers and developers need support to manage complex interdependencies and inherent trade-offs between design and run-time qualities. To this end, in an attempt to address these issues, we are developing the SDK4ED Platform as part of the ongoing EU-funded SDK4ED project, a software quality system that enables the monitoring and optimization of software quality, with emphasis on embedded software. The purpose of this technical paper is to provide an overview of the SDK4ED Platform and present the main novel functionalities that have been implemented within the platform until today.","2020","2025-03-14 16:13:12","2025-03-14 16:13:12","","1035–1050","","","","","","","","","","","Springer-Verlag","Berlin, Heidelberg","","","","","","","","event-place: Cagliari, Italy","","","","Software quality; Verification and validation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7YTWNBDQ","book","2024","","CoNEXT '24: Proceedings of the 20th International Conference on emerging Networking EXperiments and Technologies","","979-8-4007-1108-4","","","","Welcome to the 20th edition of the ACM Conference on Emerging Networking Experiment and Technologies (ACM CoNEXT 2024). CoNEXT is a premier and highly selective venue in computer networking. The first edition of the conference was organized in Toulouse in 2005, and this year we are in Los Angeles.CoNEXT employs a hybrid model with two submission deadlines (December and June). Two types of papers can be submitted to CoNEXT: (i) long papers presenting significant and novel research results on emerging computer networks and applications, and (ii) short papers for contributions whose novelty and impact show the same technical excellence, but whose description fits within 6 pages. CoNEXT employs a rigorous review process, including two rounds of reviews by TPC members, online discussions, and a TPC meeting. The accepted long papers are published in the journal Proceedings of the ACM on Networking (PACMNET) while the short papers appear in this conference proceedings.A total of 82 papers were submitted to the December 2023 deadline. 63 of these were long papers, and 19 were short papers. Five long papers were directly accepted and appeared in the June 2024 issue of PACMNET. Another five long papers submitted in December 2023 were revised by the authors and appeared in the September 2024 issue of PACMNET. Three short papers submitted in December 2023 were revised by the authors, and appear in these conference proceedings.","2024","2025-03-14 16:13:12","2025-03-14 16:13:12","","","","","","","","","","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
